title,postingFrom,permalink,shortDescription,postingDate,mailToLink,driver,from,leaving,to
boulder to carbondale /paonia (boulder),boulder,http://boulder.craigslist.org/rid/3417771133.html,"hello out there! headin' down to paonia/ crawford via carbondale on thanksgiving late morning. share gas, conversation and the beautiful views. returning to boulder saturday, nov. 24 or pos. sunday nov. 25.",2012-11-17T23:30:55-07:00,emailnotfound,TRUE,boulder,2012-11-24T23:30:55-07:00,paonia/
ride offered - boulder to keystone on sun 11/18 (boulder),boulder,http://boulder.craigslist.org/rid/3417174942.html,"i'm offering a ride from boulder to keystone. 
leaving november 18th returning november 18th. going to ski keystone! planning on getting there early (8:30-8:45) and leaving early (2:00) , but am only asking for $8 round trip. contact me on zimride: h [...]",2012-11-17T16:17:24-07:00,emailnotfound,TRUE,boulder,2012-11-18T16:17:24-07:00,keystone.
loveland ski area (boulder),boulder,http://boulder.craigslist.org/rid/3416909236.html,"offering a ride, for a little gas, to anyone who wants to ski/board loveland tomorrow until closing. there's a demo day being hosted there. supposed to have the best snow out of the mountains right now. i have a truck, so you can throw your gear in t [...]",2012-11-17T14:11:44-07:00,emailnotfound,TRUE,boulder,2012-11-17T14:11:44-07:00,anyone
offer ride to fort collins  (lyons/longmont),boulder,http://boulder.craigslist.org/rid/3416565737.html,"leaving anytime before 4 pm. from lyons to fort collins and back tomorrow morning . 
602 930 1324 ",2012-11-17T11:52:02-07:00,emailnotfound,TRUE,boulder,2012-11-17T11:52:02-07:00,fort
need a ride east? leaving tuesday(11/20) (boulder),boulder,http://boulder.craigslist.org/rid/3415495108.html,"looking to get home east for the holidays? md/dc area are final destination, but very flexible with drop off locations in the area. we'll be leaving tuesday (20th) morning very early and getting to dc area by early evening wednesday (21st). if you're [...]",2012-11-16T22:16:42-07:00,emailnotfound,TRUE,boulder,2012-11-20T22:16:42-07:00,get
anyone headed to phoenix or san deigo have room for my bike??? (boulder/phoenix),boulder,http://boulder.craigslist.org/rid/3359795899.html,"hi, 
i need to ride for my bike from boulder to phoenix. 
can pay some gas fare for you to bring it safe and sound to me. 
please phone me at 602-400-8485 
thanks a bunch!! 
michelle ",2012-11-16T20:36:32-07:00,emailnotfound,FALSE,boulder,2012-02-40T20:36:32-07:00,ride
boulder to new york city (boulder/denver),boulder,http://boulder.craigslist.org/rid/3388237660.html,"i will be driving from boulder to new york city on sunday, november 18th to arrive in new york on wednesday, november 21st. my plan is to make stops in omaha, chicago and pittsburgh along the way. i'm just looking for someone to talk to and split gas [...]",2012-11-16T13:00:11-07:00,emailnotfound,TRUE,boulder,2012-11-18T13:00:11-07:00,new
"thanksgiving, boulder co =&gt; omaha ne (and back) (boulder, pender)",boulder,http://boulder.craigslist.org/rid/3371765327.html,"'just invited myself to ne nebraska for the thanksgiving holiday. 
my ideal itinerary might be to leave boulder/denver early tuesday pm, and motor on up. and then to return probably sunday. my kin folk are both in omaha, and also further north, like  [...]",2012-11-15T13:46:34-07:00,emailnotfound,TRUE,boulder,2012-11-20T13:46:34-07:00,ne
boulder/denver to la/san diego area (boulder),boulder,http://boulder.craigslist.org/rid/3411711585.html,"my very calm dog and i (22 year old male) will be driving from boulder to southern cali either sunday (11/18) or monday (11/19), returning probably friday or saturday. we'll be going via i70 to i15, through vegas, so i could drop off/pick up anyone a [...]",2012-11-15T10:49:50-07:00,emailnotfound,TRUE,boulder,2012-11-18T10:49:50-07:00,southern
ride needed - boulder to grand junction on fri 11/30 (boulder),boulder,http://boulder.craigslist.org/rid/3409823696.html,"i'm looking for a ride from boulder to grand junction. 
leaving november 30th. contact me on zimride: http://www.zimride.com/ride/share?ride=532095 ",2012-11-14T13:31:46-07:00,emailnotfound,TRUE,boulder,2012-11-30T13:31:46-07:00,grand
driving from buoulder denver to socal (boulder),boulder,http://boulder.craigslist.org/rid/3408512332.html,"leaving thursday11/15 at night driving straight through. 
have a mid sized pick up with an empty bed... can haul stuff or people anywhere along the way route 70 to 15 through vegas. 
call me up raven 
310-266-7869 ",2012-11-13T23:18:57-07:00,emailnotfound,TRUE,boulder,2012-11-15T23:18:57-07:00,15
carry me back to virginia (boulder),boulder,http://boulder.craigslist.org/rid/3408490519.html,"i'm looking for a ride back to virginia if anyone's headed in that direction for the holiday or before. me, and my best friend, early 20s. i can bring some money to the table for gas. i look forward to hearing from someone",2012-11-13T22:53:45-07:00,emailnotfound,FALSE,boulder,2012-11-19T22:53:45-07:00,virginia
investors for road trip+dogs,boulder,http://boulder.craigslist.org/rid/3407180578.html,"looking for a group of dog lovers willing to purchase a custom bus for dogs and guardians weekend get aways. 
will need about $100,000 to start. reply if you just like the idea of taking short trips with dog friendly folks leaving the driving to a pa [...]",2012-11-13T12:02:38-07:00,emailnotfound,TRUE,boulder,2012-11-16T12:02:38-07:00,purchase
seeking ride to grand junction (boulder),boulder,http://boulder.craigslist.org/rid/3389095338.html,2 people with a couple backpacks willing to share on gas need ride to grand junction asap. please email at the above address. ,2012-11-13T10:14:18-07:00,emailnotfound,TRUE,boulder,2012-11-13T10:14:18-07:00,share
