title,postingFrom,permalink,shortDescription,postingDate,mailToLink
"willing to work or do anything for ride 24 yr old male (muskogee, ok)",tulsa,http://tulsa.craigslist.org/rid/3414033927.html,"i'm trying to get out of muskogee to get to a better place to get up on my feet. i'm currently on the streets right now, but i'll help out or negotiate something if i can do anything or keep anyone company for a ride out of here that would be great h [...]",2012-11-16T11:30:31-06:00,emailnotfound
ride offered round trip  (tulsa-st.louis),tulsa,http://tulsa.craigslist.org/rid/3413929343.html,"leaving tulsa after work (around 4 or so) on the 21st. returning on sunday the 25th. i will be traveling with my dog. 
marty 
314-803-5810",2012-11-16T10:52:14-06:00,emailnotfound
vehicle relocation / driver for hire,tulsa,http://tulsa.craigslist.org/rid/3392217008.html,"driver for hire do you need a vehicle moved within oklahoma, or elsewhere in the lower 48 states? are you thinking about purchasing a vehicle online from sites like ebay or craigslist, and would like to get it to your location. i am a responsible, ma [...]",2012-11-16T07:46:40-06:00,emailnotfound
tulsa- dfw (oklahoma-texas),tulsa,http://tulsa.craigslist.org/rid/3407943814.html,i am headed to texas now if tou want to go email pick up location and contact info must have phone # i will call. cleaning up then im out! ,2012-11-13T18:07:16-06:00,emailnotfound
driving instructor needed (tulsa),tulsa,http://tulsa.craigslist.org/rid/3400652685.html,"hello, 
i am looking for someone who can give me a couple of private driving lessons on coming weekend. i have previous driving experience, but i need some practice to recover my driving skills, and someone professional who can help me to do that. i  [...]",2012-11-10T14:58:00-06:00,emailnotfound
"i'm needing a small vehicle  (51 yale , tulsa oklahoma )",tulsa,http://tulsa.craigslist.org/rid/3390963178.html,"does anyone have a small car that we can rent ? ( 1 day event , asap ) 
i'm 38 , and i have a clean driving record 
i live here in tulsa , oklahoma and i need to go to broken bow , oklahoma , and then returning back to tulsa . oklahoma 
ask for rich  [...]",2012-11-06T12:49:21-06:00,emailnotfound
headed to daytona for christmas (tulsa -&gt;daytona),tulsa,http://tulsa.craigslist.org/rid/3390855328.html,"i will be driving to florida in december. the date is negotiable. but sometime around the 21st and coming back around new years. i'll be driving from tulsa to daytona going through memphis, birmingham, atlanta, macon and jacksonville. looking for oth [...]",2012-11-06T12:09:57-06:00,emailnotfound
"need ride to ohio for xmas (tulsa, ok)",tulsa,http://tulsa.craigslist.org/rid/3388547789.html,"my girlfriend and i are trying to make a trip to ohio for the holidays. both of our cars are in poor condition and we won't be able to finance the repairs to get them to where we'd be comfortable making the 1,800+ mile round trip. if you are heading  [...]",2012-11-05T12:46:12-06:00,emailnotfound
anyone have room for 6 tulsa to az?,tulsa,http://tulsa.craigslist.org/rid/3384073372.html,a friend of mine and her 5 children got stranded in tulsa. she needs to get back home to az. if coming down the i-10 she could be dropped at an exit about 50 miles in and we could arrange a ride the rest of the way but if she had to go all the way to [...],2012-11-03T12:25:35-05:00,emailnotfound
headed to pa,tulsa,http://tulsa.craigslist.org/rid/3382440074.html,i am headed to pa tonight if u looking for a ride out that way text me or call me 812-201-8546,2012-11-02T16:30:48-05:00,emailnotfound
"rent my 2012 fiat 500 for $35.00/day (tulsa and owasso, oklahoma)",tulsa,http://tulsa.craigslist.org/rid/3376845473.html,"rent my 2012 fiat 500 in owasso i purchased my fiat 500 in august of 2012, and just this past month in october i had a seizure at work which has now left me unable to drive. i want someone to be able to enjoy my car as much as i have; that is why i a [...]",2012-10-31T09:01:45-05:00,emailnotfound
need ride nov. 19 (tulsa to grove/grand lake o' the cheroke),tulsa,http://tulsa.craigslist.org/rid/3374154877.html,"hello! we are looking for a ride from the tulsa airport to grove/grand lake o' the cherokees, which is in the northeast region of oklahoma, on monday, november 19th, around 4:00 pm. my boyfriend and i will be arriving via airplane to visit family for [...]",2012-10-30T00:30:50-05:00,emailnotfound
greyhound vouchers (tulsa),tulsa,http://tulsa.craigslist.org/rid/3369984307.html,"2 $100 greyhound vouchers to be used on booking a trip. my husband and i received them and have no need for them now. we will take $100 for the both of them. good for anywhere greyhound will take you. 
more info just get ahold of me 918-284-8856",2012-10-28T01:12:07-05:00,emailnotfound
ride offered - tulsa to denver on mon 10/29 (tulsa),tulsa,http://tulsa.craigslist.org/rid/3365640278.html,"i'm offering a ride from tulsa to denver. 
leaving october 29th. contact me on zimride: http://www.zimride.com/ride/share?ride=507435 ",2012-10-26T00:25:03-05:00,emailnotfound
"are you traveling to/near madison, wi & can deliver 4 kitchen chairs?",tulsa,http://tulsa.craigslist.org/rid/3363986764.html,will pay $30 for your efforts. could possibly fit in large-sized car. thanks. heidi,2012-10-25T10:51:48-05:00,emailnotfound
moving truck and car hauler north bound ,tulsa,http://tulsa.craigslist.org/rid/3360596440.html,"headed to fargo then minn then madison 
call mike 760954 6281 
leaving wends am",2012-10-23T20:42:16-05:00,emailnotfound
