title,postingFrom,permalink,shortDescription,postingDate,mailToLink
biloxi - baton rouge (biloxi area),gulfport,http://gulfport.craigslist.org/rid/3416150927.html,"hey, how's it going? my friend and i are trying to get to baton rouge on the weekend of thanksgiving. we're in biloxi. we will help with gas, and driving. 
thanks 
jake",2012-11-17T10:11:30-06:00,emailnotfound
"leaving sw florida tonight in truck to la for u or stuff saturday 17th (from naples fl to los angeles, ca)",gulfport,http://gulfport.craigslist.org/rid/3382277851.html,"hi... 
hubby is leaving naples tonight (saturday 17th). expecting to be in gulfport either tonight or super early in the morning. 
should you need a ride somewhere along the way... just let us know. 
feel free and give me a call to touch base if inte [...]",2012-11-16T06:31:34-06:00,emailnotfound
carpool gpt to diamondhead (gpt),gulfport,http://gulfport.craigslist.org/rid/3404876670.html,"looking to carpool from gulfport to diamondhead early shift, 2/3 days per week.",2012-11-12T14:01:11-06:00,emailnotfound
ride offered - biloxi to savannah on sat 11/17 (biloxi),gulfport,http://gulfport.craigslist.org/rid/3394273629.html,"i'm offering a ride from biloxi to savannah. 
leaving november 17th returning november 17th. contact me on zimride: http://www.zimride.com/ride/share?ride=521000 ",2012-11-07T19:58:13-06:00,emailnotfound
boloxi ms to huntsville. al monday (os),gulfport,http://gulfport.craigslist.org/rid/3353783414.html,"i'm traveling from the boloxi/ ocean springs area to huntsville al on monday morning around 10 a.m. i will be passing through mobile, montgomery, and birmingham al. if you need a ride north to any of these cities just give me a call. 256-694-9717",2012-11-02T15:11:36-05:00,emailnotfound
travel anywhere for less to any state or city,gulfport,http://gulfport.craigslist.org/rid/3360192272.html,"**this is a limited time offer** 
we are a wholesale travel agency that specializes in providing the best price for travel on greyhound or amtrak we can get you or your friends tickets from and to any city in the country. so be sure to tell family an [...]",2012-10-30T19:32:42-05:00,emailnotfound
"houston, tx to flint, mi (gulfport)",gulfport,http://gulfport.craigslist.org/rid/3374800034.html,"hi! my special lady friend and i will be traveling from houston, tx to flint, mi this wednesday morning. we are looking for 2-3 (depending on how many bags) people who would like to rideshare with us. i drive a hyundai suv, so there is room for a few [...]",2012-10-30T10:58:00-05:00,emailnotfound
going to marion county women correctional facility,gulfport,http://gulfport.craigslist.org/rid/3328481184.html,i will be going from harrison county to marion county women correctional facility in columbia ms. almost every satuday.leaving around 11 am. returning around 6 pm.if you need a ride please email me.,2012-10-25T22:58:34-05:00,emailnotfound
anyone going east coast? (ny/boston),gulfport,http://gulfport.craigslist.org/rid/3365529568.html,"please call me if you are driving anywhere up north east coast anytime next month or over the extended holidays? thanksgiving? xmas? i am somewhat flexible but need to go to new york boston area, new jersey. i have a car and am flexible. please leave [...]",2012-10-25T22:34:17-05:00,emailnotfound
mobile to pittsburgh for thanksgiving (gulf coast),gulfport,http://gulfport.craigslist.org/rid/3358860225.html,"i am going to pittsburgh for thanksgiving and a wedding. planning on leaving on the 20th and returning on the 28th, driving straight through. 
these dates are somewhat flexible. 
i am mid 60's male, good driving record and a safe comfortable suv. sha [...]",2012-10-23T09:02:48-05:00,emailnotfound
