title,postingFrom,permalink,shortDescription,postingDate,mailToLink
looking for a ride to anchorage (anc-fai),anchorage,http://anchorage.craigslist.org/rid/3416634358.html,"hey there. i'm looking for a ride for anchorage to fairbanks for thanksgiving. i can leave tuesday night or anytime on wednesday. i've got gas money, snack, the works. i have a license too and a great driving record if you need help with that. let me [...]",2012-11-17T10:18:41-09:00,emailnotfound
transport goods only north to alaska (girdwood),anchorage,http://anchorage.craigslist.org/rid/3416371306.html,"driving flat bed truck and enclosed trailer north to alaska from california and mountain west area. will transport goods only. ford f550 flat bed truck has 12' bed. trailer is 6'8"" x 16'. email to discuss. ",2012-11-17T08:37:55-09:00,emailnotfound
driving up from ohio december 30-jan 4...need something shipped? (columbus to anchorage),anchorage,http://anchorage.craigslist.org/rid/3407697816.html,"hi, i'm driving up after the holidays from ohio...where i'm currently at recovering from a nasty leg injury. i've driven the alcan twice in the last 4 years and am well aquainted with the miles of boredom, snow, and high priced gas. if you need somet [...]",2012-11-17T07:30:31-09:00,emailnotfound
$1500 wa to alaska (bellingham wa),anchorage,http://anchorage.craigslist.org/rid/3415293518.html,"couple seeking air or ship passage from bellingham wa to whittier or wasilla ak. about 200 lbs personal luggage and one small dog. 
anyone heading up and have the extra space? we would be able to pay $1500 cash for the fuel and space. 
posted in alas [...]",2012-11-16T17:41:23-09:00,emailnotfound
oklahoma to anchorage in december (pcsing to ft. richardson),anchorage,http://anchorage.craigslist.org/rid/3367440373.html,do you have a family member or significant other that you want to move to ft. richardson? the army is moving me there in december and i can get you money for a u-haul and some trip expenses (you would have to put the u-haul in my name so i could subm [...],2012-11-16T13:08:15-09:00,emailnotfound
need ride to soldotna tomorrow (soldotna),anchorage,http://anchorage.craigslist.org/rid/3412833125.html,hey need a ride to soldotna tomorrow! be very grateful!! have a good day! ,2012-11-15T16:55:46-09:00,emailnotfound
eagle river transit to eagle river walmart (eagle river),anchorage,http://anchorage.craigslist.org/rid/3410934332.html,"i need a ride tomorrow, thursday, at about 7am from the eagle river transit center to eagle river walmart intersection and back. i need to drop something off and then get back to the transit center by 7:30am to catch my bus to anchorage. i will pay 1 [...]",2012-11-14T22:33:27-09:00,emailnotfound
ride wanted anc-fai (anc-fai),anchorage,http://anchorage.craigslist.org/rid/3410926272.html,i'm looking for a ride from anc to fai on wednesday. i'm also willing to leave on tuesday. i have gas money and i can bring snacks. 734-474-eight 198. ,2012-11-14T22:20:15-09:00,emailnotfound
trip to seattle,anchorage,http://anchorage.craigslist.org/rid/3410586197.html,"driving : anchorage to seattle aprox dec 1st. share expenses? i do not smoke or drink and very responsible so, please the same reply...........",2012-11-14T17:27:19-09:00,emailnotfound
need a ride to fairbanks from anchorage,anchorage,http://anchorage.craigslist.org/rid/3410564764.html,"need ride from anchorage to fairbanks over thanksgiving. hopefully back as well. (visiting fam. hopefully 1 day. there and back, thanksgiving dinner ya know? lol) hope somebody is doing the same. 2 people. no luggage. will help with gas and compensat [...]",2012-11-14T17:14:31-09:00,emailnotfound
