title,postingFrom,permalink,shortDescription,postingDate,mailToLink
"driving thru to northern california via hwy 80 no pets! (escanaba, michigan)",rockford,http://rockford.craigslist.org/rid/3417640999.html,"driving thru to northern california via interstate 80. anywhere along the way split gas. kerney nebraska, salt lake city ut, reno nevada or anywhere in between. i hope to be leaving sometime around the 28th of november. must have clean driving record [...]",2012-11-17T22:16:33-06:00,emailnotfound
 ride to niu and back from rockford (rockford),rockford,http://rockford.craigslist.org/rid/3416023793.html,"i am looking to attend niu and to do this i need a ride to and from niu, i would be willing to pay for the ride in sharing expenses for such ride. if anyone is going to attend niu in the near future from rockford or surrounding area. please contact m [...]",2012-11-17T09:15:24-06:00,emailnotfound
local  rides  available (rockford),rockford,http://rockford.craigslist.org/rid/3356655496.html,"do you need a ride?????..............i am licensced, bonded and insured. i can offer short rides, 
local. and short distance. let me know. joanne 815-912-2301",2012-11-08T07:55:01-06:00,emailnotfound
going to atlanta (atlanta),rockford,http://rockford.craigslist.org/rid/3393291294.html,"anyone in rockford planning a trip to atlanta anytime soon? im looking for a ride to rockford, so if you plan on riding down to atlanta, im looking for a ride back to rockford 
if so contact me, i can help with gas and keep your company on the way ba [...]",2012-11-07T12:51:04-06:00,emailnotfound
do you need a ride to anywhere? (rockford and surrounding),rockford,http://rockford.craigslist.org/rid/3389254340.html,"i have a 4 door sedan, comfortable and reliable. i am willing to drive to almost anywhere nationwide for a very good price. i love to travel, i just don't want to do all the travelling by myself. i also don't want to spend all my money doing it. so,  [...]",2012-11-05T17:19:25-06:00,emailnotfound
"ride offered, leaving jefferson, wi nov. 5 th. to dallas, tx (wisconsin to dallas texas)",rockford,http://rockford.craigslist.org/rid/3380277604.html,"leaving jefferson, wi nov. 5 th. to dallas, tx through missouri, oklahoma and on to dallas, share ride and exspence; flexable, for good company. 
gary email me soon and i will give phone number. lakedr7 at yahoo.com",2012-11-01T17:45:33-05:00,emailnotfound
rockford to peoria,rockford,http://rockford.craigslist.org/rid/3378345879.html,looking for ride from rockford to peoria on 11/1 or 11/2.,2012-10-31T20:31:37-05:00,emailnotfound
ride needed to st louis or chicago tuesday afternoon or eve,rockford,http://rockford.craigslist.org/rid/3372964039.html,ride needed,2012-10-29T13:37:29-05:00,emailnotfound
ride needed to train station (southeast rockford),rockford,http://rockford.craigslist.org/rid/3370300641.html,"i am looking for a ride to a train station monday morning. any station will work for me, just need to get to chicago.",2012-10-28T09:09:48-05:00,emailnotfound
rockford to san antonio (illinois to texas),rockford,http://rockford.craigslist.org/rid/3368312094.html,"heading to texas in december and looking to split costs. i and two companions will be leaving on december 13th, and returning on december 18th or 19th. have room for one or two adults, with a suitcase each. we split tolls and gas. can be one way or r [...]",2012-10-27T09:23:33-05:00,emailnotfound
roscoe rides (intown-airports etc...),rockford,http://rockford.craigslist.org/rid/3365928404.html,"guys nite out 
ladies nite out 
airport rides 
cubs, sox, bears, bulls, blackhawks & icehogs games. 
if you need a we can help.",2012-10-26T07:59:08-05:00,emailnotfound
rides to & from chrysler (beloit),rockford,http://rockford.craigslist.org/rid/3350388450.html,i am a single mom of 4 who just got a job at chrysler and start tonite. is there anyone out there in the beloit/south beloit/roscoe/rockton area whos willing to give me a ride back and forth every friday and saturday 2nd shift as i will give you gas  [...],2012-10-19T13:14:56-05:00,emailnotfound
im trying to move to houston tx  (rockford),rockford,http://rockford.craigslist.org/rid/3338335725.html,i need to move to houston tx is anyone planning a trip there soon if so let me know i can help with gas money you can contact me thru my email ,2012-10-14T11:54:20-05:00,emailnotfound
need a ride to belvidere to elgin and back (belvidere),rockford,http://rockford.craigslist.org/rid/3332067894.html,i need a ride from belvidere to elgin and a ride back i only have $20 but you can have it as long as i have a dependable ride there and back,2012-10-11T14:01:44-05:00,emailnotfound
rockford-o'hare oct 24 early am (rockford-&gt;ohare),rockford,http://rockford.craigslist.org/rid/3325785049.html,"my husband and i need a ride to o'hare wednesday oct 24. we need to be there between 3 and 4 am(if we get there earlier that's fine). we will only have us and one suitcase, and can pay for gas and tolls. ",2012-10-08T18:49:04-05:00,emailnotfound
