title,postingFrom,permalink,shortDescription,postingDate,mailToLink
snow birds - i will relocate your vehicle (any  cali-east or cali ne; ne-south),santamaria,http://santamaria.craigslist.org/rid/3296971776.html,"i'll relocate your vehicle for you. i've driven professionally. know cars and trucks. have driven muscle and classic cars, trucks and everything in between... 
i'm an exceptional driver and a safe driver. am non-smoking, and use no drugs or alcohol.. [...]",2012-10-20T22:11:22-07:00,emailnotfound
needed- arroyo grande to sac/ redding/ chico!! (arroyo grande),santamaria,http://santamaria.craigslist.org/rid/3353096782.html,"hello, my name is blake and i'm a young musician/student taking a semester off traveling north for a job in redding. anywhere from slo county to i-5, preferably as far north as possible, is where i need to be, and i can be waiting right by the on/off [...]",2012-10-20T13:57:05-07:00,emailnotfound
looking for a vanpool/carpool m-f s.m. to s.b (santa maria ),santamaria,http://santamaria.craigslist.org/rid/3339022924.html,"i work in santa barbara monday through friday 8-5 and looking to join a carpool or vanpool. 
call or text 806-345-0660",2012-10-14T15:18:31-07:00,emailnotfound
ride needed to los angeles earlier the better (santa maria),santamaria,http://santamaria.craigslist.org/rid/3337857226.html,hi there not much to say two guys twenty four and twenty five needing a lift back home easy going with gas money the earlier the better no luggage either please text us five four one four nine seven three seven four zero,2012-10-14T04:46:05-07:00,emailnotfound
ride offered (sm to bakersfield),santamaria,http://santamaria.craigslist.org/rid/3330609228.html,offering one way ride to bakersfield leaving santa maria friday morning between 7 and 8. just ask you put in a little cash for gas. ,2012-10-10T19:03:53-07:00,emailnotfound
ride needed from ag to lax (arroyo grande),santamaria,http://santamaria.craigslist.org/rid/3329651938.html,hi there! i'm looking for a ride to lax this friday ( oct. 12th) morning to catch a 10am flight back east. i'll pitch in moolah and throw in some produce (and passion fruit!) from our farm. thank ya!!,2012-10-10T11:54:29-07:00,emailnotfound
get free gas vouchers for driving as usual,santamaria,http://santamaria.craigslist.org/rid/3327611902.html,"start earning rewards while you drive! pick between electronics, electronics, free gas, and much more. new free rewards added all the time! . ",2012-10-09T12:51:19-07:00,emailnotfound
need&gt;sm too la 10/12 fri.,santamaria,http://santamaria.craigslist.org/rid/3325384184.html,"have gas money, need to be in burbank before 6pm",2012-10-08T13:55:47-07:00,emailnotfound
ride offered: slo to san diego 10/8 @ 10am (driving thru sm),santamaria,http://santamaria.craigslist.org/rid/3323423895.html,"hey all, i'm driving down to san diego on monday. i have to be at work in mission beach at 4 pm so i'm leaving no later than 10 am from slo to avoid traffic. i can pick you up or drop you off anywhere in between. text brandon at 805 748 5994. be read [...]",2012-10-07T16:56:45-07:00,emailnotfound
"carpool lompoc to sb mon and tues (lompoc, sb)",santamaria,http://santamaria.craigslist.org/rid/3321468132.html,"i travel to sb 4x a week. i go to anacapa and cota area of downtown. if my schedule works with yours then i'd be interested in carpooling with you. 
monday - leave at 720 from lompoc/ leave at 430 from sb 
tuesday - the same 
weds - leave at 720 from [...]",2012-10-06T16:38:41-07:00,emailnotfound
motorcycle ride parners (santa maria),santamaria,http://santamaria.craigslist.org/rid/3299367029.html,"my friend and i are riding our motorcycles to rocky point mexico and we are wondering if anyone out there want to join us. 
we will leave on november 8th from santa maria california around 7:00am ride all day and stay in gila bend arizona the night o [...]",2012-10-03T23:12:54-07:00,emailnotfound
bus pass for students!  (santa maria),santamaria,http://santamaria.craigslist.org/rid/3311851541.html,hi i am sellinq a student bus pass for 20 they are sold for 30 they are good for 30 starting the day you use them and they havent been used at all! text 8058631806 if interested!(:,2012-10-02T13:24:42-07:00,emailnotfound
get free gas vouchers for driving as usual,santamaria,http://santamaria.craigslist.org/rid/3310570408.html,"start earning rewards while you drive! pick between electronics, electronics, dinner cruises, and much more. new free rewards added on a regular basis! . ",2012-10-02T01:46:07-07:00,emailnotfound
