title,postingFrom,permalink,shortDescription,postingDate,mailToLink
need ride 3-4 days a week - spaulding ave to st. mary corwin hospital (pueblo),pueblo,http://pueblo.craigslist.org/rid/3410084252.html,"traveling nurse coming to pueblo nov 23rd. needs ride to work and home 3-4 days/nights a week. willing to pay gas. 
ride would be from spaulding ave to st mary corwin hospital. need to be at work before 7pm and out of work by 8am the next day. 
anyon [...]",2012-11-14T15:16:11-07:00,emailnotfound
ride from durango to pueblo,pueblo,http://pueblo.craigslist.org/rid/3401089984.html,"anyone heading from durango areas to pueblo on sunday the 11th of november? 
me and my son need a ride to pueblo from durango... 
friendly, honest, respectful 
please and thank you 
joe 
8 o 5 7 four eight 5 8 six seven",2012-11-10T17:42:22-07:00,emailnotfound
i need a ride or carpool (pueblo west),pueblo,http://pueblo.craigslist.org/rid/3398599976.html,"i am scheduled to start a job at trane out by the airport and i don't have a car to get there. i work from 6:30-3 monday thru friday. i prefer to carpool with somebody that works there already, but a ride is a ride. if you are able to help me out, i  [...]",2012-11-09T15:27:32-07:00,emailnotfound
inexpensive travel to any stae or city,pueblo,http://pueblo.craigslist.org/rid/3357968267.html,"**this is a limited time offer** 
we are a wholesale travel agency that specializes in providing the best price for travel on greyhound or amtrak we can get you or your friends tickets from and to any city in the country. so be sure to tell family an [...]",2012-11-03T07:31:31-06:00,emailnotfound
"ride offered: heading for so. calif, room for 1 (pueblo)",pueblo,http://pueblo.craigslist.org/rid/3379372219.html,"heading for the beaches of so. california, room for 1 and split the gas. leaving between the 4th and hopefully no later then the 8th of november. ",2012-11-01T10:38:56-06:00,emailnotfound
need to go  east  (pueblo to philly),pueblo,http://pueblo.craigslist.org/rid/3376253695.html,i need to head to the east coast as soon as possible. i have two very well behaved dogs who have been on the road before. if anyone is heading in that direction please let me know. i am a 32 year old female who will be travelling with two dogs and my [...],2012-10-30T20:42:48-06:00,emailnotfound
mature n/s senior drives to spgs once a week need to share gas (northern/pueblo blvd),pueblo,http://pueblo.craigslist.org/rid/3375666688.html,"i drive rt to co spgs once a week. i have allergies , so cannot take smokers or cat owners. sorry. 
i can take someone for gas money..amount depends on where u go. i go to penrose hospt on nevada ave. can be in spgs from 2 to 4 hours. 
no set schedul [...]",2012-10-30T15:34:11-06:00,emailnotfound
california (southern california),pueblo,http://pueblo.craigslist.org/rid/3372722876.html,is wanting to find a ride to california and will help with expenses,2012-10-29T11:09:38-06:00,emailnotfound
"ride offered to arizona (canon, pueblo, c.s.)",pueblo,http://pueblo.craigslist.org/rid/3364269908.html,"i'm leaving today or tomorrow from canon. can take you door to door from where you are to where you are going. call seven one nine, two three nine, one five one six",2012-10-25T11:34:26-06:00,emailnotfound
i need a ride to florida,pueblo,http://pueblo.craigslist.org/rid/3355952535.html,"i need a ride from austin, texas to venice, or sarasota, or tampa, florida i can help pay for gas and i have a valid drivers license so i can do some of the driving if needed. 
i can leave any time on mon or any day of the week. 
i'm traveling around [...]",2012-10-22T00:10:01-06:00,emailnotfound
"in canon city...to pueblo, springs (canon city)",pueblo,http://pueblo.craigslist.org/rid/3342693725.html,"looking for someone in the canon city area heading out to pueblo, colorado springs, denver, or even more north. i am in canon city presently, finding work has not happened so im looking to go north asap. my ultimate goal is loveland, but if i can onl [...]",2012-10-16T09:00:51-06:00,emailnotfound
want to leave pueblo ( pueblo),pueblo,http://pueblo.craigslist.org/rid/3334878836.html,"hello, i am looking to leave pueblo and go anywhere far away from here. i have little to offer aside from food company. i am a 33 year old male. please let me know if you are heading anywhere interesting and would like the company of an attractive yo [...]",2012-10-12T16:12:42-06:00,emailnotfound
heading north in a few hours (pueblo to denver/boulder),pueblo,http://pueblo.craigslist.org/rid/3330126210.html,heading up north. let me know if you need a ride. wouldn't mind the company..,2012-10-10T16:02:02-06:00,emailnotfound
need a rideto kansas (kansas city),pueblo,http://pueblo.craigslist.org/rid/3329536145.html,"need a ride to kansas city kansas.must be there by tuesday october ,16 2012. if u can help please call 719-671-7832",2012-10-10T12:12:06-06:00,emailnotfound
mature lady driving rt  co to mich & indiana (flexible/ after oct 17th),pueblo,http://pueblo.craigslist.org/rid/3313856879.html,have room for a non-smoker who can share gas. will travel to mi and back to co..want to stop in indy one or both ways for a couple of days. i am a retired social worker and can provide id and references to transport a senior or handicap individual. p [...],2012-10-03T12:05:26-06:00,emailnotfound
