title,postingFrom,permalink,shortDescription,postingDate,mailToLink
need ride-jackson to slc 11/19 ,eastidaho,http://eastidaho.craigslist.org/rid/3415635144.html,looking for a ride to slc from jackson area and happy to chip in for gas!,2012-11-17T01:04:36-07:00,emailnotfound
"heading to east to boise (wy, mt, id)",eastidaho,http://eastidaho.craigslist.org/rid/3412301016.html,"hello, i'm heading home to nampa, idaho from sheridan, wy. i'm taking the 90 east through billings, bozman, idaho falls, twin, and to boise. if you an help out a little with gas you have a ride. plan on leaving friday morning. give me a call or email [...]",2012-11-15T14:39:22-07:00,emailnotfound
"rider (idaho falls, to jackson)",eastidaho,http://eastidaho.craigslist.org/rid/3411173320.html,will pay for gas..,2012-11-15T06:50:12-07:00,emailnotfound
idaho falls to boise 11/16/12 (if to boise),eastidaho,http://eastidaho.craigslist.org/rid/3407415873.html,i am driving to boise and back on friday nov the 16th can share ride if willing to split cost of gas will be leaving if around 9:30am,2012-11-13T13:29:01-07:00,emailnotfound
anyone needing ride to ogden/slc once or twice/month? (if to ogden),eastidaho,http://eastidaho.craigslist.org/rid/3406803586.html,"i am looking to train my dog in ogden once or twice a month. ride in morning and return in afternoon. day of the week is flexible at the moment. 
have room for 1-4 and dogs/packages if necessary. 
e-mail if this interests you or even if you just need [...]",2012-11-13T09:48:05-07:00,emailnotfound
seeking someone going to laramie wy (laramie wy),eastidaho,http://eastidaho.craigslist.org/rid/3404140251.html,"i'm looking for someone to deliver a birthday cake to my son in laramie, wy. 
hoping to find a student going home for thanksgiving break. 
my son's birthday is november 16 (friday). i need a day advanced notice to make the cake. 
it is not the kind o [...]",2012-11-12T08:46:23-07:00,emailnotfound
ride needed pocatello to boise asap  (pocatello - boise ),eastidaho,http://eastidaho.craigslist.org/rid/3402594862.html,"ride needed pocatello to boise asap . will pay gas. sunday november 11th only. 
thanks 
jim at 7012383777",2012-11-11T13:21:34-07:00,emailnotfound
some to rideshare from kc area to idaho falls area (kansas city to idaho falls),eastidaho,http://eastidaho.craigslist.org/rid/3401925916.html,looking for someone to rideshare and possibly share gas expenses from kanas city to idaho falls or proximity the first week of december,2012-11-11T08:06:29-07:00,emailnotfound
anybody going towards texas! cant take this anymore! (if to tx),eastidaho,http://eastidaho.craigslist.org/rid/3400043127.html,title says it all if your going to texas anytime soon let me know prices to go.. i may or may not have a 4 year old with me depends on how big the fight is between my husband and i... i really dont want to be here... i am going to hurt myself if i do [...],2012-11-10T09:54:18-07:00,emailnotfound
seeking ride to or near hermiston oregon (hermiston oregon),eastidaho,http://eastidaho.craigslist.org/rid/3396902660.html,looking for a ride to hermiston oregon over christmas leaving from american falls or pocatello. days are flexible. email so details can be worked out.,2012-11-08T22:04:13-07:00,emailnotfound
