title,postingFrom,permalink,shortDescription,postingDate,mailToLink
"oly, wa to san fran dead show (olympia, wa)",olympic,http://olympic.craigslist.org/rid/3415257476.html,"leaving: 
dec 28 friday 07:00 am olympia, wa 
arriving: 
bill graham civic auditorium 
san francisco, ca 
deadheads only, if your just looking for a ride dont call. $100 bucks a head or trade, one way must find way back. room for 2 and small packs. 
 [...]",2012-11-16T18:18:14-08:00,emailnotfound
need a ride to boise,olympic,http://olympic.craigslist.org/rid/3415088884.html,i am hoping to catch a ride to boise on tuesday or wednesday. happy to help with gas$$,2012-11-16T16:42:23-08:00,emailnotfound
ride needed pt-seattle (port townsend),olympic,http://olympic.craigslist.org/rid/3414375882.html,"hello i am looking for a ride to seattle area or ferry terminal today or tomorrow. i don not have internet access so please call me @(94one)544-9zero54. thanx, jonathan",2012-11-16T11:35:06-08:00,emailnotfound
ride to olympia &/or portland,olympic,http://olympic.craigslist.org/rid/3412005341.html,"i need ride to olympia and or portland in the next few days. will help with gas. 
i am in port townsend 
contact bill 360-528-9455.",2012-11-15T11:38:45-08:00,emailnotfound
ride needed seattle to jefferson co. nov 22 or 23 (downtown or wherever),olympic,http://olympic.craigslist.org/rid/3411822479.html,"hello! i'm coming home to quilcene for thanksgiving. my flight arrives seatac at 8:40 pm on wednesday, which would mean i could be downtown weds night around 10 pm. alternatively, a ride somewhat early in the day on thursday (thanksgiving) would be g [...]",2012-11-15T10:30:48-08:00,emailnotfound
will drive your vehicle to medford oregon (sequim),olympic,http://olympic.craigslist.org/rid/3399272670.html,"i need to get to grants pass, oregon to pick up our furniture we left behind in a recent move here to sequim. i can drive any type vehicle including cars, trucks, heavy trucks, motorhome, rv, etc. from the port angeles area down to the medford oregon [...]",2012-11-14T19:22:26-08:00,emailnotfound
"early friday morning ride offered (pa, pt, coupville, anacacortes, i-5, bc)",olympic,http://olympic.craigslist.org/rid/3409093439.html,i have experience being a passenger in this scenario. first time offering a ride. i have a big old car with big bench seats and a big trunk. this car has no stereo. =-( i am looking for a passenger for any leg of this trip to keep me company and shar [...],2012-11-14T08:04:17-08:00,emailnotfound
"school bus in conversion to ec (oly pen to asheville, nc )",olympic,http://olympic.craigslist.org/rid/3396933598.html,"were converting a bus to run on veggie oil and be a live in, traveling circus 
if your ok w two females, a male and two dogs on a bus all the way to nc then hey,help us help you.... for the cost of fuel we will be happy to escort you as far as ashevi [...]",2012-11-14T07:24:17-08:00,emailnotfound
ride offer: port angeles to portland nov. 21st/ return nov. 25th (port angeles &gt; sherwood thanksgiving!),olympic,http://olympic.craigslist.org/rid/3408157331.html,"hi! 
i'm a 28 year old guy, and i'll be renting a car in port angeles to drive to the portland, or, area to spend thanksgiving with my family. 
i'll be leaving port angeles at about 1:30pm on wednesday, nov. 21st. 
i'll be returning from portland on  [...]",2012-11-13T17:55:42-08:00,emailnotfound
seeking ride to portland - 11-13 (chimacum),olympic,http://olympic.craigslist.org/rid/3406047833.html,"hey folks, 
would love some help getting down to portland as soon as possible to be with a family member in the hospital. 
happy to help drive, contribute to gas 
thanks 
509-637-fifty-fifty",2012-11-12T21:51:54-08:00,emailnotfound
driving to seattle and back nov. 14th (port townsend),olympic,http://olympic.craigslist.org/rid/3405571048.html,"i will be driving to seattle for my art show opening in capitol hill on wednesday, november 14th and coming back friday afternoon, november 16th. if you'd like to tag along for the ride, any gas donation would be greatly appreciated! i have room for  [...]",2012-11-12T16:41:22-08:00,emailnotfound
need rideshare olympia/shelton 3 evenings (olympia to shelton),olympic,http://olympic.craigslist.org/rid/3389598314.html,i need to find a rideshare or carpool from olympia transfer station or tumwater square 3 evenings a week to anywhere in shelton. it needs to leave for shelton 8-8:30pm. mon. tues. and thurs. and be reliable. this is for my medical treatment that star [...],2012-11-10T21:40:37-08:00,emailnotfound
well help pay for gas need to get to idaho for thanks giving  (olympia wa to coeur d' alene id),olympic,http://olympic.craigslist.org/rid/3401427742.html,"i will help pay for gas to get from olympia to coeur d alene idaho for anyone going that way im 24 and just trying to get there to spend thanks giving with my family contact me for more info 
i plan on trying to leave on the 11/21/12",2012-11-10T20:56:08-08:00,emailnotfound
