title,postingFrom,permalink,shortDescription,postingDate,mailToLink,driver,from,leaving,to
ride offered from lincoln to st. louis and back for thanksgiving,lincoln,http://lincoln.craigslist.org/rid/3414551273.html,"leaving lincoln wednesday afternoon and driving with my car to st. louis. leaving sunday mid-morning and returning to lincoln. 
please let me know if you'd like to share gas costs and conversation! my dog will be along, but i have a stationwagon so s [...]",2012-11-16T14:42:21-06:00,emailnotfound,TRUE,lincoln,2012-11-21T14:42:21-06:00,st.
lincoln to oma and oma to lincoln (lincoln),lincoln,http://lincoln.craigslist.org/rid/3414541436.html,"i am driving to oma from lincoln on 11/30 early morning and from oma to lincoln 12/11. 
looking for gas sharing, parking sharing. single trip is fine we can talk about the split.",2012-11-16T14:38:36-06:00,emailnotfound,TRUE,lincoln,2012-11-30T14:38:36-06:00,oma
chicago to nebraska (lincoln) - nov 18/19/20/21 (chicago westbound) (chicago nebraskabound),lincoln,http://lincoln.craigslist.org/rid/3398321784.html,"hello, 
i'm out east visiting a friend and need to get back to nebraska. i'd be flying into chicago on the 18/19, preferably the 19th, but i could do the 18th. if you weren't leaving until the 20/21, i could stay with a friend until then, but i would [...]",2012-11-16T12:49:11-06:00,emailnotfound,TRUE,lincoln,2012-18-19T12:49:11-06:00,nebraska
"wanted ride to ames, iowa (lincoln to iowa)",lincoln,http://lincoln.craigslist.org/rid/3366379247.html,"does anyone happen to drive to ames iowa on sundays 11/25 or 12/2 or monday mornings? if so, i'd like to catch a ride for one person (no luggage, easygoing) and willing to pay for gas. thanks!",2012-11-14T08:50:46-06:00,emailnotfound,TRUE,lincoln,2012-11-25T08:50:46-06:00,ames
"ride offered nov 20, 2012 : lincoln to omaha (omh, des monies, chicago, indy, columbus)",lincoln,http://lincoln.craigslist.org/rid/3404280726.html,"i'll be driving from columbus to lincoln nebraska on tuesday nov 20, 2012 and looking for someone to split the cost. 
let me know if you need a possible ride to lincoln or some other city along the way, choices include but not limited to: 
*indianapo [...]",2012-11-12T10:37:55-06:00,emailnotfound,TRUE,lincoln,2012-11-20T10:37:55-06:00,omaha
lincoln to denver asap (lincoln),lincoln,http://lincoln.craigslist.org/rid/3399432826.html,needing ride to denver from lincoln hopefully before the snow comes on sunday. may be a long shot and dont have much of anything included money....so as cheap as possible. please text me at 720-256-7923 thanks!!,2012-11-10T03:02:59-06:00,emailnotfound,FALSE,lincoln,2012-11-10T03:02:59-06:00,denver
ride offered11/11 lincoln to portland,lincoln,http://lincoln.craigslist.org/rid/3383976966.html,"ride offered 11/11 lincoln to portland. 
cost is $120 = 1/2 of gas 
call 850-866-9040",2012-11-06T11:37:51-06:00,emailnotfound,TRUE,lincoln,2012-11-11T11:37:51-06:00,portland
ride offered to texas or in between (lincoln),lincoln,http://lincoln.craigslist.org/rid/3381800431.html,leaving on the 15th coming back on the 20th. looking to split gas. ,2012-11-02T12:22:55-05:00,emailnotfound,TRUE,lincoln,2012-11-15T12:22:55-05:00,texas
ride offered to denver on nov 2nd ,lincoln,http://lincoln.craigslist.org/rid/3380626221.html,i will be driving through lincoln tomorrow on my way to denver. have space for 1 rider. looking for help with gas $ and driving. i would be willing to go through cheyenne if that is your destination. please email me with info about yourself and a pho [...],2012-11-01T20:51:53-05:00,emailnotfound,TRUE,lincoln,2012-11-01T20:51:53-05:00,denver
"ride offered nov. 5th: cheyenne, wy to st joe, mo and points between (i-80 heading east)",lincoln,http://lincoln.craigslist.org/rid/3368829470.html,"on monday afternoon, nov 5th, i will be driving east on i-80 through nebraska to lincoln across highway 2 and down to st. joseph, mo then east on 36. if you need a ride and are willing to share fuel costs in a small car, send me an email. non-smokers [...]",2012-10-27T13:01:54-05:00,emailnotfound,TRUE,lincoln,2012-11-05T13:01:54-05:00,st
"ride offered:  omaha, ne to monroe, la and points between (ne to la)",lincoln,http://lincoln.craigslist.org/rid/3367096837.html,"i am leaving saturday morning from greenwood, ne to west monroe, la. i am offering a ride to split costs of travel. i will be pulling a small trailer so i can likely take items as well. i have a small, friendly dog that will be accompanying me. i als [...]",2012-10-26T16:04:10-05:00,emailnotfound,TRUE,lincoln,2012-10-29T16:04:10-05:00,monroe
need a ride to oakland ca!  (lincoln to oakland ca.),lincoln,http://lincoln.craigslist.org/rid/3366414460.html,"moving to oakland ca asap!!! 
i have to tow my small car and fill it, as well as the back of your truck or suv. i will pay the gas out to oakland as well as kicking you down some extra. 
i have aprox. 25 medium size boxes, car and me. recent death in [...]",2012-10-26T11:37:56-05:00,emailnotfound,FALSE,lincoln,2012-10-26T11:37:56-05:00,oakland
"offering ride to lincoln, ne from north side chicago tonight 10/19  (north side chicago)",lincoln,http://lincoln.craigslist.org/rid/3349697493.html,"i am a male traveling from north side chicago and i plan on leaving around 8pm for lincoln, ne and can drop you off anywhere along the way on i-80. i will do all the driving, just asking everybody to pay their share for gas. can accomodate up to 3 pa [...]",2012-10-19T08:55:02-05:00,emailnotfound,TRUE,lincoln,2012-10-19T08:55:02-05:00,lincoln
need ride to grand island today (lincoln),lincoln,http://lincoln.craigslist.org/rid/3329123371.html,"need to get to gi today to see mom, can provide gas money im 24, male, chill and a good guy",2012-10-10T10:38:49-05:00,emailnotfound,FALSE,lincoln,2012-10-10T10:38:49-05:00,grand
lincoln to chicago (stick shift drivers) (downtown chicago),lincoln,http://lincoln.craigslist.org/rid/3319417942.html,"hi, im driving to chicago tonight or possibly tomorrow am to chicago. i would like someone to help pitch in on gas. i have a stick shift car and don't know how comfortable i would be in having someone else drive unless they were a confident stick shi [...]",2012-10-05T19:46:27-05:00,emailnotfound,TRUE,lincoln,2012-10-05T19:46:27-05:00,chicago
