title,postingFrom,permalink,shortDescription,postingDate,mailToLink,driver,from,leaving,to
"ride needed, from college station to austin on dec 4 (college station)",collegestation,http://collegestation.craigslist.org/rid/3416060556.html,"i am looking for a ride from college station to austin on dec 4. my flight is 5:00pm. so as long as we can arrive austin before 3:00pm, the leaving time is fine for me. 
really appreciate for the help, i will share the gas.",2012-11-17T09:32:32-06:00,emailnotfound,FALSE,collegestation,2012-12-04T09:32:32-06:00,austin
anyone driving to or through corpus christi? (bryan),collegestation,http://collegestation.craigslist.org/rid/3380740496.html,"i'm looking for a ride from bryan to corpus christi, preferably leaving this coming tuesday, 11/20, and returning the following sunday, but my schedule can be flexible. 
i'll gladly chip in for gas/road snacks, too, of course. just send me an e-mail  [...]",2012-11-17T09:23:43-06:00,emailnotfound,TRUE,collegestation,2012-11-20T09:23:43-06:00,or
ride needed from cs to austin saturday 11/17 (college station),collegestation,http://collegestation.craigslist.org/rid/3415464841.html,"i need a ride to austin to be dropped off at highland mall on saturday 11/17. i hope to get there by 3-4pm if possible. 
call me at 281.990.5797 or reply to post. thanks.",2012-11-16T22:49:45-06:00,emailnotfound,FALSE,collegestation,2012-11-17T22:49:45-06:00,austin
ride offered - college station to dallas on wed 11/21 (college station),collegestation,http://collegestation.craigslist.org/rid/3413147918.html,"i'm offering a ride from college station to dallas. 
leaving november 21st. contact me on zimride: http://www.zimride.com/ride/share?ride=536380 ",2012-11-15T23:31:29-06:00,emailnotfound,TRUE,collegestation,2012-11-21T23:31:29-06:00,dallas
"offering ride to waco friday, november 16 (college station)",collegestation,http://collegestation.craigslist.org/rid/3385708797.html,"i am offering a ride to waco. 
leaving friday november 16 about 8:00am. 
getting back to cs friday, november 16 about 9:00pm.",2012-11-15T22:41:34-06:00,emailnotfound,TRUE,collegestation,2012-11-16T22:41:34-06:00,waco
ride offered - college station to austin on fri 11/16 (college station),collegestation,http://collegestation.craigslist.org/rid/3412464666.html,"i'm offering a ride from college station to austin. 
leaving november 16th. contact me on zimride: http://www.zimride.com/ride/share?ride=535572 ",2012-11-15T16:50:49-06:00,emailnotfound,TRUE,collegestation,2012-11-16T16:50:49-06:00,austin
ride offered - cs to dallas/plano/mckinney 11/16 (cs),collegestation,http://collegestation.craigslist.org/rid/3411455523.html,"hello, i'm offering a ride to dallas on fri (11/16). one way or round trip. i go up on 45 and join 75 to downtown dallas. 
i can drop off on mockingbird ln, or all the way up to mckinney. 
please email me. i'm taking off on fri in the morning (latest [...]",2012-11-15T10:12:55-06:00,emailnotfound,TRUE,collegestation,2012-11-16T10:12:55-06:00,dallas/plano/mckinney
ride offered - college station to austin on sat 11/17 (college station),collegestation,http://collegestation.craigslist.org/rid/3410404800.html,"i'm offering a ride from college station to austin. 
leaving november 17th. contact me on zimride: http://www.zimride.com/ride/share?ride=530224 ",2012-11-14T18:46:02-06:00,emailnotfound,TRUE,collegestation,2012-11-17T18:46:02-06:00,austin
ride offered - college station to killeen on tue 11/20 (college station),collegestation,http://collegestation.craigslist.org/rid/3410401005.html,"i'm offering a ride from college station to killeen. 
leaving november 20th. contact me on zimride: http://www.zimride.com/ride/share?ride=533005 ",2012-11-14T18:44:01-06:00,emailnotfound,TRUE,collegestation,2012-11-20T18:44:01-06:00,killeen
ride offered - college station to fort worth on thu 12/13 (college station),collegestation,http://collegestation.craigslist.org/rid/3405146146.html,"i'm offering a ride from college station to fort worth. 
leaving december 13th returning january 8th. contact me on zimride: http://www.zimride.com/ride/share?ride=527966 or contact me at: pcipriano@hotmail.com",2012-11-12T15:39:12-06:00,emailnotfound,TRUE,collegestation,2012-12-13T15:39:12-06:00,fort
ride needed for two from college station to houston and back (united states),collegestation,http://collegestation.craigslist.org/rid/3404885476.html,"howdy, 
i need ride for two(me and my friend) from college station to houston on friday nov 16,2012 sometime in morning( we have a exam at 12:30 pm so has to leave around 10 am from cs) and back to cs anytime between 4-10 pm. please let me know if yo [...]",2012-11-12T14:04:22-06:00,emailnotfound,FALSE,collegestation,2012-11-16T14:04:22-06:00,houston
ride needed: college station to dallas (any dates near thanksgiving) (college station),collegestation,http://collegestation.craigslist.org/rid/3400845335.html,"the title pretty much says it all. i need to get to dallas anytime over thanksgiving weekend. (thursday-sunday). i don't have a specific date or time i need to be there, i just want a chance to see my family over the holiday. i will not need a ride b [...]",2012-11-10T16:28:45-06:00,emailnotfound,FALSE,collegestation,2012-11-15T16:28:45-06:00,dallas
ride needed - college station to houston hobby (hou) airport on thu 12/13 (college station),collegestation,http://collegestation.craigslist.org/rid/3395280237.html,"i'm looking for a ride from college station to houston hobby (hou) airport. 
leaving december 13th. i am going to the hobby airport to catch my flight at 11:05 am on dec, 13th. i am on the waiting list of the shuttle, but i'm worried that it is alrea [...]",2012-11-08T10:31:15-06:00,emailnotfound,FALSE,collegestation,2012-12-13T10:31:15-06:00,houston
ride needed - college station to houston on mon 11/12 (college station),collegestation,http://collegestation.craigslist.org/rid/3394995377.html,"i'm looking for a ride from college station to houston. 
leaving november 12th returning november 12th. contact me on zimride: http://www.zimride.com/ride/share?ride=521868 ",2012-11-08T08:30:10-06:00,emailnotfound,TRUE,collegestation,2012-11-12T08:30:10-06:00,houston
ride offered - college station to addison on fri 11/9 (college station),collegestation,http://collegestation.craigslist.org/rid/3392158623.html,"i'm offering a ride from college station to addison. 
leaving november 9th. -dodge dakota pickup -i can carry plenty of extra luggage, it fits - it ships! -no a/c. sorry, but it doesn't work. heater (now that it's cooling down) works great! if the we [...]",2012-11-06T22:54:29-06:00,emailnotfound,TRUE,collegestation,2012-11-09T22:54:29-06:00,addison
ride offered - college station to houston on wed 11/7 (college station),collegestation,http://collegestation.craigslist.org/rid/3387570749.html,"i'm offering a ride from college station to houston. 
leaving november 7th returning november 7th. contact me on zimride: http://www.zimride.com/ride/share?ride=517304 ",2012-11-05T03:30:45-06:00,emailnotfound,TRUE,collegestation,2012-11-07T03:30:45-06:00,houston
ride needed - college station to austin on sun 11/4 (college station),collegestation,http://collegestation.craigslist.org/rid/3382326304.html,"i'm looking for a ride from college station to austin. 
leaving november 4th. contact me on zimride: http://www.zimride.com/ride/share?ride=515103 ",2012-11-02T15:43:27-05:00,emailnotfound,TRUE,collegestation,2012-11-04T15:43:27-05:00,austin
cs to florida,collegestation,http://collegestation.craigslist.org/rid/3381854749.html,"leaving college station for south florida sometime around the 10th of november. can stop anywhere along i10 or i75 as far south as ocala. don't need help driving, will split gas as far as you are going. departure date flexible. no pets, smokers.",2012-11-02T12:42:42-05:00,emailnotfound,TRUE,collegestation,2012-11-10T12:42:42-05:00,florida
ride needed 11/2 (college station to austin),collegestation,http://collegestation.craigslist.org/rid/3377231624.html,"i need a ride to austin on friday, 11/2 at any time after 3pm. i will split gas costs. i am a female veterinary student. ",2012-10-31T11:44:52-05:00,emailnotfound,FALSE,collegestation,2012-11-02T11:44:52-05:00,austin
