title,postingFrom,permalink,shortDescription,postingDate,mailToLink,driver,from,leaving,to
looking to find someone who is driving down to miami  (southside jax  to miami),jacksonville,http://jacksonville.craigslist.org/rid/3414726327.html,"hi looking to find someone that's going to miami for the holidays in the next couple of days i have a military bag and a scuba bag and gas money hoping to leave this monday but if before that's cool too , otherwise i will be taking amtrak let me know [...]",2012-11-16T16:52:53-05:00,emailnotfound,FALSE,jacksonville,2012-11-19T16:52:53-05:00,find
florida to pa in the next couple weeks (florida),jacksonville,http://jacksonville.craigslist.org/rid/3414126472.html,i'll be heading up to pennsylvania in the next couple weeks. i'm taking i75 and i95. i'll have a 10 foot moving truck but my stuff too so no furniture or beds. if it's just you and a few bags or boxes thats ok. you are responsible for gas money. $150 [...],2012-11-16T13:03:57-05:00,emailnotfound,TRUE,jacksonville,2012-11-19T13:03:57-05:00,pa
heading to nyc (st aug),jacksonville,http://jacksonville.craigslist.org/rid/3411121394.html,"i am heading to nyc next week. i am looking for a (hopefully) sane person to share gas expenses with. i am leaving, probably, on the 20th and will return after thanksgiving. i am looking for some one that needs a ride up. coming back is still up in t [...]",2012-11-15T08:07:59-05:00,emailnotfound,FALSE,jacksonville,2012-11-20T08:07:59-05:00,nyc
jax to dc this thursday (northbound),jacksonville,http://jacksonville.craigslist.org/rid/3408803854.html,"hi all, i'm driving to washington dc this thursday and have room for one or two people. leaving from tallahassee at 4pm and driving through jacksonville and then all night to dc. email if you need a ride. no smoking in the car, but we can stop. gas m [...]",2012-11-14T08:39:26-05:00,emailnotfound,TRUE,jacksonville,2012-11-15T08:39:26-05:00,dc
"ride offered from jacksonville to miami, fl along the i-10 (jacksonville to miami)",jacksonville,http://jacksonville.craigslist.org/rid/3408422666.html,"i'm gonna take a road trip from jacksonville to miami around november 19th (give or take a few days), in my minivan. if you, your pet, or your stuff need a ride anywhere on the way i'd gladly try to accomodate the offer if you are trustworthy, easy t [...]",2012-11-13T23:48:45-05:00,emailnotfound,TRUE,jacksonville,2012-11-19T23:48:45-05:00,miami
looking for ride to swfl (fort myers) (downtown jacksonville to swfl),jacksonville,http://jacksonville.craigslist.org/rid/3405874103.html,"i'm looking for a rideshare to the fort myers area, any possible time in the near future. i'm somewhat broke but i will pay what i can in gas money. 
i'm young, laid back, so if you're headed to the southwest florida area, please let me know! reply a [...]",2012-11-12T22:30:40-05:00,emailnotfound,FALSE,jacksonville,2012-11-12T22:30:40-05:00,swfl
mon 11/12 jacksonville to atlanta bus ticket (can email ),jacksonville,http://jacksonville.craigslist.org/rid/3399055852.html,"jacksonville fl to atlanta ga 
bus ticket 
safe secure and easy for you. 
leaves downtown jacksonville 
11/12 this monday morning 10 am 
arrives downtown atlanta 4 pm 
you can easily take city bus and sky way to catch the bus in jax 
and marta trains [...]",2012-11-09T21:30:10-05:00,emailnotfound,TRUE,jacksonville,2012-11-12T21:30:10-05:00,atlanta
need furniture move jacksonville to tampa bay (11/12/12),jacksonville,http://jacksonville.craigslist.org/rid/3396717485.html,"i have a sofa set and coffee table to move from fleming island to st. petersburg fl. this weekend before 11/12/12 
call or text , no email: justin @ 917.497.4405",2012-11-08T21:49:34-05:00,emailnotfound,TRUE,jacksonville,2012-11-12T21:49:34-05:00,tampa
rideshare to nyc (nyc),jacksonville,http://jacksonville.craigslist.org/rid/3395559004.html,"hello, my name is jorge. i will be renting a vehicle to make a trip up to nyc hoping to leave asap. i'm looking for 2-3 passengers to help with cost of gas/tolls along the way. i would like to drive all the way through and can drop you off if it's cl [...]",2012-11-08T13:12:15-05:00,emailnotfound,TRUE,jacksonville,2012-11-08T13:12:15-05:00,nyc
i am in need of a ride to broward county please! (west side jacksonville),jacksonville,http://jacksonville.craigslist.org/rid/3386228946.html,"i am in need of a ride to broward county sout i-95 today or tommorrow, if you are going that way, please let me know. i am not a weirdo or strange person and good to talk to to make the time go by quicker. i have to get there for a job in fort lauder [...]",2012-11-07T11:29:53-05:00,emailnotfound,FALSE,jacksonville,2012-11-07T11:29:53-05:00,broward
j'ville north to new jersy today (j'ville),jacksonville,http://jacksonville.craigslist.org/rid/3392542968.html,"will be passing through jacksonville about noon today, roomm for one passenger...share gas. tolls, driving. call my cell asap to arrange pick=up 802-342-1692",2012-11-07T08:45:04-05:00,emailnotfound,TRUE,jacksonville,2012-11-07T08:45:04-05:00,new
need ride to go vote at 2p- arlington (townsend blvd) (arlington),jacksonville,http://jacksonville.craigslist.org/rid/3390782916.html,"i need a ride, car broke down and i need to ride to the polls with someone. we stand in line together & make a new friend.. 
no talking party affiliates! ",2012-11-06T12:43:17-05:00,emailnotfound,TRUE,jacksonville,2012-11-09T12:43:17-05:00,go
ride offered north from so fl (ftl to sc),jacksonville,http://jacksonville.craigslist.org/rid/3387113321.html,"leaving tues or wed. have some room if you have gas money, are not a psycho and are reasonably hygenic. leave some info",2012-11-04T20:46:13-05:00,emailnotfound,TRUE,jacksonville,2012-11-05T20:46:13-05:00,sc
