title,postingFrom,permalink,shortDescription,postingDate,mailToLink,driver,from,leaving,to
"headed to orange county, ca (okc)",oklahomacity,http://oklahomacity.craigslist.org/rid/3415443203.html,"driving back to the oc after spending thanksgiving with the folks. i have room for only 1 person to keep me company in my lexus sc 430. leave saturday, nov 24. spend night in albuquerque and be in cali sunday evening. respond to this if interested. ",2012-11-16T22:31:24-06:00,emailnotfound,TRUE,oklahomacity,2012-11-24T22:31:24-06:00,orange
"okcity to colorado springs (okcity,ok)",oklahomacity,http://oklahomacity.craigslist.org/rid/3415388174.html,im driving thru tomorrow and to colorado spring dont wanna make the drive alone its a long boring drive to make with love some company if you need a drive that way.,2012-11-16T21:48:00-06:00,emailnotfound,TRUE,oklahomacity,2012-11-16T21:48:00-06:00,colorado
big truck to colo this weekend (grand junction co),oklahomacity,http://oklahomacity.craigslist.org/rid/3414100962.html,on my way to grand junction co.. for monday.. out of okc.. can drop u off anywhere along the way..11/17,2012-11-16T11:54:38-06:00,emailnotfound,TRUE,oklahomacity,2012-11-17T11:54:38-06:00,colo
ponca city to phoenix (anywhere),oklahomacity,http://oklahomacity.craigslist.org/rid/3411690566.html,disabeled female looking to share expenses and driving to the phoenix area for christmas! if you are planning a trip to the phoenix area anytime between the 10th of december or later and returning after christmas i would really like to spend the holi [...],2012-11-15T11:42:08-06:00,emailnotfound,TRUE,oklahomacity,2012-11-10T11:42:08-06:00,phoenix
"ride offer: okc to indianapolis, in",oklahomacity,http://oklahomacity.craigslist.org/rid/3404700775.html,my friend and i are driving up to indiana on the day after thanksgiving. we'd like to offer a ride to someone who'd be willing to help with gas. we will be driving a 2005 hyundai accent which gets really good miles per gallon. let us know if you need [...],2012-11-12T13:00:18-06:00,emailnotfound,FALSE,oklahomacity,2012-11-16T13:00:18-06:00,indianapolis
okc to dallas (dfw),oklahomacity,http://oklahomacity.craigslist.org/rid/3403481034.html,driving to dvw airport monday the 19th leaving am......smoker....,2012-11-11T22:48:28-06:00,emailnotfound,TRUE,oklahomacity,2012-11-19T22:48:28-06:00,dallas
"ride offer: oklahoma city to ar, tn, nc (towards asheville nc)",oklahomacity,http://oklahomacity.craigslist.org/rid/3402031461.html,"hi there road warriors! 
i am leaving oaklahoma city the morning of the 13th. i can drop you anywhere along the way. if you want to stay on for the whole ride you need to have money to pitch for your own hotel room overnight. i'll see how far we can  [...]",2012-11-11T10:03:55-06:00,emailnotfound,TRUE,oklahomacity,2012-11-13T10:03:55-06:00,ar
ride offered to houston or in between,oklahomacity,http://oklahomacity.craigslist.org/rid/3393651443.html,going to be coming from nebraska passing through on my way to houston on wed the 14th. if interested let me know.,2012-11-07T15:06:38-06:00,emailnotfound,TRUE,oklahomacity,2012-11-14T15:06:38-06:00,houston
ride offer to iowa (norman/okc-dsm),oklahomacity,http://oklahomacity.craigslist.org/rid/3392240009.html,"ride offered to des moines iowa from norman/oklahoma city on 8/11. i can drop you anywhere in between. i'm also expecting you to be a solid driver. 
email back if interested ",2012-11-07T00:22:15-06:00,emailnotfound,TRUE,oklahomacity,2012-08-11T00:22:15-06:00,iowa
ride needed from norman/okc to tulsa 11/8 (norman),oklahomacity,http://oklahomacity.craigslist.org/rid/3392149282.html,"i need a ride from norman/okc to tulsa this thursday, november 8, anytime. i can offer gas money or i can drive. 
thank you 
ellen",2012-11-06T22:45:38-06:00,emailnotfound,FALSE,oklahomacity,2012-11-08T22:45:38-06:00,tulsa
need a ride to arizona asap,oklahomacity,http://oklahomacity.craigslist.org/rid/3382867916.html,my boyfriend and i need a ride to arizona asap! if you are going that way and can help replay to post,2012-11-02T20:06:35-05:00,emailnotfound,FALSE,oklahomacity,2012-11-02T20:06:35-05:00,arizona
ride offered 11/12 oklahoma city to denver,oklahomacity,http://oklahomacity.craigslist.org/rid/3373656387.html,"11/12 ride offered from oklahoma city to denver 
cost is $50 = 1/2 of gas expense 
please call or text me @ 850-866-9040",2012-11-02T16:56:06-05:00,emailnotfound,TRUE,oklahomacity,2012-11-12T16:56:06-05:00,denver
i35 okc to ict (north okc),oklahomacity,http://oklahomacity.craigslist.org/rid/3376216561.html,"i drive to wichita, ks 3 times a week from north okc. monday, wednesdays, and fridays (normally) i drive there for two days and then drive back and stay for two days, then back to wichita for two days and back, etc. if you need a ride to or from wich [...]",2012-10-30T21:17:41-05:00,emailnotfound,TRUE,oklahomacity,2012-10-36T21:17:41-05:00,ict
