title,postingFrom,permalink,shortDescription,postingDate,mailToLink,driver,from,leaving,to
need a ride to arizona (from n. dakota),flagstaff,http://flagstaff.craigslist.org/rid/3417708523.html,"looking to leave north dakota (jamestown, but i can get to you....) this week...preferably asap. will share gas costs. just me and my clothes need to get home stat...need a ride to arizona or as close to there as you are going???",2012-11-17T22:19:34-07:00,emailnotfound,FALSE,flagstaff,2012-11-17T22:19:34-07:00,arizona
arizona to new york/ n.h. (az- ny),flagstaff,http://flagstaff.craigslist.org/rid/3417570317.html,"i am heading to new york, then new hampshire for the holiday. can be in new york for thanksgiving feast and then in new hamoshire on friday the 23rd 
dringing pickup from flagstaff to ny with dog and some bags. good amount of space for other bags/ do [...]",2012-11-17T20:19:23-07:00,emailnotfound,TRUE,flagstaff,2012-11-23T20:19:23-07:00,new
ride needed: flagstaff to sky harbor 11/20 (flagstaff),flagstaff,http://flagstaff.craigslist.org/rid/3417431348.html,"looking for a ride share to sky harbor. i'm 24, male, looking for a ride to sky harbor airport on tuesday 11/20. my flight leaves at 3:30 so if you can get me there any time before 2:30 i'm in! will help pay for gas. ",2012-11-17T18:42:59-07:00,emailnotfound,FALSE,flagstaff,2012-11-20T18:42:59-07:00,sky
ride available today from flagstaf to sac/reno/tahoe area (reno/tahoe/sac),flagstaff,http://flagstaff.craigslist.org/rid/3416378543.html,"hello i am leaving flagstaff sometime today to go to south lake tahoe . i can go through sacramento or reno, very flexible. i am in need of a few bucks for gas money. my name is joe winters. please call asap if interested 530-307-1565",2012-11-17T10:40:40-07:00,emailnotfound,TRUE,flagstaff,2012-11-17T10:40:40-07:00,sac/reno/tahoe
"ride needed, 11/20 (flg to phx)",flagstaff,http://flagstaff.craigslist.org/rid/3415227840.html,"hey, i need a ride from flg to phx on tuesday, 11/20. anything until 3pm would be great.",2012-11-16T18:59:58-07:00,emailnotfound,FALSE,flagstaff,2012-11-20T18:59:58-07:00,phx
ride offered - flagstaff to harrison on thu 11/29 (flagstaff),flagstaff,http://flagstaff.craigslist.org/rid/3415119912.html,"i'm offering a ride from flagstaff to harrison. 
leaving november 29th. stopping by albuquerque and oklahoma city on the way. contact me on zimride: http://www.zimride.com/ride/share?ride=527803 ",2012-11-16T17:58:44-07:00,emailnotfound,TRUE,flagstaff,2012-11-29T17:58:44-07:00,harrison
rideshare from phx-skyharbor to sedona/voc (sky harbor),flagstaff,http://flagstaff.craigslist.org/rid/3414816357.html,"hi im shaun, i will be in phoenix on december 3rd, looking for a ride to the village of oak creek, verde valley rd. i can pay up to $30 or a small tattoo. here is a link to my portfolio&gt; http://www.facebook.com/dawgzhaustattooz 
if you're interest [...]",2012-11-16T15:31:15-07:00,emailnotfound,TRUE,flagstaff,2012-12-03T15:31:15-07:00,sedona/voc
rider to phx tuesday offered (u 2 nau) (flagstaff),flagstaff,http://flagstaff.craigslist.org/rid/3414467147.html,"thats right a comfortable ride down to phx & enviorns, tuesday morning about 830. get home for the holidays directly & more economically than the commercial shuttles or bus. ive offered this ride weekly for over 2 years. only 3 seats avail & they wil [...]",2012-11-16T13:09:56-07:00,emailnotfound,TRUE,flagstaff,2012-11-20T13:09:56-07:00,phx
ride to sky harbor available sun pm (flag to phoenix),flagstaff,http://flagstaff.craigslist.org/rid/3413693486.html,"we are driving down sunday and should get to sky harbor area around dinner time. not going directly to airport but can drop one passenger off at terminal. must be non-smoker, respectful and polite. can discuss gas contribution. can fit smallish amoun [...]",2012-11-16T08:18:41-07:00,emailnotfound,TRUE,flagstaff,2012-11-18T08:18:41-07:00,sky
driving from fl to ca tonight in truck for you or your stuff sat 17th (from naples to los angeles),flagstaff,http://flagstaff.craigslist.org/rid/3382431375.html,"hi... 
hubby is returning back to los angeles from naples florida leaving tonight, saturday 17th at about 5-6ish pm est. 
feel free and give me a call (much better than email and txt) to touch base if interested in a ride for you or ""stuff"" transport [...]",2012-11-16T05:43:16-07:00,emailnotfound,FALSE,flagstaff,2012-11-17T05:43:16-07:00,ca
need ride flagstaff to phoenix (flagstaff),flagstaff,http://flagstaff.craigslist.org/rid/3412904756.html,"hello, i'm looking for a ride to phoenix on monday 11/19. anytime works for me, i can pitch in for gas and tell you some crazy stories. i'm 27 as well not some creepy old guy. 
call bryan 406 871 9211",2012-11-15T19:37:43-07:00,emailnotfound,FALSE,flagstaff,2012-11-19T19:37:43-07:00,phoenix
flagstaff to san diego or nearby (flag to so cal),flagstaff,http://flagstaff.craigslist.org/rid/3410908018.html,"im looking for a ride from flagstaff to san diego or nearby on wednesday(day b4 thanksgiving) 
nau student trying to get home for a few days..gas money",2012-11-14T23:53:45-07:00,emailnotfound,FALSE,flagstaff,2012-11-19T23:53:45-07:00,san
ride needed - flagstaff to jackson on sat 12/1 (flagstaff),flagstaff,http://flagstaff.craigslist.org/rid/3410423881.html,"i'm looking for a ride from flagstaff to jackson. 
leaving december 1st returning december 1st. contact me on zimride: http://www.zimride.com/ride/share?ride=533067 ",2012-11-14T17:56:07-07:00,emailnotfound,TRUE,flagstaff,2012-12-01T17:56:07-07:00,jackson
ride going to oklahoma from flagstaff (flagstaff),flagstaff,http://flagstaff.craigslist.org/rid/3410191910.html,"i plan to leave saturday morning 11-17-12. i have plenty of room. give me a call 
sheila 310-804-1414 ",2012-11-14T16:02:47-07:00,emailnotfound,TRUE,flagstaff,2012-11-17T16:02:47-07:00,oklahoma
12/15: ride offer to sf/bay area for you and your stuff! (flagstaff to san francisco/bay area),flagstaff,http://flagstaff.craigslist.org/rid/3409087646.html,my husband and i are moving to the bay area on saturday december 15th. we are driving both a 16' moving truck and our own car and have room for passengers. we also have room extra space in the truck for some stuff if you need anything moved. we are h [...],2012-11-14T09:01:55-07:00,emailnotfound,TRUE,flagstaff,2012-12-15T09:01:55-07:00,sf/bay
"ride offered from flagstaff to albuquerque to miami, fl (flagstaff to miami, fl)",flagstaff,http://flagstaff.craigslist.org/rid/3408428794.html,"i'm gonna take a road trip from flagstaff to miami around november 17th (give or take a few days), in my minivan. if you, your pet, or your stuff need a ride anywhere on the way i'd gladly try to accomodate the offer if you are trustworthy, easy to g [...]",2012-11-13T21:54:00-07:00,emailnotfound,TRUE,flagstaff,2012-11-17T21:54:00-07:00,albuquerque
nau dad needs a ride home to tucson,flagstaff,http://flagstaff.craigslist.org/rid/3407027167.html,"dropped off a car to my daughter and now need to get back to the old pueblo, preferably foothills area, (river & campbell. anytime wednesday or thursday am. will help with gas or driving, good conversation, well groomed normal person. thanks, tom.",2012-11-13T11:08:08-07:00,emailnotfound,FALSE,flagstaff,2012-11-14T11:08:08-07:00,tucson
