title,postingFrom,permalink,shortDescription,postingDate,mailToLink,driver,from,leaving,to
metro detroit to chicago (metro det. to chicago),detroit,http://detroit.craigslist.org/mcb/rid/3402496489.html,"leaving to st clair shores area aprox 1-2pm, heading to chicago area. can/will take i-94 or 696,&gt; 294 . m-14 and back to i-94,, plan on taking 294 to my destination in chicago, but can take another route. 586-405-7540 ",2012-11-11T14:36:32-05:00,emailnotfound,TRUE,detroit,2012-04-01T14:36:32-05:00,chicago
going to california or other western state?,detroit,http://detroit.craigslist.org/wyn/rid/3400496712.html,"i have a small (5' x 8') covered trailer i would like towed to california (san francisco preferably). depending on your vehicle, i can probably cover most or all of the fuel cost of your trip. it is a newish wells cargo trailer and very roadworthy. p [...]",2012-11-10T14:50:58-05:00,emailnotfound,TRUE,detroit,2012-11-14T14:50:58-05:00,california
&gt;&gt; need driver to az &lt;&lt;  (detroit to az),detroit,http://detroit.craigslist.org/mcb/rid/3400209755.html,** call asap todd (586) 244-3949 leaving soon my suv you help with gas & lodging to az or somewhere close,2012-11-10T12:58:05-05:00,emailnotfound,TRUE,detroit,2012-11-10T12:58:05-05:00,az
seeking ride to california,detroit,http://detroit.craigslist.org/okl/rid/3399916738.html,my boyfriend and i are looking for a ride to california. we are able to split the cost of traveling.,2012-11-10T11:04:13-05:00,emailnotfound,FALSE,detroit,2012-11-16T11:04:13-05:00,california
i can drive your car or truck to fla. asap (west bloomfield),detroit,http://detroit.craigslist.org/okl/rid/3398696523.html,"i am looking to drive a car or truck to fla. i have a clean driving record, a cdl and medical card too. 248 252 0461 john",2012-11-09T18:11:54-05:00,emailnotfound,FALSE,detroit,2012-11-09T18:11:54-05:00,fla.
travel real far to any city or state for cheap look,detroit,http://detroit.craigslist.org/mcb/rid/3334765515.html,"*this is a limited time offer** 
we are a wholesale travel agency that specializes in providing the best price for travel on greyhound or amtrak we can get you or your friends tickets from and to any city in the country. so be sure to tell family and [...]",2012-11-03T09:27:45-04:00,emailnotfound,FALSE,detroit,2012-11-09T09:27:45-04:00,any
ride offered - detroit to new york on wed 11/21 (detroit),detroit,http://detroit.craigslist.org/mcb/rid/3382019340.html,"i'm offering a ride from detroit to new york. 
leaving november 21st returning november 25th. flexible on the timings. contact me on zimride: http://www.zimride.com/ride/share?ride=514753 ",2012-11-02T14:43:41-04:00,emailnotfound,TRUE,detroit,2012-11-21T14:43:41-04:00,new
need ride to milwaukee or close by.,detroit,http://detroit.craigslist.org/okl/rid/3381842732.html,"to arrive before monday, will meet you and can get picked up any where in the area. hoping you are already headed that way and i can contribute to gas fare. 
414 514 5424 text or call.",2012-11-02T13:38:27-04:00,emailnotfound,FALSE,detroit,2012-11-05T13:38:27-04:00,milwaukee
looking for a ride to tennessee (metro detroit),detroit,http://detroit.craigslist.org/okl/rid/3381396488.html,"hey there, 
my boyfriend and i are looking for a ride to livingston, tennessee. we are a quiet, young couple with a flexible schedule and money to split the cost of traveling. 
let us know if this interests you. 
kelsey and nathan ",2012-11-02T10:47:50-04:00,emailnotfound,FALSE,detroit,2012-11-05T10:47:50-04:00,tennessee
"seeking passenger fri. mi to wv (pontiac, mi)",detroit,http://detroit.craigslist.org/okl/rid/3379689938.html,"i am headed to wv to visit family. departing early friday 11/2. the route i am driving takes me from pontiac thru detroit, toledo, cleveland, youngstown pa, pittsburgh, morgantown wv, summersville wv, almost to charleston wv. gas should be about $70  [...]",2012-11-01T14:39:17-04:00,emailnotfound,TRUE,detroit,2012-11-02T14:39:17-04:00,wv
