title,postingFrom,permalink,shortDescription,postingDate,mailToLink,driver,from,leaving,to
seeking rideshare to las vegas end of november (2 riders) (colorado springs),cosprings,http://cosprings.craigslist.org/rid/3417185883.html,"two brothers seeking rideshare to las vegas for short trip with family. the exact dates are november 30 to december 3. 
can pitch in equal share of driving/ gas of course. 
let me know if you have something! thank you. 
-jeff 
two six nine 370 8178",2012-11-17T16:23:04-07:00,emailnotfound,TRUE,cosprings,2012-11-30T16:23:04-07:00,las
"driving from c/s to columbus, ohio on tues (c/s)",cosprings,http://cosprings.craigslist.org/rid/3417011533.html,"i will be driving to ohio on tues, if you may want to ride to somewhere along the way, or to ohio, and would be willing to help some with gas then let me know your plans. 
i am a white male and a good conversationalist, love listening to music.",2012-11-17T14:58:02-07:00,emailnotfound,FALSE,cosprings,2012-11-20T14:58:02-07:00,columbus
need ride from colo springs to dia on 11/26 (colo springs),cosprings,http://cosprings.craigslist.org/rid/3416522350.html,"i need a ride from colo springs to denver airport on monday--11/26. my flight departs at 4pm. i am fine being dropped off as early as necessary to get there. 
email or text me at five zero 5- two 5 zero-0 two five 0",2012-11-17T11:35:23-07:00,emailnotfound,FALSE,cosprings,2012-11-26T11:35:23-07:00,dia
driving from springs to vail tomorrow (saturday) (cos),cosprings,http://cosprings.craigslist.org/rid/3415491964.html,"im driving up to vail tomorrow. leaving cos around 3pm. i dont have too much room for luggage, but i can give a lift.",2012-11-16T22:13:49-07:00,emailnotfound,TRUE,cosprings,2012-11-16T22:13:49-07:00,vail
colorado springs to boulder  (just once a week),cosprings,http://cosprings.craigslist.org/rid/3414145952.html,"i live here in the springs and i go and see my daughter once a week in my days off usually i take off wednesday by 7 am and comeback thursday by 2 pm 
so this is my route 
i 25 to hwy 36 to north broadway and why 36 like you where gong to lyons 
i ca [...]",2012-11-16T11:10:54-07:00,emailnotfound,TRUE,cosprings,2012-11-21T11:10:54-07:00,boulder
moving to fairbanks  (colorado-alaska ),cosprings,http://cosprings.craigslist.org/rid/3413671471.html,"leaving in early december for fairbanks alaska, who wants to go? ride along good times good conversation maybe drive a little bit, asking for 100 to help cover has can take up to 3 with me, prefer other females, driving from colorado to alaska hopefu [...]",2012-11-16T08:08:42-07:00,emailnotfound,TRUE,cosprings,2012-11-17T08:08:42-07:00,fairbanks
moving to fairbanks  (colorado-alaska ),cosprings,http://cosprings.craigslist.org/rid/3413667188.html,"leaving in early december for fairbanks alaska, who wants to go? ride along good times good conversation maybe drive a little bit, asking for 100 to help cover has can take up to 3 with me, prefer other females, driving from colorado to alaska hopefu [...]",2012-11-16T08:06:43-07:00,emailnotfound,TRUE,cosprings,2012-11-17T08:06:43-07:00,fairbanks
rider to puerto vallarta (colorado springs),cosprings,http://cosprings.craigslist.org/rid/3398229700.html,"looking for someone to share gas expense to mexico. 
planning to leave around december 5th or so. 
crossing at nogales then follow the coast. ",2012-11-15T08:11:36-07:00,emailnotfound,TRUE,cosprings,2012-12-05T08:11:36-07:00,puerto
"colorado springs to boise, nampa, caldwell area have room to haul (colorado springs)",cosprings,http://cosprings.craigslist.org/rid/3411035541.html,we are in the colorado springs area and will be returning to ontario area the nov. 25 or 26 can stop anywhere along the way have room in the back of my pickup to carry boxes or what ever. it has a shell on it so stuff will stay dry. tell me what you  [...],2012-11-15T04:11:59-07:00,emailnotfound,TRUE,cosprings,2012-11-25T04:11:59-07:00,boise
transport two boxes to breckenridge of household goods (colorado springs),cosprings,http://cosprings.craigslist.org/rid/3402469869.html,need two 18 inch cube boxes of household things taken to son in breckenridge monday the 12th or tuesday 13th. will help pay for gas.,2012-11-11T12:24:35-07:00,emailnotfound,TRUE,cosprings,2012-11-12T12:24:35-07:00,breckenridge
