title,postingFrom,permalink,shortDescription,postingDate,mailToLink,driver,from,leaving,to
need a ride from triad area to dc area  (kernersville),winstonsalem,http://winstonsalem.craigslist.org/rid/3414862314.html,senior lady looking for just a ride to her daughter's near dc - this sunday or monday nov. 18 or 19th. will pay for gas. ,2012-11-16T17:51:29-05:00,emailnotfound,FALSE,winstonsalem,2012-11-18T17:51:29-05:00,dc
ride offered - high point to atlanta on wed 11/14 @ 8pm (high point),winstonsalem,http://winstonsalem.craigslist.org/rid/3371867832.html,"i drive a nice gas efficient 09' honda civic and it is in excellent running, driving & traveling condition. if anyone is looking to pitch in on gas for a ride up to high point nc or anywhere you'd like to be dropped off along the way you are welcome  [...]",2012-11-16T11:09:53-05:00,emailnotfound,TRUE,winstonsalem,2012-11-14T11:09:53-05:00,atlanta
"winston-salem to syracuse, ny (november 16)",winstonsalem,http://winstonsalem.craigslist.org/rid/3412959472.html,heading out november 16. leaving winston-salem around 11am. route 81n almost all of the way. you have about 13 hours before i leave. only awesome people.,2012-11-15T22:11:29-05:00,emailnotfound,TRUE,winstonsalem,2012-11-16T22:11:29-05:00,syracuse
need a ride to lexington from kernersville  (kernersville to lexington),winstonsalem,http://winstonsalem.craigslist.org/rid/3409970777.html,"in need of a ride from kernersville to lexington thursday and friday of this week, then monday through friday of next week. please contact me asap if you are willing and able to help me. thanks so much!! ",2012-11-14T16:29:00-05:00,emailnotfound,FALSE,winstonsalem,2012-11-14T16:29:00-05:00,lexington
11/1-11/5u.p. michigan to north carolina via pennsylvania and back  (mi - nc and everywhere in between),winstonsalem,http://winstonsalem.craigslist.org/rid/3373506304.html,"hey, 
i am going on a long road-trip to go vote and see family in fayetteville, nc this weekend. i will be leaving houghton thursday at around 5pm. i hope to make it to somewhere in pennsylvania by the morning where i will pick up another driver to f [...]",2012-10-29T18:21:55-04:00,emailnotfound,TRUE,winstonsalem,2012-11-01T18:21:55-04:00,north
advance to clemmons (advance),winstonsalem,http://winstonsalem.craigslist.org/rid/3365918677.html,"hi there, i am a single mom without a vehicle. i work in clemmons from 7am-2pm. if anyone would be able to take me to work on their way to work, i would be very grateful and willing to help pay for gas. i don't have much but name a price and i will s [...]",2012-10-26T08:52:03-04:00,emailnotfound,FALSE,winstonsalem,2012-10-29T08:52:03-04:00,clemmons
ride needed weekdays to healy dr (downtown pickup healy dr.drop off),winstonsalem,http://winstonsalem.craigslist.org/rid/3350817069.html,"will help with gas, looking for a ride monday-friday 7:30am pickup from downtown to healy drive area. return at 5pm 
thanks!!",2012-10-19T16:56:14-04:00,emailnotfound,FALSE,winstonsalem,2012-10-22T16:56:14-04:00,healy
looking for ride to northern va/dc area (dale city),winstonsalem,http://winstonsalem.craigslist.org/rid/3348886551.html,"hello, 
im looking for a ride to dale city va on oct.24(after630pm) or oct.25(anytime). if you can help please e-mail me back asap! 
thanx",2012-10-18T20:09:55-04:00,emailnotfound,FALSE,winstonsalem,2012-10-18T20:09:55-04:00,northern
"going to ws am, return to kville pm weekdays (kernersville)",winstonsalem,http://winstonsalem.craigslist.org/rid/3346088940.html,"i leave kernersville at 7-7:20am and go to downtown winston and east winston. return 5-6. i could put you in the car for gas money. cleanliness and decency is required. not a taxi, just looking to consolidate resources!",2012-10-17T17:05:16-04:00,emailnotfound,FALSE,winstonsalem,2012-10-22T17:05:16-04:00,ws
ride offered to lynchburg,winstonsalem,http://winstonsalem.craigslist.org/rid/3344199421.html,"driving up to lynchburg, va on friday, coming back on sunday. can pick up anywhere along the way. let me know what you care to contribute to in gas money. one way in my car typically costs $50 in gas, looking for someone who can contribute part of th [...]",2012-10-16T20:58:23-04:00,emailnotfound,TRUE,winstonsalem,2012-10-22T20:58:23-04:00,lynchburg
nc to indiana oct. 14th (union grove),winstonsalem,http://winstonsalem.craigslist.org/rid/3328704849.html,"will be driving from union grove, nc across to louisville ,ky and then on to central indiana. will be traveling on sunday oct. 14th. please call if you need a ride. 770-286-4991 i plan to be driving a chevy cavalier but if it is needed i can drive a  [...]",2012-10-10T06:17:03-04:00,emailnotfound,FALSE,winstonsalem,2012-10-14T06:17:03-04:00,indiana
w-s to charleston (oct. 4),winstonsalem,http://winstonsalem.craigslist.org/rid/3282554674.html,"leaving winston around 5:30 p.m. on thursday, oct. 4 and returning midday oct. 8. i have an suv so i would have room for a bicycle or any other items. please email me if interested. gas money is appreciated, not necessarily required if you're in a bi [...]",2012-09-19T14:14:10-04:00,emailnotfound,TRUE,winstonsalem,2012-10-04T14:14:10-04:00,charleston
