title,postingFrom,permalink,shortDescription,postingDate,mailToLink,driver,from,leaving,to
ride offered northampton to philadelphia (northampton),westernmass,http://westernmass.craigslist.org/rid/3384244513.html,"i am looking for a rider for a northampton to philadelphia trip this friday morning, november 16. 
be a non-smoker, chip in on gas and chat enough to make a long trip more pleasant. 
safe driver, comfy car. ",2012-11-13T18:48:08-05:00,emailnotfound,TRUE,westernmass,2012-11-16T18:48:08-05:00,philadelphia
ride needed amherst/noho to nyc thu 11/15 (noho),westernmass,http://westernmass.craigslist.org/rid/3407173392.html,"hi, 
i am looking for a ride from amherst/noho to nyc this thursday 11/15, preferable after 2pm. if you happen to leave for nyc and want to split the gas costs, please let me know. 
thanks,",2012-11-13T14:00:09-05:00,emailnotfound,FALSE,westernmass,2012-11-15T14:00:09-05:00,nyc
thanksgiving round trip to boston offered  (great barrington),westernmass,http://westernmass.craigslist.org/rid/3406501794.html,"i'm going from great barrington (or hillsdale ny) to natick on thursday nov. 22 (thanksgiving), 11am, arrive 1:15pm 
return is friday nov. 23, 9:15 am from natick to great barrington (or hillsdale ny), arrive around 11:30am. 
$20 gas money each way i [...]",2012-11-13T09:44:10-05:00,emailnotfound,TRUE,westernmass,2012-11-22T09:44:10-05:00,boston
amherst to south florida on 11/16 (amherst),westernmass,http://westernmass.craigslist.org/rid/3406443528.html,"i'm planning on driving down with a few short breaks for stretching. 
let me know if you are interested.",2012-11-13T09:13:16-05:00,emailnotfound,TRUE,westernmass,2012-11-16T09:13:16-05:00,south
needed: ride to nyc for thanksgiving,westernmass,http://westernmass.craigslist.org/rid/3405645021.html,"hello! 
student at umass amherst, i'm looking for a ride from amherst/ northampton to go to nyc on wednesday 11/21, anytime is ok. 
i also need a ride back on sunday 11/25, anytime is ok as well. 
we can split the costs (tolls and gas). 
let me know  [...]",2012-11-12T20:18:51-05:00,emailnotfound,FALSE,westernmass,2012-11-21T20:18:51-05:00,nyc
offer: wed 11/21 thanksgiving. northampton to nyc,westernmass,http://westernmass.craigslist.org/rid/3405631329.html,"hello, 
wednesday nov 21 at 5:15pm, i will be driving from northampton/easthampton, ma towards nyc. i will drop you of at the fairfield, ct metro north train station. there you will buy a train tickets ($12) into grand central station (central manhat [...]",2012-11-12T20:11:49-05:00,emailnotfound,TRUE,westernmass,2012-11-21T20:11:49-05:00,nyc
ride needed new york to amherst/noho (nyc to mount holyoke),westernmass,http://westernmass.craigslist.org/rid/3402394428.html,"hi 
i need a ride from new york to amherst/noho/south hadley sometime today or early tomorrow. please let me know asap if you can help. am a student at mount holyoke college and will share $$ for gas and toll. 
thanks ",2012-11-11T13:50:59-05:00,emailnotfound,FALSE,westernmass,2012-11-11T13:50:59-05:00,amherst/noho
ride to noho from orange county ny via 84 monday 11/12 (monore ny),westernmass,http://westernmass.craigslist.org/rid/3400587018.html,i am driving up to northampton via route 84 from monroe ny. i can pick you up anywhere along the way. shared gas $$ would be much appreciated,2012-11-10T15:29:08-05:00,emailnotfound,TRUE,westernmass,2012-11-12T15:29:08-05:00,noho
ride to boston 6:30pm (umass),westernmass,http://westernmass.craigslist.org/rid/3398526388.html,"have two seats available to boston around 6:00pm nov, 9. $10 each for gas. 
email with your phone number if interested. 
thanks..",2012-11-09T16:55:39-05:00,emailnotfound,TRUE,westernmass,2012-11-09T16:55:39-05:00,boston
ride needed to boston from northampton this sat. ,westernmass,http://westernmass.craigslist.org/rid/3398288159.html,i need a lift to boston this saturday earlier in the day prefrerred 11/9 and will kick in a $15 for gas. jim 413-687-7242,2012-11-09T15:20:30-05:00,emailnotfound,FALSE,westernmass,2012-11-09T15:20:30-05:00,boston
ride to nyc one seat leaving at 5 pm today  (northampton),westernmass,http://westernmass.craigslist.org/rid/3398266384.html,my name is toni i am going to nyc tonight to help out with clean up tomorrow and sunday please call me @ 50 8 - 8 seven 3 4 0 7 8 if you would like to go to nyc today friday november 9 at 5 pm im willing to take anyone who is polite and willing to re [...],2012-11-09T15:12:09-05:00,emailnotfound,TRUE,westernmass,2012-11-09T15:12:09-05:00,nyc
lanesboro to rt 295 in richmond (lanesboro),westernmass,http://westernmass.craigslist.org/rid/3389765199.html,i work at hilltop orchards in richmond 8:30a.m. to 5;30 and am looking to share a ride. i can share gas money with you. are you going that way? i work varied days of the week. let me know. ,2012-11-09T08:05:53-05:00,emailnotfound,FALSE,westernmass,2012-11-12T08:05:53-05:00,rt
lenox/pittsfield to boston thurs 11/15 and return mon 11/19 (lenox/stockbridge/pittsfield),westernmass,http://westernmass.craigslist.org/rid/3396308324.html,"hi!! 
i'm looking for a ride into boston area on thursday nov 15th from the lenox/pittsfield/stockbridge area - i'm cool and relaxed. if you wanna chat, let's chat. if you want a quiet and chill ride, totally cool with me. i'll definitely contribute  [...]",2012-11-08T18:09:47-05:00,emailnotfound,FALSE,westernmass,2012-11-15T18:09:47-05:00,boston
ride to nyc (amherst),westernmass,http://westernmass.craigslist.org/rid/3394881906.html,"hi, i'm looking for a ride to nyc this weekend (veteran's day weekend) and also on tue nov 20. if you're driving to the city and would like to split the cost of gas/tolls please contact me. thanks!",2012-11-08T08:21:34-05:00,emailnotfound,FALSE,westernmass,2012-11-20T08:21:34-05:00,nyc
couple looking for ride south (noho to south carolina),westernmass,http://westernmass.craigslist.org/rid/3393708179.html,"hello, we are 2 people looking for a ride down to myrtle beach sc. we are fun and easy going and would love to help drive and throw in for gas money. we will each have 1 bag and would love to bake some snacks for the ride! looking to leave thursday n [...]",2012-11-07T16:29:10-05:00,emailnotfound,FALSE,westernmass,2012-11-12T16:29:10-05:00,south
anyone going to north adams from pittsfield at night? (pittsfield/north adams),westernmass,http://westernmass.craigslist.org/rid/3393207751.html,"hi, i work in pittsfield and live in north adams. 
i get out of work at about 9/10... 
could i pay you like $5 to get me back rideshare with you back to n.a? 
i'm a quiet 20 year old female. 
if you can, i'd appreciate it so much!",2012-11-07T13:21:21-05:00,emailnotfound,FALSE,westernmass,2012-09-10T13:21:21-05:00,north
looking for ride from amherst to boston thurs 11/8 (amherst/boston),westernmass,http://westernmass.craigslist.org/rid/3391367091.html,"hi, i'm a student looking for a ride from amherst to boston or south shore area.. 
anytime after 2:30 pm on thurs november 8. 
i'd like to get dropped off at any red line station. & willing to help w gas.",2012-11-06T16:26:01-05:00,emailnotfound,FALSE,westernmass,2012-11-08T16:26:01-05:00,boston
need a ride to work! (northampton - west springfield),westernmass,http://westernmass.craigslist.org/rid/3388994003.html,"i'm in need of a regular ride from northampton to west springfield and back, monday through friday for an 8 a - 4 p or 9 a - 5 p workday. will pay 1/2 gas, and provide rousing song, engaging conversation, bird identification, witty rejoinders, or com [...]",2012-11-05T16:29:08-05:00,emailnotfound,TRUE,westernmass,2012-01-02T16:29:08-05:00,work
ride needed - western ma to maine 11/9 (western ma),westernmass,http://westernmass.craigslist.org/rid/3387131122.html,"looking to catch a ride from western ma to me. 
if you're heading that way this friday 11/9 hit me up. 
i'm more than willing to throw down for gas 
cheers",2012-11-04T20:57:05-05:00,emailnotfound,FALSE,westernmass,2012-11-09T20:57:05-05:00,maine
ride offered to asheville nc 11/9 (w.mass),westernmass,http://westernmass.craigslist.org/rid/3387012938.html,"a small group of us are taking a van down to asheville leaving nov.9, friday and coming back in about a week. share driving and exp. have fun and go where it's warmer for a bit!",2012-11-04T19:47:34-05:00,emailnotfound,TRUE,westernmass,2012-11-09T19:47:34-05:00,asheville
pittsfield to albany area (pittsfield area),westernmass,http://westernmass.craigslist.org/rid/3386758142.html,"i am a single student looking for a 22-30 lady to share a half day driving to albany area, monday, 6:30 am. will have coffee, talks, and enjoy. could be a start of a long relation.",2012-11-04T17:30:15-05:00,emailnotfound,FALSE,westernmass,2012-11-05T17:30:15-05:00,albany
"pittsfield, ma to albany, ny, or troy, ny, or latham, ny (pittsfield, ma)",westernmass,http://westernmass.craigslist.org/rid/3384818515.html,"i am offering a ride from pittsfield, ma to albany, ny area. i rented the care for 165 $. monday, 11/5, time 6:30 am. i will share the gas price, 30-35 $ is gonna be the estimation.",2012-11-03T18:46:39-04:00,emailnotfound,TRUE,westernmass,2012-11-05T18:46:39-04:00,albany
"looking for ride to montreal over thanksgiving (south hadley, ma)",westernmass,http://westernmass.craigslist.org/rid/3384276074.html,"i'm hoping to go to montreal over thanksgiving to visit my boyfriend, and would love to share a ride with someone going up there, ideally leaving tuesday nov. 20 and coming back sunday night or monday morning. let me know at ntvibui@gmail.com. 
thank [...]",2012-11-03T14:44:35-04:00,emailnotfound,FALSE,westernmass,2012-11-20T14:44:35-04:00,montreal
ride noho to cambridge,westernmass,http://westernmass.craigslist.org/rid/3384217990.html,"tonight, 11/3, around 6pm heading from northampton/pioneer valley/amherst to cambridge, ma. i'm flexible on the depart time, could be convinced otherwise. i'm moving so station wagon very full! 
call me 617 304 9282.",2012-11-03T14:21:32-04:00,emailnotfound,TRUE,westernmass,2012-11-03T14:21:32-04:00,cambridge
offered - ma to nyc $40,westernmass,http://westernmass.craigslist.org/rid/3381333872.html,"heading south either saturday eve or sunday early afternoon. will be passing through northampton and can pick you up and take you to nyc (or anywhere along the 91). 
safe driver with spotless driving record. 
email me if you're interested! (times are [...]",2012-11-02T10:19:29-04:00,emailnotfound,TRUE,westernmass,2012-11-03T10:19:29-04:00,nyc
"ride needed to towson, md (s.hadley, ma.- towson, md)",westernmass,http://westernmass.craigslist.org/rid/3381295933.html,"i need a ride to towson, md. on nov 9th. if your going that way can you help me? please contact me asap",2012-11-02T10:00:52-04:00,emailnotfound,FALSE,westernmass,2012-11-02T10:00:52-04:00,towson
ride offered valley to boston (alewife t) friday nov. 2  3-4pm (greenfield/amherst to cambridge),westernmass,http://westernmass.craigslist.org/rid/3380374595.html,"hello, 
i'm driving from shelburne falls and willing to drop people off near boston at alewife t stop. i am asking $10 from greenfield or $15 if i have to drive to noho/amherst. 
i am meeting people at alewife at 6:30 so want to leave valley by 4pm 
 [...]",2012-11-01T19:32:47-04:00,emailnotfound,TRUE,westernmass,2012-11-02T19:32:47-04:00,boston
"need ride asap to westchester county, ny from amherst, ma (croton)",westernmass,http://westernmass.craigslist.org/rid/3380079754.html,"looking for a ride from amherst, ma to westchester anytime, but asap. can pay for gas.",2012-11-01T17:16:37-04:00,emailnotfound,FALSE,westernmass,2012-11-01T17:16:37-04:00,westchester
ride offered - putney to new york on mon 11/5 (putney),westernmass,http://westernmass.craigslist.org/rid/3379953804.html,"i'm offering a ride from putney vermont to new york city or points in between (brattleboro northampton springfield hartford new haven etc) 
leaving november 5/ very early the 6th, monday night tuesday morning. time not yet set though.",2012-11-01T16:23:16-04:00,emailnotfound,TRUE,westernmass,2012-11-05T16:23:16-04:00,new
amherst to burlington vt 11/9 (amherst area),westernmass,http://westernmass.craigslist.org/rid/3379761184.html,"driving to burlington vermont on friday november 9th in the afternoon. coming back either sunday night or monday morning, i can do either. looking to split gas one or both ways. text (or call but texting is better) 617-699-9969 or email me if you are [...]",2012-11-01T15:06:43-04:00,emailnotfound,TRUE,westernmass,2012-11-09T15:06:43-04:00,burlington
need ride from amherst to boston: friday 11/2 (umass to somerville),westernmass,http://westernmass.craigslist.org/rid/3379559445.html,"umass student looking for ride to somerville, ma, this friday 11/2 but any t-station in boston is okay too. (also need ride back on sunday 11/4) 
willing to share gas/tolls and good conversation. 
857-334-6439",2012-11-01T13:49:51-04:00,emailnotfound,FALSE,westernmass,2012-11-02T13:49:51-04:00,boston
i need a ride from springfield mass to burlington vermont (mass to vermont),westernmass,http://westernmass.craigslist.org/rid/3378098223.html,"i need a ride from springfield mass to burlington vermont this weekend, friday or saturday. i can help a little with gas and would love to find someone going that way. let me know if you are going that way and have an extra seat in your car for me. 
 [...]",2012-10-31T18:56:24-04:00,emailnotfound,FALSE,westernmass,2012-10-36T18:56:24-04:00,burlington
