title,postingFrom,permalink,shortDescription,postingDate,mailToLink,driver,from,leaving,to
i'm going to chicago from nnj nov 21st. i have room (north jersey to chicago il),newjersey,http://newjersey.craigslist.org/rid/3406930852.html,"i will be driving a nice 4 door pick-up from nnj to arlington heights, il (just north of chicago). leaving nnj about 3pm wed. 
my truck is a avalanche so i can fit 3 more people and bags or 1 more person and anything that can fit in the 8ft covered b [...]",2012-11-18T07:29:33-05:00,emailnotfound,TRUE,newjersey,2012-11-21T07:29:33-05:00,chicago
350.org ride to d.c. sunday (monmouth county),newjersey,http://newjersey.craigslist.org/rid/3417096053.html,"looking for a ride share/car pool to d.c. tomorrow, sunday morning. ready to meet wherever ...on the way...route 9 or turnpike and leave whenever and come back sometime after the event. 350.org rocks.... i was with bill mckibben in nyc last night and [...]",2012-11-17T17:37:54-05:00,emailnotfound,FALSE,newjersey,2012-11-17T17:37:54-05:00,d.c.
nj to fl (orlando),newjersey,http://newjersey.craigslist.org/rid/3416903615.html,"i am heading to florida on the 11/24. let me know if you need a ride. i can drop you off anywhere along the rt 95. the ride will cost you $100.00. 
let me know. ",2012-11-17T16:09:15-05:00,emailnotfound,TRUE,newjersey,2012-11-24T16:09:15-05:00,fl
long brach to atlanta  (new jersey to atlanta ),newjersey,http://newjersey.craigslist.org/rid/3413445122.html,"i am leaving to atlanta on monday for the thanks giving holiday. $85 bucks and you can bring a small weekend bag room for two. no smoking allowed only at rest stops. 
text me or call me at 908-336-5007",2012-11-16T07:48:37-05:00,emailnotfound,TRUE,newjersey,2012-11-19T07:48:37-05:00,atlanta
rideshare offered: nj/nyc area to buffalo (jersey city),newjersey,http://newjersey.craigslist.org/rid/3409247566.html,"departing jersey city on monday, nov 19th around 1:00 pm, i can pick up and drop off within 10 miles radius of my start and end points. if you are traveling from nyc, i can pick you up at the hoboken or journal square path station, a 15 mins train ri [...]",2012-11-14T12:02:35-05:00,emailnotfound,TRUE,newjersey,2012-11-19T12:02:35-05:00,buffalo
nj to fl (new jersey and new york),newjersey,http://newjersey.craigslist.org/rid/3408310219.html,moving truck leaving nj to orlando fla on friday passenger and boxes welcome i have lots space in the truck please contact me at 561 827 7709,2012-11-13T22:26:47-05:00,emailnotfound,TRUE,newjersey,2012-11-16T22:26:47-05:00,fl
paramus (nj) to nashville (tn) december 23th (paramus (nj)),newjersey,http://newjersey.craigslist.org/rid/3408276262.html,"i will be on my way to houston with an overnight stop in nashville (tn). leaving saturday december 23th. i am looking for 2 or 3 passengers to drop off on my way to nashville or to houston. i will be taken the i-78, i-81, and then the i-40 to nashvil [...]",2012-11-13T22:05:23-05:00,emailnotfound,TRUE,newjersey,2012-12-23T22:05:23-05:00,nashville
bus tickets: florham park to nyc (florham park),newjersey,http://newjersey.craigslist.org/rid/3406570774.html,"two round-trip bus tickets from florham park to new york port authority. expires 1/4/2013. 
face value $36.40. selling for $25.",2012-11-13T10:16:34-05:00,emailnotfound,TRUE,newjersey,2012-01-04T10:16:34-05:00,nyc
morristown to parsippany mon- fri (morristown),newjersey,http://newjersey.craigslist.org/rid/3398316333.html,"if you currently reside in the morristown area and need transporation to and from work, i may be able to help you out. please let me know your work schedule and we can rideshare. i will tell you my rates when you email me. i tried to post my rates be [...]",2012-11-09T15:31:22-05:00,emailnotfound,FALSE,newjersey,2012-11-12T15:31:22-05:00,parsippany
need a ride for free porn convention tickets (newark airport to edison),newjersey,http://newjersey.craigslist.org/rid/3394547042.html,"check this out me and my friend need a ride from newark airport to edison 125 raritan center pkwy. 
edison, nj, 08837. 
125 raritan center pkwy, edison, nj in exchange i will get you in exxxotica porn convention that starts on friday.i get you and on [...]",2012-11-08T00:12:15-05:00,emailnotfound,FALSE,newjersey,2012-11-09T00:12:15-05:00,edison
carpool from teteboro to gwb-bronx (teteboro to gwb),newjersey,http://newjersey.craigslist.org/rid/3390215851.html,"need two people to share a ride after 6:30pm or 7:00pm the latest. leaving from teteboro area (route 46) to the bronx but i can drop off on gwb port/ the heights. i can pick up at bus stop from gwb 
from monday to friday.",2012-11-06T08:42:21-05:00,emailnotfound,TRUE,newjersey,2012-11-12T08:42:21-05:00,gwb-bronx
"need a ride from millburn to lower manhattan (millburn, nj)",newjersey,http://newjersey.craigslist.org/rid/3389173042.html,"i will pay for gas, tolls, and any additional amount you think is fair. need to be in nyc by 9:00am and leave around 5:00 to 5:30pm, tuesday, wednesday, thursday and friday. ",2012-11-05T17:42:46-05:00,emailnotfound,FALSE,newjersey,2012-11-06T17:42:46-05:00,lower
offering ride on monday 11/5 (manahawkin to summit),newjersey,http://newjersey.craigslist.org/rid/3386001954.html,i'll be leaving manahawkin for downtown summit on monday morning around 5:30 a.m. i'm offering a ride to anyone who needs it and can chip in $5 for gas. thanks!,2012-11-04T11:40:03-05:00,emailnotfound,TRUE,newjersey,2012-11-05T11:40:03-05:00,summit
need a ride from chatham to nyc (chatham to nyc),newjersey,http://newjersey.craigslist.org/rid/3385834172.html,"since the morris and essex line is still suspended, i will need a ride to go to work on monday, november 4, 2012. i need to be in nyc by 7, the latest 7:30. i will share the cost of the gas and tolls. 
thank you.",2012-11-04T10:15:51-05:00,emailnotfound,TRUE,newjersey,2012-11-04T10:15:51-05:00,nyc
looking for ppl going to giants-steelers game 11/4-need ride from jc (metlife stadium),newjersey,http://newjersey.craigslist.org/rid/3385656778.html,"hey- 
my friends bailed on the game due to the storm and i need a ride over to the game. would like to get there early for the tailgate 11-12-ish but, hey, beggars can't be choosers. get back to me asap and hopefully we can work something out. never  [...]",2012-11-04T08:19:09-05:00,emailnotfound,FALSE,newjersey,2012-11-04T08:19:09-05:00,giants-steelers
need ride to paramus for wok (nutley),newjersey,http://newjersey.craigslist.org/rid/3385558970.html,my car died! live in nutley and work in paramus. need temporary ride until car is fixed. will help out paying for gas. monday through friday 8 to 4. this was all i needed after hurricane.please email me ,2012-11-04T06:18:06-05:00,emailnotfound,FALSE,newjersey,2012-11-05T06:18:06-05:00,paramus
driving to boston tomm. (weehawken),newjersey,http://newjersey.craigslist.org/rid/3384145340.html,driving to boston tomorrow to relocate for the week while power is restored. my final destination is cambridge. i have sedan and will be travelling with 2 small dogs. i can fit 2 comfortably . i ask for the travellers to pay for snacks along the way. [...],2012-11-03T13:53:14-04:00,emailnotfound,TRUE,newjersey,2012-11-03T13:53:14-04:00,boston
"33st,nyc to newark,nj  (springfield ave, newark, nj)",newjersey,http://newjersey.craigslist.org/rid/3384004349.html,"i press to look person who is commute between manhattan, ny to newark or irvington, nj during evening after 5:30p every weekdays or sat, come back sunday night. i will give couple dollars. email as early as possible. thanks! ",2012-11-03T12:59:27-04:00,emailnotfound,TRUE,newjersey,2012-11-03T12:59:27-04:00,newark
help need ride to philly asap,newjersey,http://newjersey.craigslist.org/rid/3383700579.html,"stuck in ny after sandy need ride to philly... can meet in sussex, vernon, montague ect.... single mom and child and some stuff... dont have a ton of cash... gonna lose my job if i dont get back asap",2012-11-03T10:56:33-04:00,emailnotfound,FALSE,newjersey,2012-11-03T10:56:33-04:00,philly
 car pool from boston to parsippany nj (boston/parsippany),newjersey,http://newjersey.craigslist.org/rid/3382677884.html,seeking 2 max passengers for car pool from parsippany area to boston on saturday 03-nov-2012 and back on sunday 04-nov-2012 (boston to new jersey). ,2012-11-02T19:21:35-04:00,emailnotfound,TRUE,newjersey,2012-11-03T19:21:35-04:00,parsippany
need ride 11/02 and 11/03 nyc to nj (bushwick - jersey city heights),newjersey,http://newjersey.craigslist.org/rid/3380925856.html,"hello ~ 
i am looking for a ride from brooklyn to jersey city heights tomorrow evening. 
i will also take any ride from manhattan to jersey city heights. if your car is big enough for a small bicycle - that would be even better! 
on saturday, i am lo [...]",2012-11-02T02:07:57-04:00,emailnotfound,FALSE,newjersey,2012-11-02T02:07:57-04:00,nj
carpool to nyc (morris plains),newjersey,http://newjersey.craigslist.org/rid/3380342641.html,looking for at least two people to carpool to nyc from morris plains or the nearby vicinity. would need to be on the road by 7:00/7:15 a.m. drop off near penn station in nyc. if interested please email. thanks.,2012-11-01T19:16:56-04:00,emailnotfound,TRUE,newjersey,2012-00-07T19:16:56-04:00,nyc
