title,postingFrom,permalink,shortDescription,postingDate,mailToLink,driver,from,leaving,to
el paso to houston (el paso),elpaso,http://elpaso.en.craigslist.org/rid/3417063037.html,i will be leaving for houston on nov 19th. i am looking for someone to help me with fuel costs.,2012-11-17T15:22:16-07:00,emailnotfound,TRUE,elpaso,2012-11-19T15:22:16-07:00,houston
los cruces nm to nc 11/21 (east bound),elpaso,http://elpaso.en.craigslist.org/rid/3399397039.html,"los cruces nm to nc 11/21 (east bound) 
ride cargo transport or rv towed offered going east to nc 
i am departing los cruces on wednesday nov. 21st heading east on ih 10. 
i will be passing through ih 20 hitting the following major cities and willing [...]",2012-11-13T21:18:35-07:00,emailnotfound,TRUE,elpaso,2012-11-21T21:18:35-07:00,nc
ride to los angeles,elpaso,http://elpaso.en.craigslist.org/rid/3389390265.html,"hi, 
i'm going to be passing through sometime on thursday or friday. heading to los angeles. i'm looking for $130 for gas up front. 
thanks for looking.",2012-11-05T17:23:55-07:00,emailnotfound,FALSE,elpaso,2012-11-08T17:23:55-07:00,los
el paso to austin,elpaso,http://elpaso.en.craigslist.org/rid/3383211319.html,"we are driving our dodge ram van to austin texas from el paso on saturday morning (earlyish- 7:30am approx). looking for riders to assist with gas and good conversation. 
gas approx $50. 
snacks provided. 
call me if you'd like to come (sorry for the [...]",2012-11-02T23:48:00-06:00,emailnotfound,TRUE,elpaso,2012-11-03T23:48:00-06:00,austin
i need a ride to southern california (ventura or oxnard),elpaso,http://elpaso.en.craigslist.org/rid/3378162339.html,i need a ride from el paso or las cruces to southern california asap. we have a family emergency and i need to get to my son. please call christina @ 915-730-5271. thank you.,2012-10-31T17:32:15-06:00,emailnotfound,FALSE,elpaso,2012-10-31T17:32:15-06:00,southern
discount inexpensive rides to any state or city,elpaso,http://elpaso.en.craigslist.org/rid/3345985216.html,"**this is a limited time offer** 
we are a wholesale travel agency that specializes in providing the best price for travel on greyhound or amtrak we can get you or your friends tickets from and to any city in the country. so be sure to tell family an [...]",2012-10-30T18:38:19-06:00,emailnotfound,FALSE,elpaso,2012-10-33T18:38:19-06:00,any
ride offered el paso to tuscon - need driver 11/2 (el paso),elpaso,http://elpaso.en.craigslist.org/rid/3368158765.html,"i am driving from presidio to tuscon and would like for someone to drive for the stretch from el paso to tucson with me. if you would like to be picked up along the way, email and we may be able to work something out.",2012-10-27T06:45:44-06:00,emailnotfound,TRUE,elpaso,2012-11-02T06:45:44-06:00,tuscon
need a ride to san antonio (las cruces),elpaso,http://elpaso.en.craigslist.org/rid/3363360151.html,"i am looking for someone who will be going to san antonio january 24 or 25 through 27 or 28. looking for alternatives to air fare. 
cheers",2012-10-25T00:19:12-06:00,emailnotfound,TRUE,elpaso,2012-01-24T00:19:12-06:00,san
"ride for my mom from el paso, tx to durango, co or farmington, nm (el paso)",elpaso,http://elpaso.en.craigslist.org/rid/3325838116.html,"my mother is living in el paso and would like to come and visit me in november in durango, co. we would like to spend some family time for the holidays. i would like to see if she can catch a ride with someone. we can pitch on gas money and are flexi [...]",2012-10-14T17:58:14-06:00,emailnotfound,FALSE,elpaso,2012-10-15T17:58:14-06:00,durango
el paso to ft worth (ft worth tx),elpaso,http://elpaso.en.craigslist.org/rid/3336262372.html,"im driving to ft worth tx tomorrow sunday 10/14/12 around noon is the plan. all im asking is that ur legal, drug free, and that u help me with $ 75 for gas.. ill drive the whole way and ill drop u off whereever it is in ft worth only.. text me 915- 4 [...]",2012-10-13T10:25:28-06:00,emailnotfound,TRUE,elpaso,2012-10-14T10:25:28-06:00,ft
ride offered east to austin or between on monday (las cruces ),elpaso,http://elpaso.en.craigslist.org/rid/3320990022.html,i'm headed to austin from las cruces monday morning. i can take one rider along and can drop off anywhere along the way. please give me a call 760 809 7736. -karina,2012-10-06T13:40:44-06:00,emailnotfound,TRUE,elpaso,2012-10-08T13:40:44-06:00,austin
el paso to austin 10/12-15,elpaso,http://elpaso.en.craigslist.org/rid/3311803199.html,trying to go to austin city limits festival on these dates. looking for people who might be going to acl or going to atx on this weekend for possible ride. i will of course pitch in for gas. i will also consider driving if anyone needs a ride for som [...],2012-10-02T14:06:15-06:00,emailnotfound,FALSE,elpaso,2012-10-12T14:06:15-06:00,austin
