title,postingFrom,permalink,shortDescription,postingDate,mailToLink,driver,from,leaving,to
pacific nw to duluth/superior (bellingham wa),duluth,http://duluth.craigslist.org/rid/3386600279.html,"i'm moving from bellingham washington to duluth/superior within the next four-five months. if you're out this way in the next few and want to split/donate gas$$ for the ride back, feel free to get hold of me via this ad. i'll have a van, possibly a t [...]",2012-11-17T13:51:57-06:00,emailnotfound,FALSE,duluth,2012-11-19T13:51:57-06:00,duluth/superior
ride needed duluth to minneapolis (duluth),duluth,http://duluth.craigslist.org/rid/3410408639.html,"i will need a ride down to the cities this saturday. i am a 23 year old male, umd student, willing to pitch in some gas money. 218-340-4634. feel free to text if i do not answer call.",2012-11-14T18:48:03-06:00,emailnotfound,FALSE,duluth,2012-11-19T18:48:03-06:00,minneapolis
"ride available to grand forks (virginia, mn)",duluth,http://duluth.craigslist.org/rid/3409659942.html,"i am driving to grand forks, nd this weekend (friday nov 16th) for the college hockey games and returning sunday november 18th. anyone who needs a ride is welcome. my gf and i leaving sometime friday early afternoon. leaving from virginia, mn area. c [...]",2012-11-14T13:31:09-06:00,emailnotfound,TRUE,duluth,2012-11-16T13:31:09-06:00,grand
looking for a ride to wis. dells (wis.dells or close),duluth,http://duluth.craigslist.org/rid/3408131457.html,hi im a 48 year old christian male looking for a ride to wis.dells area.i can help with gas.i suffer from a siezure dissorder so im not allowed to drive anymore.trying to get to see my family down there.sometime in december wohld be best.,2012-11-13T19:41:51-06:00,emailnotfound,FALSE,duluth,2012-11-14T19:41:51-06:00,wis.
duluth to cities and back this weekend (duluth hillside-white bear),duluth,http://duluth.craigslist.org/rid/3407646967.html,"going down to the cities this weekend to visit a family member. will have 3 spots open in my car, gas money is appreciated. expected to leave between 2 and 3 on friday and return sunday afternoon/evening. please call or email 651 231 6774",2012-11-13T15:57:47-06:00,emailnotfound,FALSE,duluth,2012-11-19T15:57:47-06:00,cities
wanted: ride to western north dakota (duluth to dickinson),duluth,http://duluth.craigslist.org/rid/3371709902.html,"trying to visit family in dickinson, would prefer a ride to dickinson any time in the next couple months, but willing to take a ride to williston or bismarck area if you're headed there. willing to pitch in for fuel and share driving duties. valid li [...]",2012-10-28T22:00:53-05:00,emailnotfound,FALSE,duluth,2012-10-29T22:00:53-05:00,western
ride to proctor from superior (superior ),duluth,http://duluth.craigslist.org/rid/3365223587.html,in need of a ride from superior (belknap/hammond/hardees area) to proctor or west duluth monday thru thursday by 6:30 am. will help with gas. let me know if you can help any or all days. thanks. text: 218-491-1704. ,2012-10-25T19:14:55-05:00,emailnotfound,FALSE,duluth,2012-10-29T19:14:55-05:00,proctor
heading to milwaukee tomorrow (superior),duluth,http://duluth.craigslist.org/rid/3358221279.html,leaving about noon on tuesday,2012-10-22T21:42:20-05:00,emailnotfound,TRUE,duluth,2012-10-22T21:42:20-05:00,milwaukee
rideshare this weekend and weekends to come!! (duluth to north branch / forest lake),duluth,http://duluth.craigslist.org/rid/3355703670.html,hey there! i am heading to north branch for the weekend. i usually always drive to north branch on the weekends. i leave at 9pm on friday nights at the earliest because i work till 8pm to 8:30pm. if anyone would be interested in pitching in for gas m [...],2012-10-21T21:25:10-05:00,emailnotfound,TRUE,duluth,2012-10-26T21:25:10-05:00,come
duluth to cities (duluth),duluth,http://duluth.craigslist.org/rid/3348695833.html,"hello, 
i will be traveling south to the cities this monday. i have room for one. if you need a ride, i will be leaving around noon ... 
let me know if this is something that might work out for you. i'm headed south to visit a friend and thought i'd  [...]",2012-10-18T17:36:53-05:00,emailnotfound,FALSE,duluth,2012-10-22T17:36:53-05:00,cities
"cloquet to seattle, washington this week (duluth,mn)",duluth,http://duluth.craigslist.org/rid/3339969935.html,"i will be going to seattle, washington via i 94 west and i 90 west this mid week of the 15th of october. via my pickup and flatbed trailer, if you want a ride or something hauled their get back to me soon! with your information as to where you need t [...]",2012-10-15T08:06:31-05:00,emailnotfound,FALSE,duluth,2012-10-15T08:06:31-05:00,seattle
i need a ride from duluth to mpls on sat-mon (duluth),duluth,http://duluth.craigslist.org/rid/3317960294.html,i need to get to minneapolis this weekend sometime. i'll throw in $20 for gas. what else to say? i promise to be no hassle. ,2012-10-05T09:29:41-05:00,emailnotfound,TRUE,duluth,2012-10-08T09:29:41-05:00,mpls
