title,postingFrom,permalink,shortDescription,postingDate,mailToLink,driver,from,leaving,to
i am driving via sj to palo alto/menlo park (from monterey/pg),monterey,http://monterey.craigslist.org/rid/3416315630.html,"i am driving to the mid-sf-peninsula (menlo park) wednesday morning, nov 21, leaving pg at 8:30. join me, if you like, to sj, its airport, palo alto or all the way to menlo park. $15 to sj, $20 to pa or mp. - peter",2012-11-17T09:16:28-08:00,emailnotfound,TRUE,monterey,2012-11-21T09:16:28-08:00,palo
"need a ride to la area anytime within the next couple days (hollister, ca)",monterey,http://monterey.craigslist.org/rid/3415566829.html,"i am a full time musician. i need to get to santa clarita with my studio gear specifically by the weekend preferably. i can fit everything in any normal car. 
need to get down there asap! 
wont need a ride back being that i will be staying for weeks  [...]",2012-11-16T22:31:46-08:00,emailnotfound,FALSE,monterey,2012-11-16T22:31:46-08:00,la
ride offer to los angeles wed nov 21 (united states),monterey,http://monterey.craigslist.org/rid/3414381195.html,"i can offer a ride for up to two passengers from monterey area to los angeles next wednesday, november 21st. willing to pick up or drop off along the route. will take the 68 to salinas and then 101 south to la. asking $45 toward gas etc costs. 
will  [...]",2012-11-16T11:37:08-08:00,emailnotfound,TRUE,monterey,2012-11-21T11:37:08-08:00,los
vegas to norcal and back,monterey,http://monterey.craigslist.org/rid/3412243244.html,"i'm driving from vegas to norcal and am looking for rideshare(s) that can chip in for gas (equal shares). i'm willing to drop off anywhere between pismo beach and burlingame/san francisco. small cargo is ok. i'm looking to leave today/tomorrow. 
i am [...]",2012-11-15T13:15:03-08:00,emailnotfound,TRUE,monterey,2012-11-15T13:15:03-08:00,norcal
need ride to yuma az or el centro ca (monterey co),monterey,http://monterey.craigslist.org/rid/3408413275.html,hello im in need of a ride to the fore mentioned locations next weekend nov 24 or 25th or 26th any day is fine...i can help with gas and can drive i have a valid license. i am a male 25 years old and need to get down to that are to finish my hiring p [...],2012-11-13T20:40:54-08:00,emailnotfound,FALSE,monterey,2012-11-24T20:40:54-08:00,yuma
"tuesday early ride to sj, sf or oakland (pg, monterey)",monterey,http://monterey.craigslist.org/rid/3404260111.html,"i am driving to oakland tuesday a.m. - to be there by 10:30. need a ride to sj, sf or oakland? $15 to sj, $23 to sf or $20 oakland. leave at 8 am. peter ",2012-11-12T08:30:38-08:00,emailnotfound,TRUE,monterey,2012-11-12T08:30:38-08:00,sj
need ride- big sur to sf 11/16 (big sur),monterey,http://monterey.craigslist.org/rid/3403616414.html,"looking for a ride from big sur to san francisco.. i can't drive but willing to pitch in for gas! only thing is i need to be in the city by 4pm because i work at 5. i'm a chill mellow girl, was gonna get a ride down to go camping for a night but i wo [...]",2012-11-11T23:24:15-08:00,emailnotfound,FALSE,monterey,2012-11-16T23:24:15-08:00,sf
need a ride carmel to la 11/11,monterey,http://monterey.craigslist.org/rid/3400048346.html,"need a ride tomorrow morning or afternoon. can be dropped off at any amtrak location south of paso robles, final destination is orange county. will share the gas. 
mike",2012-11-10T08:56:21-08:00,emailnotfound,TRUE,monterey,2012-11-11T08:56:21-08:00,la
ride wanted carmel to santa barbara 11/11,monterey,http://monterey.craigslist.org/rid/3398904158.html,"hi i am looking for a ride, preferably early sunday morning to santa barbara. if you are headed there or through there and are willing to take a non-sketchy, gas sharing, good road partner please email me asap. prefer not to give phone here but can d [...]",2012-11-09T16:58:06-08:00,emailnotfound,FALSE,monterey,2012-11-11T16:58:06-08:00,santa
carpool to sf on january 1st? (sand city),monterey,http://monterey.craigslist.org/rid/3393512320.html,"if anyone here plans on going to sf from the monterey bay are - early new year's day; i mean leaving at 4 or 3 am, to get up to the city by 5 or 6, i'd like to carpool with you. i go to the breakfast of champions party (do not typically go out the ni [...]",2012-11-07T12:12:52-08:00,emailnotfound,TRUE,monterey,2012-01-01T12:12:52-08:00,sf
monterey/salinas to la,monterey,http://monterey.craigslist.org/rid/3393328505.html,"offering a ride friday around noon from the monterey area to la area, willing to pick up in salinas and drop off almost anywhere as long as it's not too far. stopping near six flags then continuing through to torrance. $25 one way! safe driver, over  [...]",2012-11-07T11:04:38-08:00,emailnotfound,TRUE,monterey,2012-11-12T11:04:38-08:00,la
seeking ride to lax (monterey/salinas),monterey,http://monterey.craigslist.org/rid/3393279322.html,"i am looking for a ride to los angeles . lax. 
i have gas money and could help drive. 
i would love to leave anytime after 6pm on sunday as long as i get to lax by 7 am. 
thank you so much! 
602 930 1324",2012-11-07T10:46:46-08:00,emailnotfound,FALSE,monterey,2012-11-12T10:46:46-08:00,lax
ride offer to sf saturday morning (san francisco),monterey,http://monterey.craigslist.org/rid/3393237770.html,"offering a ride from monterey area to san francisco on saturday, nov 10th. i have space for up to three passengers in a 4-door sedan. planning to leave from seaside at 7:30am, and will take 101n through san jose. happy to drop off along the way. aski [...]",2012-11-07T10:32:06-08:00,emailnotfound,TRUE,monterey,2012-11-10T10:32:06-08:00,sf
ride offer to s.f (salinas),monterey,http://monterey.craigslist.org/rid/3388873464.html,"headed in the next couple of days. my schedule is pretty flexible. i havea spacious mini van and can fit a few people. please contact me asap. 
thanks, 
verenice ",2012-11-05T12:43:09-08:00,emailnotfound,FALSE,monterey,2012-11-05T12:43:09-08:00,s.f
offer of ride on 11/7 (to medford or crescent city),monterey,http://monterey.craigslist.org/rid/3388257933.html,"i am offering a ride on wednesday, 11/7 north to medford or or crescent city by way of i-5 or 101 for help-share with gas 
please leave a phone number where you can be reached if interested, or reply to ad 
thank you",2012-11-05T09:06:25-08:00,emailnotfound,TRUE,monterey,2012-11-07T09:06:25-08:00,medford
ride offered: monterey to sf or oakland,monterey,http://monterey.craigslist.org/rid/3387064931.html,"hi there, 
i am offering a ride either tomorrow or tuesday to sf or oakland. oakland is where i am heading but i can drop you off in san francisco if needed. i only have room for one person and one suitcase or backpack. if you have more just let me k [...]",2012-11-04T17:17:34-08:00,emailnotfound,TRUE,monterey,2012-11-04T17:17:34-08:00,sf
ride offered - salinas to la on thu 11/8 (salinas),monterey,http://monterey.craigslist.org/rid/3387012974.html,"i'm offering a ride from salinas to los angeles. 
leaving november 8th. i'm actually heading to burbank, but i figured i could drop anyone off in la. contact me on zimride: http://www.zimride.com/ride/share?ride=516668 ",2012-11-04T16:47:36-08:00,emailnotfound,TRUE,monterey,2012-11-08T16:47:36-08:00,la
i am driving to oklahoma (monterey/santa cruz/sf bay),monterey,http://monterey.craigslist.org/rid/3374220190.html,"i am driving to oklahoma, so i could pass through san luis obispo or sacramento or la or las vegas or flagstaff or reno or amarillo or so on. 
new mexico 
arizona 
nevada 
colorado 
texas 
oklahoma 
kansas 
missouri 
arkansas 
must be a nonsmoker wit [...]",2012-11-03T19:25:58-07:00,emailnotfound,TRUE,monterey,2012-11-05T19:25:58-07:00,oklahoma
