title,postingFrom,permalink,shortDescription,postingDate,mailToLink,driver,from,leaving,to
ride offered to florida nov 23 (madison),madison,http://madison.craigslist.org/rid/3403048330.html,"angela and i are driving a 2011 ford from madison wisco to florida leaving nov 23 and can take 2or 3 people. if you are going to any place along the way and can help with gas, please call 415-728-4222 or email this posting. to see about me go to this [...]",2012-11-11T18:06:48-06:00,emailnotfound,TRUE,madison,2012-11-23T18:06:48-06:00,florida
megabus tickets to & from minneapolis 11/16-18 ,madison,http://madison.craigslist.org/rid/3400247232.html,"have one reservation on megabus next weekend i can no longer use. you can pay via paypal and ill send you the codes. $5 each or $10 for the rt via paypal. 
fri, nov 16 2012 
madison, wi, dutch mill park and ride el november 16, 2012 1:25 pm arrival m [...]",2012-11-10T12:12:33-06:00,emailnotfound,TRUE,madison,2012-11-16T12:12:33-06:00,from
need ride from madison to minneapolis for 2 wed before thanksgiving,madison,http://madison.craigslist.org/rid/3400068372.html,"hey, 
my partner and i are looking for a ride from madison to minneapolis for thanksgiving november 21st around 6pm due to job hours. we would also be interested in a ride back to madison from minneapolis on sunday november 25. 
let us know",2012-11-10T11:04:05-06:00,emailnotfound,FALSE,madison,2012-11-21T11:04:05-06:00,minneapolis
ride offered: madison to chicago (downtown),madison,http://madison.craigslist.org/rid/3399718996.html,"offering ride to chicago. 
leaving today (11/10) before 11am. 
coming back sunday (11/11) early morning 
call / text 608561seven three 56",2012-11-10T08:32:29-06:00,emailnotfound,TRUE,madison,2012-11-10T08:32:29-06:00,chicago
need to get to atlanta by noon sunday (ah) (due south),madison,http://madison.craigslist.org/rid/3399638220.html,anyone already heading that way who has room for a passenger?,2012-11-10T07:44:14-06:00,emailnotfound,TRUE,madison,2012-11-11T07:44:14-06:00,get
ride offered - madison to las vegas on fri 11/16 (madison),madison,http://madison.craigslist.org/rid/3396847780.html,"i'm offering a ride from madison to las vegas. 
leaving november 16th. 2 to 3 day trip i am mature adult who is very respectful , drama free and adjusting . contact me on zimride: http://www.zimride.com/ride/share?ride=514177 
i drive a 2008 carolla  [...]",2012-11-08T22:18:34-06:00,emailnotfound,TRUE,madison,2012-11-16T22:18:34-06:00,las
wanted: ride to eau claire/minneapolis 11/16,madison,http://madison.craigslist.org/rid/3360187897.html,"i'm looking for a ride to eau claire from madison on friday november 16th. let me know if your headed up north. even if your heading beyond eau claire just let me know. email andrew. 
thanks",2012-11-08T19:39:13-06:00,emailnotfound,FALSE,madison,2012-11-16T19:39:13-06:00,eau
11/20 offered pickup ride to michigan (madison),madison,http://madison.craigslist.org/rid/3394845041.html,"headed to east lansing, can drop off in between. can also deliver cargo.",2012-11-08T06:51:41-06:00,emailnotfound,TRUE,madison,2012-11-20T06:51:41-06:00,michigan
"ride needed madison to libertyville, il, or chicago saturday 11/10 (madison to chicago/libertyville)",madison,http://madison.craigslist.org/rid/3394486765.html,"hello, 
i need a ride from madison to libertyville, il this saturday. would love to leave around 1230, but can leave whenever as long as we can be there by 5pm. 
can pitch for gas or the ride. 
call or text 512-577-0888",2012-11-07T22:20:20-06:00,emailnotfound,FALSE,madison,2012-11-10T22:20:20-06:00,libertyville
need ride to the dells wed night/thurs morning (madison to dells),madison,http://madison.craigslist.org/rid/3391148983.html,"hi! 
i'm visiting a friend in madison tonight and tomorrow, and i need to get up to wisconsin dells either on wednesday night or thursday by noon. i can help out with gas and/or driving and/or djing and/or money for gas and/or good conversation/compa [...]",2012-11-06T13:59:14-06:00,emailnotfound,FALSE,madison,2012-11-06T13:59:14-06:00,the
madison to twin cities for thanksgiving,madison,http://madison.craigslist.org/rid/3384533246.html,i'm looking for a ride to the twin cities for thanksgiving. i'm pretty open to departure dates and times - both going and returning. all i know is i'd like to be there on thursday for thanksgiving. i could go on tuesday or wednesday and return friday [...],2012-11-03T15:31:18-05:00,emailnotfound,FALSE,madison,2012-11-06T15:31:18-05:00,twin
"ride offered to appleton friday afternoon, 11/2",madison,http://madison.craigslist.org/rid/3379032385.html,"i will be driving to appleton friday afternoon, leaving madison around 4pm, if anyone needs a ride, i would appreciate some help with gas expenses. thanks.",2012-11-01T09:16:22-05:00,emailnotfound,TRUE,madison,2012-11-02T09:16:22-05:00,appleton
from lake geneva/madison up to stevens point ,madison,http://madison.craigslist.org/rid/3379010504.html,looking to go up there saturday 11/3/12. just need a ride up there from l.g. but could possibly get to madison and meet up there to go rest of the way. i have my own ride home so this is a 1 way in need of ride. i can pitch in on gas. ,2012-11-01T09:04:58-05:00,emailnotfound,FALSE,madison,2012-11-03T09:04:58-05:00,stevens
looking for ride to sfo/oakland 12/1-12/2 (san francisco),madison,http://madison.craigslist.org/rid/3377068962.html,"looking to get out to san francisco/oakland by 9am on 12/3. i can leave madison on 11/30 at around 5 pm. 
i can help with gas money and driving (clean record, current license). i know in theory how to drive stick, but have only done it once, about 10 [...]",2012-10-31T10:41:23-05:00,emailnotfound,FALSE,madison,2012-12-01T10:41:23-05:00,sfo/oakland
ride or gas money needed to milwaukee nov. 1 (madison),madison,http://madison.craigslist.org/rid/3369969095.html,"hi! 
i want to go to a show nov. 1 (that's thursday) and i even have a car, just no gas money to get there. if you can pay for gas there and back or even offer a ride for free/reasonable trade, i'd be quite grateful. let me know. thanks!",2012-10-30T18:34:57-05:00,emailnotfound,FALSE,madison,2012-11-01T18:34:57-05:00,milwaukee
need a ride from madison wi to dallas tx (madison wi),madison,http://madison.craigslist.org/rid/3375492181.html,"i am needing a ride from madsison wi to dallas tx asap to be with waiting family. 
i can pay my own way. must be pet-friendly as i have one very well behaved mid size dog. 
will help with gas and other essentials. 
please help...",2012-10-30T15:21:26-05:00,emailnotfound,FALSE,madison,2012-10-30T15:21:26-05:00,dallas
ride needed to milwaukee mon/ tomorrow (mke airport),madison,http://madison.craigslist.org/rid/3370285289.html,"hello, 
anyone headed back from madison to milwaukee? i have a 5pm flight out tomorrow (monday). 
i would head out early monday morning or midday with you, share driving/gas. 
text 828 77six 4995. thanks!",2012-10-28T08:58:28-05:00,emailnotfound,FALSE,madison,2012-10-28T08:58:28-05:00,milwaukee
heading to chicago suburbs 11/2-11/4 (madison),madison,http://madison.craigslist.org/rid/3362155711.html,"i will be driving to the chicago suburbs (naperville) next weekend, leaving sometime on friday 11/2. 
i'm a fun 30yo guy, heading home to brew some beer with my dad. i will provide lively conversation, good music, and safe driving. 
just looking to s [...]",2012-10-24T14:08:49-05:00,emailnotfound,TRUE,madison,2012-11-02T14:08:49-05:00,chicago
ride offered - madison to green bay on fri 10/26 (madison),madison,http://madison.craigslist.org/rid/3362015311.html,"i'm offering a ride from madison to green bay. 
leaving october 26th in the evening and returning october 28th in the afternoon/early evening. 
$15 each way. 
i have one space available in my 2004 subaru outback. also, my small dog -see image below-  [...]",2012-10-24T13:17:39-05:00,emailnotfound,TRUE,madison,2012-10-26T13:17:39-05:00,green
ride needed to milwaukee,madison,http://madison.craigslist.org/rid/3360121459.html,"i'm looking for a friendly person to carpool with to milwaukee on a semi-regular basis. 
i can split gas expense 50/50 for my portion of the trip. 
i can meet you in madison (since i'm down there pretty often) but if you're in the wisconsin dells/bar [...]",2012-10-23T16:54:23-05:00,emailnotfound,FALSE,madison,2012-50-50T16:54:23-05:00,milwaukee
ride share - madison to minneapolis and back,madison,http://madison.craigslist.org/rid/3358848735.html,"i'm a medical student at uw and i am driving up to minneapolis this friday, october 26, to visit some friends for the weekend coming back sunday evening. i'd like to leave before 1 pm on friday and am open on return time on sunday. interested in spli [...]",2012-10-23T08:57:19-05:00,emailnotfound,FALSE,madison,2012-10-26T08:57:19-05:00,minneapolis
columbus to madison (via sun prairie) (municipal lot to uw),madison,http://madison.craigslist.org/rid/3358760652.html,"van pool information for van #1165 -- 
drivers/ riders needed 
home city: columbus, wi 
leave time: 5:30 am 
return time: 4:30 pm 
coordinator info.: ben schwerke - 266-8871 
note alternate coordinator contact, cell: 608-209-7715 
possible pick-up in [...]",2012-10-23T08:11:58-05:00,emailnotfound,TRUE,madison,2012-10-28T08:11:58-05:00,madison
ride offered - madison to las vegas on wed 10/31 (madison),madison,http://madison.craigslist.org/rid/3355747965.html,"i'm offering a ride from madison to las vegas. 
leaving october 31st. my final stop is bullhead city 2.5 hours from las vegas . i am mature adult who is very respectful , drama free and adjusting . contact me on zimride: http://www.zimride.com/ride/s [...]",2012-10-21T21:54:33-05:00,emailnotfound,TRUE,madison,2012-10-31T21:54:33-05:00,las
looking for ride to eau claire from w. madison (eauclaire),madison,http://madison.craigslist.org/rid/3354766783.html,"looking for a ride there or back the weekend of the 27th... if you are going to minn.?? you could drop me off?? i live in lodi just off interstate, and just wanna go visit friends .. i will pay for gas and it would be better than a bus ride! 
c",2012-10-21T13:24:44-05:00,emailnotfound,FALSE,madison,2012-10-27T13:24:44-05:00,eau
offer ride to chicago oct.22 (madison - chicago),madison,http://madison.craigslist.org/rid/3353732262.html,"i will drive to chicago this coming monday from madison downtown (8:30am). if you have same plan, please just contact me. i will reply right away. ",2012-10-20T22:19:13-05:00,emailnotfound,TRUE,madison,2012-10-22T22:19:13-05:00,chicago
short notice - need ride from wi to az (madison area),madison,http://madison.craigslist.org/rid/3350001108.html,maybe someone has grandparents that are fellow snowbirds like myself? i would like to leave wisconsin between oct 25th - oct 28th. share costs. share driving if needed. (i've done this drive 20 something times on my own in the past.) i will be travel [...],2012-10-19T10:56:23-05:00,emailnotfound,TRUE,madison,2012-10-25T10:56:23-05:00,az
"ride offered to boulder, co 10/22",madison,http://madison.craigslist.org/rid/3348478751.html,"leaving the 22nd or 23rd space for four others. will split gas driving yaris. 
send me an email if you're interested. ",2012-10-18T16:02:43-05:00,emailnotfound,TRUE,madison,2012-10-22T16:02:43-05:00,boulder
milwaukee airport to madison,madison,http://madison.craigslist.org/rid/3344629007.html,"hello, 
looking for a safe ride from milwaukee airport to madison. i would like to leave early afternoon 1-2pm. heading to visit friends and family. if you can prove that you're normal, i'm happy to cover gas money :) ",2012-10-17T02:13:21-05:00,emailnotfound,FALSE,madison,2012-10-22T02:13:21-05:00,madison
ride to mpls tomorrow eve 10/17 (madison),madison,http://madison.craigslist.org/rid/3343940370.html,leaving after 6 pm. email before 5 pm.,2012-10-16T17:50:26-05:00,emailnotfound,TRUE,madison,2012-10-17T17:50:26-05:00,mpls
ride offered-  madison to chicago (madison),madison,http://madison.craigslist.org/rid/3341533191.html,"leaving friday morning- i'll be going down town but can drop you anywhere in route... non smoking vehicle- share gas costs! 
thanks",2012-10-15T18:26:25-05:00,emailnotfound,TRUE,madison,2012-10-19T18:26:25-05:00,chicago
