title,postingFrom,permalink,shortDescription,postingDate,mailToLink
nc to ca (chocowinity),eastnc,http://eastnc.craigslist.org/rid/3380281388.html,looking to share moving expences to northern ca. in next 30 days. call only.252 864 5566,2012-11-17T16:36:24-05:00,emailnotfound
need ride (la vergne to el paso),eastnc,http://eastnc.craigslist.org/rid/3414050842.html,me my two daughters and granddaughter need a ride near the el paso area from nashville tn. it would really help out if we could get a free ride but we are willing to pay. message back asap. ,2012-11-16T12:36:41-05:00,emailnotfound
driver for medical/pt appointments (greenville &amp; all other eastern nc cities),eastnc,http://eastnc.craigslist.org/rid/3348980472.html,"boomerang transport is looking for reliable drivers in your area. our drivers take injured workers to their doctors/physical therapy appointments. 
basic requirements: 
you will need to use your own vehicle (4 door sedan, suv or minivan) 
be customer [...]",2012-11-16T10:50:41-05:00,emailnotfound
greenville-richmond-dc-pa,eastnc,http://eastnc.craigslist.org/rid/3412831531.html,"hi, 
i'm driving from greenville to pennsylvania to go home for thanksgiving. if anyone needs a ride to a place along the way and wants to pitch in on gas, send me an e-mail. thanks. ",2012-11-15T20:54:52-05:00,emailnotfound
ride wanted - kinston to oaj (jacksonville) (lcc in kinston to oaj airport),eastnc,http://eastnc.craigslist.org/rid/3403180205.html,"thursday afternoon/evening i want a ride to oaj near jacksonville. its 32 miles south of kinston, near jacksonville (camp lejuene). i will pay for gas, or buy dinner, etc. whatever works. 
i am 30+, male, military, and quiet. 
my flight leaves at 8,  [...]",2012-11-11T20:21:27-05:00,emailnotfound
need a ride to charlotte (greenville),eastnc,http://eastnc.craigslist.org/rid/3402366529.html,"leaving for thanksgiving and i need a ride to charlotte on the 16th. will help pay for gas. 
call me up @ 704-526-8712 if interested.",2012-11-11T13:38:35-05:00,emailnotfound
"need items picked up (nashville,north carolina)",eastnc,http://eastnc.craigslist.org/rid/3394267226.html,"i need (2) gun racks picked up in nashville north carolina from the police department. these racks are made of aluminum and very light, i am waiting for dimensions and weight. ii need them brought to canton, ohio, which is straight up i 77 north. so  [...]",2012-11-07T20:54:34-05:00,emailnotfound
ride share to ny/ct,eastnc,http://eastnc.craigslist.org/rid/3392172168.html,"i will drive to ny/ct on 11/22/12, comeback 11/26/12, if you interested, please let me know. 
thanks ( from rocky mount)",2012-11-07T00:07:44-05:00,emailnotfound
beaufort to nyc deliveries (beaufort/nyc/ct),eastnc,http://eastnc.craigslist.org/rid/3391823715.html,"pickup truck (empty bed) and enclosed 5x8 trailer returning to nyc/ct area on monday, 11/12 willing to take passenger or packages/freight northbound on i95. gas money. please respond with details, locations, name and numbers, thank you.",2012-11-06T20:01:05-05:00,emailnotfound
pitt co to georgia ! (my car ),eastnc,http://eastnc.craigslist.org/rid/3386493424.html,"gonna be driving down to georgia next sunday and looking to split gas , i am a cleancut white profesional male 35 yo",2012-11-04T15:22:52-05:00,emailnotfound
