title,postingFrom,permalink,shortDescription,postingDate,mailToLink
ride offered to des moines $20 (from iowa city),iowacity,http://iowacity.craigslist.org/rid/3363238645.html,"ride offered to des moines for flat $20 
room for one large suitcase and smaller bag 
will leave anytime this week when you would like ",2012-11-16T15:37:11-06:00,emailnotfound
"ride to/from ord chicago 11/28,12/4 (iowa city)",iowacity,http://iowacity.craigslist.org/rid/3413303817.html,"i am planning to go to ord, chicago at 11/28(leave at the morning around 8), will be back at 12/4 (later afternoon) from ord, if you need a ride, we can split the cost. message me. ",2012-11-16T02:56:50-06:00,emailnotfound
communte to and from amana  (coralville to amana ),iowacity,http://iowacity.craigslist.org/rid/3408102443.html,hi i am a single mom who is getting a job at amana whirlpool and need to find someone on the shift i will be working. i am not sure what that is yet but i am preparing before hand. i was on fist shift before and hoping to get it again or 3rd shift pl [...],2012-11-13T19:26:27-06:00,emailnotfound
need a ride to chicago december 29 (or 28) (iowa city),iowacity,http://iowacity.craigslist.org/rid/3406721810.html,"hello, my girlfriend and i are looking for a ride from the iowa city area to chicago (o'hare international airport, if possible) ideally on the morning of december 29th, so long as we have time to be at the airport by 2:30-3 pm. we would be willing t [...]",2012-11-13T10:18:17-06:00,emailnotfound
"going to spartanburg, sc november 20th/21st",iowacity,http://iowacity.craigslist.org/rid/3406329698.html,"drving to spartanburg, sc either november 20th or november 21st. if it is novemebr 20th, will be leaving late in the eveing about 9:00 pm. if i leave on november 21st, will be about 4:00 am. will be taking this route. will take i-80 east to the quad  [...]",2012-11-13T06:50:28-06:00,emailnotfound
ride needed m-f to and from tipton/iowa city. (tipton ),iowacity,http://iowacity.craigslist.org/rid/3391341916.html,"hello, my name is eric and i'm praying i can find someone to help take me to and from work in iowa city. i work monday-friday from 8-5 but can adjust to 7-4 if needed. i am more then willing to help with gas. 
please please please. thank you very muc [...]",2012-11-12T20:32:49-06:00,emailnotfound
need a ride stl to iowa city sunday or saterday after thanksgiving (stl to iowa city),iowacity,http://iowacity.craigslist.org/rid/3405631966.html,i am looking for a ride back to iowa city after thanksgiving from the st louis area. i live just northwest of stl which should be on your way to iowa city and i can be at the highway so no extra driving is necessary. either saterday the 24th or sunda [...],2012-11-12T19:12:08-06:00,emailnotfound
offered: iowa city to baltimore (or anywhere in between) (iowa city),iowacity,http://iowacity.craigslist.org/rid/3404489932.html,"we are driving from iowa city to baltimore, leaving tomorrow at around 9am. 
we have two seats and a modicum of luggage space available. 
if you can help with driving and gas, we'd be happy to have you along. 
send me a text message at 410-802-9014",2012-11-12T11:49:13-06:00,emailnotfound
iowa city to columbus (iowa),iowacity,http://iowacity.craigslist.org/rid/3403497122.html,"i have space on my ride from iowa city to columbus during thanksgiving weekend. 
this is a spacious non-smoking ride. 
departure on wednesday 11/21 afternoon and returning on sunday 11/25 
i would be happy to have you and your music. 
contact me if y [...]",2012-11-11T23:03:24-06:00,emailnotfound
ride to o'hare (iowa city),iowacity,http://iowacity.craigslist.org/rid/3402335749.html,"graduate student seeking ride to chicago o'hare airport friday november 16th from iowa city, and if possible return on saturday november 24th to iowa city. will split driving expenses (gas, tolls).",2012-11-11T12:24:43-06:00,emailnotfound
