title,postingFrom,permalink,shortDescription,postingDate,mailToLink
"oxford, memphis, nashville, knoxville, richmond",northmiss,http://northmiss.craigslist.org/rid/3412846383.html,"leaving oxford sunday nov 18, 4am 
going through memphis, nashville, knoxville, richmond. 
2004 subaru forester, no a/c 
28 year old male 
split fuel cost to your destination ",2012-11-15T21:03:07-05:00,emailnotfound
oxford to baton rouge ( oxford ms),northmiss,http://northmiss.craigslist.org/rid/3408224993.html,"anyone going to the game saturday? would you like a little help with gas money. im your man. just me and a backpacking backpack. going from baton rough to nola after. so no ride back necessary. im pretty chill and get along with everyone. 
call me at [...]",2012-11-13T21:34:24-05:00,emailnotfound
oxford to starkville,northmiss,http://northmiss.craigslist.org/rid/3407247753.html,need ride one way from oxford to starkville or anywhere close. ill be ready anytime 912-223-7846 quinn,2012-11-13T14:27:57-05:00,emailnotfound
going up north  (louisiana to new york),northmiss,http://northmiss.craigslist.org/rid/3380296915.html,leaving friday 11/2/12 subaru forrester just my husband ann's i no cargo lots of room split tolls and gas 845-200-8446,2012-11-01T18:54:43-04:00,emailnotfound
gabe's taxi service & designated driver (horn lake ),northmiss,http://northmiss.craigslist.org/rid/3370006128.html,"gabe 901-596-0174 
the service itself is a 7 dollar fee. i charge by distance and stops made. no weapons or drugs or anything illegal of any kind allowed in the car. i can easily provide good conversation and your taste of music no matter what that m [...]",2012-11-01T15:00:34-04:00,emailnotfound
i like to drive (any where),northmiss,http://northmiss.craigslist.org/rid/3370090552.html,"i am willing to drive any where, can save you a lot of money..... any state, any city. contac5 for scheduling",2012-10-28T05:49:20-04:00,emailnotfound
ms to sc ride offer for pets or cargo (north ms area),northmiss,http://northmiss.craigslist.org/rid/3365057165.html,"i am heading home to the greenville, sc area on november 5. if you have pets or cargo needing to go that way or somewhere in between (atlanta, birmingham) let me know! lets work something out. i have a good size suv with a lot of empty space. i do no [...]",2012-10-25T18:50:27-04:00,emailnotfound
need ride from fulton to tupelo and back asap (fulton ms),northmiss,http://northmiss.craigslist.org/rid/3340239141.html,"$16 cash. its 40 miles round trip. @18mpg, that's 2.25 gallons of gas x $3.5/gal + $8/hr 
email me.",2012-10-15T11:12:11-04:00,emailnotfound
need a ride from ole miss to jackson airport asap! (oxford ),northmiss,http://northmiss.craigslist.org/rid/3340086759.html,"i really need a ride desperately to jackson airport. i'm at ole miss and need to go home to texas asap. 
i will be willing to split gas or whatever. 
email me please ",2012-10-15T10:08:14-04:00,emailnotfound
"memphis to atlanta,ga , winston-salem , greensboro or charlotte n.  (memphis/ midtown)",northmiss,http://northmiss.craigslist.org/rid/3275562022.html,"memphis to atlanta,ga , winston-salem , greensboro or charlotte n. (memphis / midtown) 
i are looking for a ride from memphis to atlanta,ga , winston-salem , greensboro or charlotte n.c on october 21th thur 28tht. . i will pay half for the gas or wha [...]",2012-10-14T18:17:55-04:00,emailnotfound
