title,postingFrom,permalink,shortDescription,postingDate,mailToLink
"offered ride pickup truck to east lansing, mi 11/20 (madison)",madison,http://madison.craigslist.org/rid/3417617912.html,"leaving around noon tuesday, asking for $50 gas.",2012-11-17T21:57:00-06:00,emailnotfound
fun fearless female offers ride share to same for holiday weekend (madison to in),madison,http://madison.craigslist.org/rid/3417479251.html,"rideshare for and by women for next weekend leaving either wednesday afternoon or early thursday morning. 
to avoid spam or dudes name some chic singer in your subject line 
make rideshare offer amount in your reply and leave a phone number also.",2012-11-17T20:14:18-06:00,emailnotfound
ride offered - madison to las vegas on sat 11/17 (madison),madison,http://madison.craigslist.org/rid/3417457183.html,"i'm offering a ride from madison to las vegas. 
leaving november 17th. 2 to 3 day trip i am mature adult who is very respectful , drama free and adjusting . contact me on zimride: http://www.zimride.com/ride/share?ride=514177 
i drive a 2008 carolla  [...]",2012-11-17T19:59:42-06:00,emailnotfound
"rent our saab wagon! (madison, wi)",madison,http://madison.craigslist.org/rid/3416493174.html,"https://relayrides.com/car-rental/madison/saab-9-3/15692 
my saab wagon is a spacious, safe, and fun vehicle to drive. its 2.0 turbo is quick and agile for beating traffic, and the four door leather interior is comfortable for the whole family. the w [...]",2012-11-17T12:24:16-06:00,emailnotfound
ride offered - whitewater to madison on wed 11/21 (whitewater),madison,http://madison.craigslist.org/rid/3415932219.html,"i'm offering a ride from whitewater to madison. 
leaving november 21st. i am able to start anytime in the morning, stop anywhere along the way, but i just have to be at my house by 11:30 am. contact me on zimride: http://www.zimride.com/ride/share?ri [...]",2012-11-17T08:26:41-06:00,emailnotfound
giovanni's ride takes you anywhere for less (? anywhere),madison,http://madison.craigslist.org/rid/3351218570.html,"giovanni's ride takes you anywhere for less 
hi, 
giovanni's ride takes you anywhere for less! 
need to go to the store, across town, to the doctor? 
want to go across country or where? 
gas mileage from my house to you, to there, and back, plus toll [...]",2012-11-17T06:17:06-06:00,emailnotfound
madison to chicago airport (stoughton),madison,http://madison.craigslist.org/rid/3415615947.html,"looking for a ride from madison to chicago ohare airport on 22nd november arround 8 to 11 am 
i have luggage with me, a toddler and husband :-) 
ready to share gas 
please let me know asap ",2012-11-17T01:35:03-06:00,emailnotfound
madison to boulder? (madison ),madison,http://madison.craigslist.org/rid/3415483004.html,looking for a ride from the madison area to the boulder area after thanksgiving. lemme know if u are heading that way n would like drivn n gas help. thanks ,2012-11-16T23:05:55-06:00,emailnotfound
"msn to ne in - wed night or thu am (madison, wi)",madison,http://madison.craigslist.org/rid/3414711213.html,"rideshare offered from madison to ne indiana. planning to leave at 8am cst on thursday morning but can possibly leave wednesday afternoon. 
do have i-pass so no stopping at tolls! 
leave phone number with your name and proposed rideshare amount. 
you [...]",2012-11-16T15:46:43-06:00,emailnotfound
"offering ride madison to/from appleton (madison, wi)",madison,http://madison.craigslist.org/rid/3400155327.html,"offering ride madison to/from appleton. i leave the madison area friday afternoons heading for appleton, wisconsin. i then leave appleton sunday late afternoons/early evenings to return to madison. asking $20 to help with gas for the round trip. than [...]",2012-11-16T10:14:19-06:00,emailnotfound
looking to share the commute (sprecher rd to fish hatchery),madison,http://madison.craigslist.org/rid/3412736417.html,"i live by sprecher road on milwaukee street and work on fish hatchery road south of the beltline. 
i'd like to share a ride to and from work monday through friday. 
my start times vary from 0800 to 0900 and i'm done from 5 pm - 6 pm. 
i'd be willing  [...]",2012-11-15T19:02:34-06:00,emailnotfound
ride offer: madison to chicago saturday night (madison),madison,http://madison.craigslist.org/rid/3412694037.html,"im driving back to chicago saturday night. probably around 8pm. please have som e gas money, be easy going. im friendly, an artist, and laid back. 
thanks!",2012-11-15T18:40:27-06:00,emailnotfound
ride offered from madison to florida (mid florida),madison,http://madison.craigslist.org/rid/3412689365.html,"i am offering a ride from the madison area to nalcrest, florida (in the middle of the state). 
leaving the end of november. 
one way. 
looking for someone to split driving and gas. can drop along the way. 
call greg at 608.370.4146 
no emails please. [...]",2012-11-15T18:37:59-06:00,emailnotfound
cheap travel from and to any state or city,madison,http://madison.craigslist.org/rid/3402682026.html,"this is a limited time offer** 
we are a wholesale travel agency that specializes in providing the best price for travel on amtrak as well as greyhound bus lines. since we are an online only travel booker, we are able to further discount travel ticke [...]",2012-11-15T17:06:47-06:00,emailnotfound
ride offered to o'hare airport on sat. nov 17 (madison),madison,http://madison.craigslist.org/rid/3411817811.html,"can take 1-2 persons on saturday nov.17 from madison to o'hare airport. 
i will leave around 10-11am. 
also, i will leave o'hare around 5pm and return to madison. ",2012-11-15T12:29:05-06:00,emailnotfound
rides to madison   or (jefferson or dodge county),madison,http://madison.craigslist.org/rid/3411469297.html,if you live in the jefferson area cambridge deerfield waterloo and general area and need a ride to madison or surronding areas i can help .i am semi retired and need some extra money so if you need a ride somewhere call me steve 9204788091,2012-11-15T10:18:27-06:00,emailnotfound
van galder (megabus code) madison-chicago 12/7-12/9 - $10 (van galder coach),madison,http://madison.craigslist.org/rid/3410959696.html,"please change the subject to bucky at chicago to filter out spammers. thanks. 
------- 
depart madison, u of wisc, wi, uw memorial union on friday december 7, 2012 at 1:00 pm 
arrive chicago, il, s canal st north of jackson blvd. on friday december 7 [...]",2012-11-15T02:19:12-06:00,emailnotfound
ride needed: madison to chicago suburbs wed 11/21 (madison),madison,http://madison.craigslist.org/rid/3410836022.html,"looking for a ride from madison to the chicago suburbs (naperville) on wednesday 11/21. 
my girlfriend & i need a ride home for the thanksgiving holiday. we're friendly, respectful & can chip in for gas. 
looking to leave sometime on wednesday, but w [...]",2012-11-14T23:29:43-06:00,emailnotfound
ride offer madison-green bay (madison),madison,http://madison.craigslist.org/rid/3396492461.html,"offering a ride from madison to green bay (or anywhere in between) most fridays, returning to madison early tuesday morning (leaving around 5:00am to madison). i live in fitchburg and work for the uw-school of medicine. 
will pick up around 5:45 pm f [...]",2012-11-14T20:40:13-06:00,emailnotfound
ride offered - madison to viroqua on wed 11/14 (madison),madison,http://madison.craigslist.org/rid/3409959594.html,"i'm offering a ride from madison to viroqua. 
leaving november 14th returning november 18th. contact me on zimride: http://www.zimride.com/ride/share?ride=532298 ",2012-11-14T15:24:36-06:00,emailnotfound
