title,postingFrom,permalink,shortDescription,postingDate,mailToLink
"western sd to ohio (black hills, sd)",rapidcity,http://rapidcity.craigslist.org/rid/3415264494.html,"heading east from western south dakota to ohio and all points in between. leaving tuesday, november 20th. truck with 8 ft. bed and topper. can pull a trailer. no email. call (605) 673-2428.",2012-11-16T19:22:37-07:00,emailnotfound
cheap cheap deals on travel to any city or state,rapidcity,http://rapidcity.craigslist.org/rid/3344230223.html,"**this is a limited time offer** 
we are a wholesale travel agency that specializes in providing the best price for travel on greyhound or amtrak we can get you or your friends tickets from and to any city in the country. so be sure to tell family an [...]",2012-11-15T17:51:04-07:00,emailnotfound
needed rapid to denver (rapid/denver),rapidcity,http://rapidcity.craigslist.org/rid/3411276156.html,"looking for someone that is going to denver that could bring back a couple brake drums for me. they are too heavy to ship apporx sixe 12"" round will pay you something to throw them in your car and bring to rapid thanks!",2012-11-15T07:51:33-07:00,emailnotfound
"rapid city to oacoma or highmore, sd (rapid city)",rapidcity,http://rapidcity.craigslist.org/rid/3368645561.html,"please let me know if you are traveling from rapid city through oacoma on i-90. or if you are traveling from rapid city and driving through highmore, sd any soon. thanks ",2012-11-10T10:48:07-07:00,emailnotfound
round trip - rapid to sf (sd),rapidcity,http://rapidcity.craigslist.org/rid/3334616862.html,i make a weekly round trip (each saturday) between sioux falls (starting/ending point) and rapid city transporting freight in my personal vehicle. i usually have extra room and could use a larger vehicle if necessary to transport your [legal] freight [...],2012-11-09T09:18:33-07:00,emailnotfound
need to go grocery shopping at new walmart (south rapid),rapidcity,http://rapidcity.craigslist.org/rid/3379358825.html,"live rite behind the hospital.... i can take the bus there but am hoping to find someone that can pick up me, my groceries, and my 2 kids because its going to be winter soon and the bus wont let us take that much on with us. 
please email me with you [...]",2012-11-08T12:28:05-07:00,emailnotfound
friendly dog seeking ride to ca,rapidcity,http://rapidcity.craigslist.org/rid/3387538339.html,"hello! my boyfriend and i recently moved out west and had to leave our four-legged friend at home. now we have the ability to keep him and he's looking for a ride out - we are willing to help out on gas expenses. if you're coming this way, he's a ver [...]",2012-11-05T01:27:31-07:00,emailnotfound
im looking for a ride to portland oregon (rapid city),rapidcity,http://rapidcity.craigslist.org/rid/3379936743.html,"i am ready to go. bags are packed, i got half on gas, and great conversation. meet for coffee first and see how we work...... text me 6053902762",2012-11-01T14:16:20-06:00,emailnotfound
belle to spearfish,rapidcity,http://rapidcity.craigslist.org/rid/3377464497.html,"need to catch a ride with someone who goes to spearfish during 2pm and 11 or leaving belle by 3:30 will help with gas. 
605-569-3328",2012-10-31T12:14:30-06:00,emailnotfound
headed east today (rapid city),rapidcity,http://rapidcity.craigslist.org/rid/3372162497.html,i am headed to indiana this afternoon if i need a ride east text or call 812-201-8546,2012-10-29T07:02:35-06:00,emailnotfound
"offering ride to austin, tx ",rapidcity,http://rapidcity.craigslist.org/rid/3371699427.html,"offering ride to austin tomorrow oct 29, 2012 shared gas i will drive your conversation keeps me awake lol call jenny at 718 913 7851",2012-10-28T20:53:14-06:00,emailnotfound
transport or ride along available (black hills area to north dakota),rapidcity,http://rapidcity.craigslist.org/rid/3359645426.html,"traveling from rapid city, sd area to underwood, nd on tuesday afternoon, october 30. will be going north to dickinson, nd and then east on i-94 through bismarck, mandan. room for someone to ride along or willing to transport anything that will fit i [...]",2012-10-28T17:47:13-06:00,emailnotfound
trailer space from rapid city to texas (rapid city sd),rapidcity,http://rapidcity.craigslist.org/rid/3369184900.html,"hauling furniture to san antonio tx 11/3/12 and coming back to rapid 11/10/12 with empty pickup and trailer 7 by 14. 
can be contacted at 605-381-5447",2012-10-27T14:34:48-06:00,emailnotfound
driving from spearfish to sioux falls at 5:00 (spearfish),rapidcity,http://rapidcity.craigslist.org/rid/3366504043.html,driving from spearfish to sioux falls tonight. will be leaving around 5:00 tonight so if you need a ride i will charge 50 bucks. thanks ,2012-10-26T11:11:12-06:00,emailnotfound
ride needed from rapid city airport to spearfish 11/16,rapidcity,http://rapidcity.craigslist.org/rid/3365627059.html,"i am flying into rapid city on friday 11/16 to visit friends in spearfish, but they are working until late afternoon and my flight arrives in the morning. willing to chip in for gas. thanks!",2012-10-25T23:09:12-06:00,emailnotfound
ride to mn weekend prior to christmas (minneapolis),rapidcity,http://rapidcity.craigslist.org/rid/3364898934.html,my husband needs a ride to meet me in minnesota the weekend prior to christmas. is anyone going that direction? we can help contribute to gas $. thanks so much!,2012-10-25T15:37:28-06:00,emailnotfound
rapid to denver this weekend,rapidcity,http://rapidcity.craigslist.org/rid/3358188680.html,"i am looking for a ride from rapid to denver this friday. i had issues come up with my car and it won't e fixed by friday. i already have tickets to the game in sunday so i need to go! i looked into airline ticket prices and cheapest flight is 550, w [...]",2012-10-22T20:22:05-06:00,emailnotfound
$1000 cash for a car (rapid city),rapidcity,http://rapidcity.craigslist.org/rid/3334965053.html,"i would like to ask anyone who has a spare vehicle to please get in touch with me. i have $1000 cash to invest on a car, so let me know if you have anything n mind! ",2012-10-22T15:20:06-06:00,emailnotfound
car pool (rc-hot springs),rapidcity,http://rapidcity.craigslist.org/rid/3357284642.html,"looking for someone to car pool to hot springs on weekdays. leaving flying j in hermosa about 6:45 am, returning about 5 pm. if interested please call me at 320-390-2055. thanks",2012-10-22T13:39:06-06:00,emailnotfound
ride from rapid to sioux falls,rapidcity,http://rapidcity.craigslist.org/rid/3355867032.html,"ride needed by single, mature woman from rapid to sioux falls, one-way. friday, oct. 26 or saturday, oct. 27th. thursday will work, as well. 
will help pay gas.",2012-10-21T22:31:05-06:00,emailnotfound
rapid city to rushville ,rapidcity,http://rapidcity.craigslist.org/rid/3355127961.html,i'm relocating from oregon out to nebraska greyhound doesn't go where i need to go i need a ride from the greyhound station to my new place willing to pay for gas hmu gabriel 9712585873,2012-10-21T15:11:48-06:00,emailnotfound
ride needed: east on 90,rapidcity,http://rapidcity.craigslist.org/rid/3348676624.html,"if you are going east on 90 my boyfriend ray is trying to get to new york city. we could really use your help if you're going that way! 
call me if you think it might work. he doesn't have a cell phone but he calls me periodically to see what's up. ( [...]",2012-10-18T16:27:50-06:00,emailnotfound
ride to and from east middle school (rapid valley),rapidcity,http://rapidcity.craigslist.org/rid/3283405074.html,"i need somebody that is trustworthy & dependable to give my 13 year old son a ride to and from east middle school on tuesday, wednesday & thursday. i am willing to pay $10.00 a week for gas or more depending on where you live. if anyone can help me o [...]",2012-10-15T21:10:00-06:00,emailnotfound
need a ride to denver help with gas (rapid area to denver),rapidcity,http://rapidcity.craigslist.org/rid/3339607819.html,"looking for a ride to denver can help with gas 
text 605 six41 seven550",2012-10-14T22:24:07-06:00,emailnotfound
