title,postingFrom,permalink,shortDescription,postingDate,mailToLink
need ride tally to raleigh (tallahassee),tallahassee,http://tallahassee.craigslist.org/rid/3410115538.html,"i am looking for a ride from tallahassee to raleigh, nc or within about 100 miles. the date is flexible, but needs to be after 11/29. if you will be making a round trip for the holidays, that would be great and i could assist with gas both ways. you  [...]",2012-11-14T17:29:19-05:00,emailnotfound
need a ride to town? (tally/ wakulla),tallahassee,http://tallahassee.craigslist.org/rid/3409863938.html,"if you need a ride from anywhere around here to somewhere else around here and can give gas and just a bit more.. car and driver available. email need, date, time, and a number and i'll get back to ya. room for babies in the back if you are tired of  [...]",2012-11-14T15:47:09-05:00,emailnotfound
ride offered - tallahassee to jacksonville on wed 11/21 (tallahassee),tallahassee,http://tallahassee.craigslist.org/rid/3409439301.html,"i'm offering a ride from tallahassee to jacksonville. 
leaving november 21st returning november 25th. i'm driving back to jacksonville to see my family for thanksgiving. contact me on zimride: http://www.zimride.com/ride/share?ride=529064 or email ch [...]",2012-11-14T13:10:57-05:00,emailnotfound
ride needed - tallahassee to lithonia on thu 11/15 (tallahassee),tallahassee,http://tallahassee.craigslist.org/rid/3409141770.html,"i'm looking for a ride from tallahassee to lithonia. 
leaving november 15th returning november 27th. 
my dates are flexible. ",2012-11-14T11:23:06-05:00,emailnotfound
from florida to dallas tx,tallahassee,http://tallahassee.craigslist.org/rid/3386169079.html,do you need a ride from florida to dallas tx please call me at 941-204-6888 debbie,2012-11-14T08:54:49-05:00,emailnotfound
"tallahassee to miami, fl along the i-10 (tallahassee to miami, fl)",tallahassee,http://tallahassee.craigslist.org/rid/3408415951.html,"i'm gonna take a road trip from tallahassee to miami around november 19th (give or take a few days), in my minivan. if you, your pet, or your stuff need a ride anywhere on the way i'd gladly try to accomodate the offer if you are trustworthy, easy to [...]",2012-11-13T23:43:08-05:00,emailnotfound
offering ride from tallahassee to atlanta fri. 11/16 (eastpoint),tallahassee,http://tallahassee.craigslist.org/rid/3408196518.html,"i'm driving up to atlanta from eastpoint, and i can swing through tallahassee if you want to help with gas and add some conversation. it will be in the afternoon or evening and the exact time will depend on my variable work schedule. i make this trip [...]",2012-11-13T21:17:48-05:00,emailnotfound
giving ride from tallahassee to orlando area 11/21 coming back 11/23,tallahassee,http://tallahassee.craigslist.org/rid/3407201278.html,headed to orlando area for thanksgiving willing to give ride for a few bucks for gas. leaving tally sometime wednesday afternoon heading back to tally friday midafternoon. flexible schedule though! $30 would be awesome round trip/ $15 one way! text m [...],2012-11-13T14:10:03-05:00,emailnotfound
ride offered - tallahassee to venice on tue 11/20 (tallahassee),tallahassee,http://tallahassee.craigslist.org/rid/3407068986.html,"i'm offering a ride from tallahassee to venice. 
leaving november 20th returning november 27th. i could leave 15-30 minutes beforehand. willing to drive pretty much anyone there. i plan on leaving venice around 6pm tuesday the 27th to get back to fsu [...]",2012-11-13T13:22:45-05:00,emailnotfound
tallahassee to orlando ,tallahassee,http://tallahassee.craigslist.org/rid/3340103542.html,"i drive down every friday (around 5:00pm) to orlando and come back to tallahassee every sunday night (around 7:30pm) if you need a ride feel free to email me (the cost is $25 per person, each way) . i will very likely be using a 2012 compact or subco [...]",2012-11-13T13:12:10-05:00,emailnotfound
tallahassee to jacksonville (tallahassee),tallahassee,http://tallahassee.craigslist.org/rid/3406847137.html,"i'm driving from tallahassee to jacksonville (st. johns county) on wednesday 11/21 and ill be coming back to tallahassee on sunday 11/25, most likely. i have a sedan and a couple seats available. throw me some gas money and come along.",2012-11-13T12:03:46-05:00,emailnotfound
 need ride tallahasee to destin ,tallahassee,http://tallahassee.craigslist.org/rid/3406683357.html,"anyone leaving from tallahassee to destin, and hopefully returning to tallahassee same on next day. preferable on weekend.",2012-11-13T11:03:14-05:00,emailnotfound
tallahassee to south florida (tallahassee),tallahassee,http://tallahassee.craigslist.org/rid/3405555610.html,"young professional needs a ride to south florida (coral springs, specifically). timing flexible but hoping to leave sooner than later. i will of course contribute to gas money. ",2012-11-12T19:34:02-05:00,emailnotfound
re; needing a ride (tallahassee),tallahassee,http://tallahassee.craigslist.org/rid/3403805494.html,"really your wanting someone to give you a ride and you want even post a contact number. how trusting is that of you, and why would anyone want to spend 4 hours riding with someone thats not trustworthy.",2012-11-12T07:46:32-05:00,emailnotfound
"need ride from tallahassee to atlanta on nov 21,2012(thanks giving)",tallahassee,http://tallahassee.craigslist.org/rid/3403143272.html,i am looking for a ride share from tallahassee to atlanta on nov 21st 2012 . i am a 25 year old male.,2012-11-11T19:59:50-05:00,emailnotfound
need ride from tally to atlanta on thanksgiving! (thanksgiving-tally to atlanta area),tallahassee,http://tallahassee.craigslist.org/rid/3402088205.html,i am looking for a ride from tallahassee to atlanta on thanksgiving. i am a 27 yr old female. thanks! :),2012-11-11T11:31:34-05:00,emailnotfound
leaving tallahassee for palm beach/ coconut creek area 11/19/12 (coconut creek/ deerfield),tallahassee,http://tallahassee.craigslist.org/rid/3398128089.html,"hello, 
my fiancee michael is leaving tallahassee on, 11/19/12 at aprox. 4:00pm maybe later will be discussed more once he is here friday 11/16/12. hes going to palm beach /deerfield/coconut creek area. if there is anyone in need of a rideshare he wi [...]",2012-11-09T14:20:30-05:00,emailnotfound
ride offered to jacksonville and back 11/09 & 11/11 (talahassee),tallahassee,http://tallahassee.craigslist.org/rid/3396557409.html,leaving and coming back in late afternoon. thanks.,2012-11-08T20:16:31-05:00,emailnotfound
"need ride to pensacola, sun or monday (ne tallahassee)",tallahassee,http://tallahassee.craigslist.org/rid/3396147136.html,needing a ride to pensacola (uwf) on sunday or monday. willl pay gas. ,2012-11-08T16:58:26-05:00,emailnotfound
need ride from tallahassee to south florida (tallahassee),tallahassee,http://tallahassee.craigslist.org/rid/3396144193.html,"i am a young professional in need of a ride from tallahassee to south florida (specifically, coral springs) to visit with family for a bit. i am flexible as to the date and would, of course, chip in for gas. 
thank you, richard",2012-11-08T16:57:13-05:00,emailnotfound
"i need a ride to hollywood, fl november 16-17 (tallahassee )",tallahassee,http://tallahassee.craigslist.org/rid/3394353742.html,"i need a ride to hollywood friday the 16th after 3:30pm or at any point on the 17th. i will be bringing a bicycle with me, but i have all the tools to break it down to fit into a trunk. will provide gas money and good company. preferable to ride with [...]",2012-11-07T21:47:05-05:00,emailnotfound
ride offered - tallahassee to live oak on thu 11/8 (tallahassee),tallahassee,http://tallahassee.craigslist.org/rid/3393810257.html,"i'm offering a ride from tallahassee to live oak. 
leaving november 8th returning november 12th. hi, im going to all of bear creek music fest. looking for chill people in a festival mindset. there may be 3 seats available depending on if my friend(s) [...]",2012-11-07T17:11:16-05:00,emailnotfound
driving to dallas-asap (cape coral),tallahassee,http://tallahassee.craigslist.org/rid/3393509328.html,i am leaving cape coral on thursday morning (tomarrow) headed to dallas tx. it would be nice to have someone to help with driving/gas/their own food. plz call me as soon as possible if you are interested. i have to leave right away with or without yo [...],2012-11-07T15:11:44-05:00,emailnotfound
offering ride to georgia sunday (atlanta or nearby),tallahassee,http://tallahassee.craigslist.org/rid/3390547435.html,"i am offering a ride to from tallahassee fl (or nearby) to atlanta ga (or nearby). i will be leaving sunday 11/11. i can drop you off anywhere on the way within a reasonable distance (50 miles or so). i am a 28 year old, white, male, doctoral student [...]",2012-11-06T11:16:58-05:00,emailnotfound
thanksgiving tally to orl or s. fla,tallahassee,http://tallahassee.craigslist.org/rid/3388377225.html,i am driving down to miami for thanksgiving wednesday 11/21 after i get out of work at 6pm and driving back up saturday 11/24 early afternoon. i can make a stop in orlando. i have a small 2010 hyundai elantra so i could fit three others comfortably.  [...],2012-11-05T12:47:19-05:00,emailnotfound
looking for regular weekend travel between tally and jacksonville (tallahassee),tallahassee,http://tallahassee.craigslist.org/rid/3387239443.html,"i am travelling regularly on weekends (friday and sunday evening) between tallahassee and jacksonville. if someone has similar schedule, we can prob drive alternatively or pay each other gas money for the ride.",2012-11-04T22:09:40-05:00,emailnotfound
car pool / havana to tallahassee (fsu ),tallahassee,http://tallahassee.craigslist.org/rid/3385033543.html,"looking for dependable ride from havana florida to tallahassee florida to be specific florida state university. will be willing to help with gas expense, please email if you make the commute and would be willing to have a passenger. i would need a ri [...]",2012-11-03T20:52:20-04:00,emailnotfound
julie's place (tally),tallahassee,http://tallahassee.craigslist.org/rid/3384093589.html,"i want to go to julie's place/tavern to sing tonight! if you're going that way, hit me up, please! k? 
:) 
-bradley ",2012-11-03T13:33:21-04:00,emailnotfound
travel ride anywhere in the usa for cheap,tallahassee,http://tallahassee.craigslist.org/rid/3328219190.html,"**this is a limited time offer** 
we are a wholesale travel agency that specializes in providing the best price for greyhound bus lines. since we are an online only travel booker, we are able to further discount travel tickets b/c we have very low op [...]",2012-11-03T09:28:32-04:00,emailnotfound
please help me get to work  (32310),tallahassee,http://tallahassee.craigslist.org/rid/3382160714.html,"i have a new job at governor's square mall and i need a ride to work and back wednesday, november 7th. i have to be at work at 12 noon and i get off at 4pm. i live out west, off of highway 20, close to the ochlockonee river dam. please email for my n [...]",2012-11-02T15:37:41-04:00,emailnotfound
"need a ride asap! (tallahassee to hampton, virginia )",tallahassee,http://tallahassee.craigslist.org/rid/3381479567.html,"i need a ride to hampton virginia, or hampton roads area next weekend, november 9-10th. please contact me asap if you are heading that way anytime soon. 
thanks!!",2012-11-02T11:22:17-04:00,emailnotfound
"need a ride to new orleans friday, 11/2 (tally)",tallahassee,http://tallahassee.craigslist.org/rid/3380681200.html,"clean cut, sane mid 30s guy traveling light needs to get to nola tomorrow afternoon, evening or night. good company (unless you want to discuss the virtues of the tea party) and glad to help with gas.",2012-11-01T22:26:47-04:00,emailnotfound
i'm driving to nyc area 11/4 (eastern li),tallahassee,http://tallahassee.craigslist.org/rid/3379473945.html,depaert sun night or mon am--non-drivers ok-- late model extended cab pick up. share all expenses!,2012-11-01T13:17:56-04:00,emailnotfound
offering ride to atlanta area (or anywhere on the way),tallahassee,http://tallahassee.craigslist.org/rid/3377518824.html,"i will be traveling from tallahassee to atlanta on sunday 11/11. if you are in need of a ride to atl or anywhere on the way, email for more info. i am a 28 yr. old, white, male, doctoral student. just looking to save some gas money, as i make this tr [...]",2012-10-31T14:35:24-04:00,emailnotfound
discount cheap rides to any city,tallahassee,http://tallahassee.craigslist.org/rid/3360197624.html,"**this is a limited time offer** 
we are a wholesale travel agency that specializes in providing the best price for travel on greyhound or amtrak we can get you or your friends tickets from and to any city in the country. so be sure to tell family an [...]",2012-10-30T20:32:33-04:00,emailnotfound
need ride to orlando for thanksgiving (tallahassee),tallahassee,http://tallahassee.craigslist.org/rid/3374167136.html,"i've had a really shitty time finding a ride back to orlando. why are people going there so fucking selfish with their cars, especially people going to fsu? lots of people go there from here...so, please, if you're going there, please give me a lift. [...]",2012-10-30T01:46:04-04:00,emailnotfound
"ride to ""unleash the power within""",tallahassee,http://tallahassee.craigslist.org/rid/3370074140.html,"i just found out about this thing called ""unleash the power within"" by tony robbins in orlando 11/1-11/4. i'd love to go but i really need a ride there. does anybody want to try this with me? 
alex 
407-493-3467",2012-10-28T05:09:16-04:00,emailnotfound
tally to orlando for edc,tallahassee,http://tallahassee.craigslist.org/rid/3362913137.html,"hey, 
i need a ride to edc orlando nov. 9 and 10. so if youre going please let me know. ill pay for gas :) 
thank you",2012-10-24T20:40:29-04:00,emailnotfound
from tally to atl and lawrenceville  (tally),tallahassee,http://tallahassee.craigslist.org/rid/3361443233.html,leaving tally thursday at 10am to go to atl and lawrenceville ga. returning on saturday. would love company with tits. ,2012-10-24T10:49:54-04:00,emailnotfound
"tally to jax (mims, fl)",tallahassee,http://tallahassee.craigslist.org/rid/3358186547.html,"i am driving from tally to mims on thursday night i'm going to leave around 6 or 7pm and i will return to tally on sunday evening, jax is on the way so i can drop you off and pick you up, just asking for $30 for gas each way. i dont pick up unknow nu [...]",2012-10-22T22:20:46-04:00,emailnotfound
driving from tally to tampa 10/26,tallahassee,http://tallahassee.craigslist.org/rid/3357226504.html,"i will be leaving tallahassee at about 10:30/11 am friday morning on the 26th for tampa. 
i'm coming back sunday evening. if you would like to ride and split gas one or both ways of the trip feel free to email me. 
i'm a 21 year old male student at f [...]",2012-10-22T15:17:16-04:00,emailnotfound
offering ride north to atlanta georgia (anywhere on the way),tallahassee,http://tallahassee.craigslist.org/rid/3356310706.html,"i will be leaving tallahassee, fl and heading to atlanta, ga on sunday the 28th. if you need a cheap ride send me an email. i am a 28 yr. old white male doctoral student, looking to save some money (i make this trip several times a month). i can drop [...]",2012-10-22T09:38:59-04:00,emailnotfound
need ride to tcc  (mcarthur street ),tallahassee,http://tallahassee.craigslist.org/rid/3352786235.html,"hi, 
i need a ride to tcc, and every once in a while the mall or thrift store. i can do a job for you in exchange for giving me a ride--sorry i don't have a lot of money. 
ps: young sane fsu or tcc student is mandatory 
xoxo",2012-10-20T14:44:25-04:00,emailnotfound
mon.oct 22 /tallahassee to los angeles (tharpe),tallahassee,http://tallahassee.craigslist.org/rid/3352057141.html,"looking for person to share fuel expenses and wants to be dropped off along my route. 
early about 6am monday oct. 22 i will be driving from tallahassee to los angeles california. 
i should be getting to texas about monday evening between 7-10pm and  [...]",2012-10-20T09:47:15-04:00,emailnotfound
to ft. lauderdale and/or back,tallahassee,http://tallahassee.craigslist.org/rid/3347980761.html,"leaving tallahassee late friday- approximately 7-7:30. driving till we reach ft. lauderdale! coming back early afternoon sunday. 
two spots available, $50 for one person, $80 for two people. ",2012-10-18T13:55:17-04:00,emailnotfound
i need ride to/from orlando (tallahassee),tallahassee,http://tallahassee.craigslist.org/rid/3346003741.html,"if anybody is going that way on the weekends, please call alex at 407-493-3467. i'm an fsu student.",2012-10-17T16:31:19-04:00,emailnotfound
need ride to key west (key west),tallahassee,http://tallahassee.craigslist.org/rid/3344821246.html,hi i need ride to key west this week myself and my dog she is medium size very well behaved caan help with gas. ,2012-10-17T08:36:55-04:00,emailnotfound
need ride from tally to jacksonville & back this weekend (fsu),tallahassee,http://tallahassee.craigslist.org/rid/3344144570.html,i need a ride to jacksonville on friday evening or early saturday morning and back on sunday evening or so. i can pitch in $40 for both trips. i'm located at fsu. call or text 801-654-9839. thanks!,2012-10-16T20:29:21-04:00,emailnotfound
tallahassee north to atl (anywhere in between tally and atl),tallahassee,http://tallahassee.craigslist.org/rid/3341525690.html,i will be driving from tallahassee to atlanta on sunday oct. 21st. gas contribution will be very reasonable. i am a 28 yr. old white male doctoral student. if you need to go anywhere between tallahassee and atlanta that's fine too. email for more inf [...],2012-10-15T19:22:54-04:00,emailnotfound
ride share to new orleans october 15th,tallahassee,http://tallahassee.craigslist.org/rid/3335696417.html,i am traveling to new orleans the morning of october 15th. i have room for one passenger plus luggage. gas costs to be shared.,2012-10-13T06:20:00-04:00,emailnotfound
i need  to get to west-palm beach (lake worth),tallahassee,http://tallahassee.craigslist.org/rid/3332305771.html,"hello anyone that is going to west palm beach on the 18/19/ or before or after please let me know i am in tallahassee area my number is 561-599-4339, magic jack number 914-205-8704 i am nesly a male.",2012-10-11T16:34:35-04:00,emailnotfound
"******f350 & car trailer going to hou, texas********** (stops along the way to pick up and drop )",tallahassee,http://tallahassee.craigslist.org/rid/3264153166.html,"i am driving my f350 stake bed over to houston as soon as i get a load. if you have something to ship i will give you a good price if you can wait a little or i can hot shot it over there for you. 
i am also taking my car trailer so if you need somet [...]",2012-10-10T07:32:13-04:00,emailnotfound
wednesday afternoon tally to lakeland,tallahassee,http://tallahassee.craigslist.org/rid/3327401524.html,"need a ride to lakeland fl from tallahassee 
want to leave around 4 oclock 
will pitch in for gas 
863 738 1430",2012-10-09T14:34:20-04:00,emailnotfound
i'm going to gainesville fl 10/13,tallahassee,http://tallahassee.craigslist.org/rid/3326717229.html,"if you need a ride, i am leaving at 9 am. asking $25 for gas.",2012-10-09T10:20:04-04:00,emailnotfound
tallahassee to atlanta (anywhere in between),tallahassee,http://tallahassee.craigslist.org/rid/3325444690.html,"i am leaving tallahassee for atlanta on sunday oct. 21st. if you need a ride anywhere on the way, that's fine too. gas will be very reasonable, and much better (cleaner, cheaper, faster) than taking a greyhound. e-mail for more info. ",2012-10-08T17:19:19-04:00,emailnotfound
"looking for carpool/thomasville, ga to tally (college ave, tallahassee)",tallahassee,http://tallahassee.craigslist.org/rid/3317693940.html,i am supposed to start a job in tallahassee on tuesday and my car died...looking for someone (preferably female) who lives in thomasville and commutes to tallahassee. needed tuesdays wednesdays and thursdays...need to be in by 8:30am but willing to l [...],2012-10-05T07:35:42-04:00,emailnotfound
tv on online for free!,tallahassee,http://tallahassee.craigslist.org/rid/3285346327.html,"watch over 4000 channels+hd quality, 
click here: http://www.wherecaniwatchtv.com",2012-10-04T15:41:11-04:00,emailnotfound
get gas vouchers for driving as usual for driving as usual,tallahassee,http://tallahassee.craigslist.org/rid/3314879078.html,"you can now start earning free rewards while you drive! pick between electronics, live concert tickets, romantic retreats, and much more. new free rewards added regularly! . ",2012-10-03T21:37:54-04:00,emailnotfound
i'm going 2 gainesville fl 10/13,tallahassee,http://tallahassee.craigslist.org/rid/3313927910.html,leaving at 9:00 am on 10/13. asking $25.00 for gas.,2012-10-03T14:31:19-04:00,emailnotfound
"tally going north to atl (tally to marietta, ga)",tallahassee,http://tallahassee.craigslist.org/rid/3313825365.html,"i am leaving tallahassee sunday october 7th and heading north to marietta, ga which is just north of atlanta. if you're in need of a ride anywhere on the way or to atlanta respond via email. the ride will be very inexpensive. i'm a 28 yr. old white m [...]",2012-10-03T13:54:04-04:00,emailnotfound
tallahassee to baton rouge 10/5 return 10/8 (fsu - lsu),tallahassee,http://tallahassee.craigslist.org/rid/3313330653.html,"i'm leaving for baton rouge, louisiana from tallahassee, florida after work on october 5. i'll be taking i-10. it would be great to find someone to help with gas. shoot me an email if you require more info. 
i'm not creeepy, and it'd be great if you  [...]",2012-10-03T10:50:17-04:00,emailnotfound
tallahassee to orlando (tallahassee),tallahassee,http://tallahassee.craigslist.org/rid/3312576032.html,i'm trying to find a ride home for the weekend. i can leave as early as friday morning. i'm trying to get to a training class. please call alex at 407-493-3467 if you're headed to orlando soon.,2012-10-02T22:06:47-04:00,emailnotfound
tallahassee to orl today or tomorrow (tallahassee),tallahassee,http://tallahassee.craigslist.org/rid/3311290225.html,"on my way home from a long road trip. the car broke down in tally, and i need to get back to orlando area by wednesday night. i have two small bags. please let me know if you will be traveling that anytime today or tomorrow. i have gas money availabl [...]",2012-10-02T12:50:22-04:00,emailnotfound
