title,postingFrom,permalink,shortDescription,postingDate,mailToLink
i'm driving to northern va (fairfax station),onslow,http://onslow.craigslist.org/rid/3417439814.html,im a 25 year old marine leaving jacksonville between 0900 an 1200 nov. 21st wed to northern va returning on the 25th if ride back is needed. looking for someone willing to help with gas. i keep a nice clean car talkative when called for but at the sa [...],2012-11-17T20:48:27-05:00,emailnotfound
anyone heading to ny? (long island),onslow,http://onslow.craigslist.org/rid/3416197192.html,"is anyone heading up to the nyc / li area for the thanksgiving 96? if you are, and are maybe looking for a co-pilot to socialize with, split gas and tolls with, let me know. budget is too tight to drive to ny and plane tickets are too much. let me kn [...]",2012-11-17T11:30:07-05:00,emailnotfound
"transportation jobs offered (jacksonville, nc and surrounding area)",onslow,http://onslow.craigslist.org/rid/3400110360.html,"boomerang transport is currently in need of reliable drivers in and around jacksonville, nc. our drivers are responsible for providing injured workers rides to and from their doctors office/physical therapy appointments. 
this is a low stress, reward [...]",2012-11-16T10:21:18-05:00,emailnotfound
"do you need ride to va, wv or ohio (jacksonville)",onslow,http://onslow.craigslist.org/rid/3408543081.html,"i will be headed to ohio on sunday across i-40 up i-77 then across toward columbus, oh and can drop anywhere along the way... 
will only have room for 1 passenger, i have to pick soom equipment up 
also leaving monday from ohio headed back to jackson [...]",2012-11-14T01:59:54-05:00,emailnotfound
need a ride to tx asap (san antonio),onslow,http://onslow.craigslist.org/rid/3406659828.html,my husband a active marine is in a ptsd treatment center and i would love to go and participate i need a ride i cant afford the travel expenses and the hotels to stay please any help appreciated.....,2012-11-13T10:54:02-05:00,emailnotfound
anyone heading to chapel hill or raleigh? (jacksonville),onslow,http://onslow.craigslist.org/rid/3405354392.html,anyone heading to raleigh or chapel hill? im a musician who lives very far from the practice space. if your going that way i can hep out with gas. im between cars at the moment and any help would be greatly appreciated.,2012-11-12T18:02:06-05:00,emailnotfound
"anyone headed north? (jacksonville, nc)",onslow,http://onslow.craigslist.org/rid/3397533750.html,"i am trying to get to baltimore, md. looking to see if anyone is driving my way. i have money to contribute to gas. please call 910-546-0876 or 910-238-4080. thank you!!",2012-11-09T10:42:13-05:00,emailnotfound
heading to detroit for thanksgiving (camp lejeune),onslow,http://onslow.craigslist.org/rid/3379747865.html,ill be heading up to detroit for the thanksgiving holiday leaving about 8:30am. i have a f350 diesel pick up and will split gas with anyone who needs a ride. 1/2 for gas will be roughly $220. if i find 2 people that want to head up to detroit it will [...],2012-11-01T15:01:33-04:00,emailnotfound
"jacksonville to chicago (jacksonville, nc)",onslow,http://onslow.craigslist.org/rid/3377185842.html,looking for two people to travel from jacksonville to chicago on december 21st.,2012-10-31T12:27:25-04:00,emailnotfound
jacksonville-memphis (jax),onslow,http://onslow.craigslist.org/rid/3371047743.html,nov 14th driving from jacksonville to memphis if anyone is headed this way let me know have plenty of room.,2012-10-28T16:37:55-04:00,emailnotfound
newbikers club. marines-civillians  (cherrypoint/jaxville area),onslow,http://onslow.craigslist.org/rid/3362144652.html,"new bikers club lets do this, tired of trying to find people to ride with on these perfect weather condition weekends. lets see how many people we can get to star this up. i ride a r6 .. cruisers are allowed as well . www.facebook.com/moreballsthanbr [...]",2012-10-24T15:04:43-04:00,emailnotfound
i'm driving from jacksonville to orlando ,onslow,http://onslow.craigslist.org/rid/3358170496.html,"i'm looking for a ride buddy who's willing to contribute to gas cost from jacksonville sc to orlando florida - on 24/25 october 2012.. 
i'm a photo-journalist from uk - 40yr old male.. driving a 4x4 - 
nice tunes, relaxed and easy goin.. nice company [...]",2012-10-22T22:11:01-04:00,emailnotfound
ride to/in vicinity of raleigh airport (hubert/jacksonville),onslow,http://onslow.craigslist.org/rid/3357108666.html,"i need a ride to/in vicinity of raleigh airport asap. if you are not traveling there, monetary compensation will be discussed.",2012-10-22T14:34:33-04:00,emailnotfound
carolina forest to lejeune and back.  ($$$$$$$$$$$),onslow,http://onslow.craigslist.org/rid/3342431944.html,so i have found myself in a bit of a bind and am in need of transporation to camp lejeune from carolina forest in the morning and a return trip in the afternoon. i can make my schedule work to yours but would prefer to arrive at my work near heroz (t [...],2012-10-16T08:56:02-04:00,emailnotfound
october 26 to se michigan (jacksonville to mi),onslow,http://onslow.craigslist.org/rid/3321718810.html,"i am looking at leaving on october 26th early afternoon to drive to southeast michigan. i will have space for 1 more person and a bag. i am looking for someone to talk with along the way while i drive. you don't need to do any of the driving, just re [...]",2012-10-06T22:29:15-04:00,emailnotfound
need a ride? (nc to mi),onslow,http://onslow.craigslist.org/rid/3321558849.html,"i'm driving to mi on thursday the 11th, if you would like a ride to anywhere in between you welcome to come along just email me before wednesday. thanks curtis",2012-10-06T20:35:06-04:00,emailnotfound
