title,postingFrom,permalink,shortDescription,postingDate,mailToLink
driving to boston saturday 11/24 (commack),longisland,http://longisland.craigslist.org/rid/3417860566.html,well hey there. my girlfriend and i are law students in boston and going back home to long island for thanksgiving. we rented a car because buses were already extortionate by the time we tried to book. we'll be leaving commack around 7am on saturday  [...],2012-11-18T03:54:15-05:00,emailnotfound
need assistance asap!!!!!,longisland,http://longisland.craigslist.org/rid/3416280706.html,"should you travel from the southampton area to lancaster,pa, often, or know of anyone willing to do so, and negotiate bringing our belongins from southampton to lancaster city,pa.. 
due to unforseen circumstances, need your assistance with collecting [...]",2012-11-17T12:03:00-05:00,emailnotfound
"calm, reliable *woman* driver available   (western suffolk to anywhere)",longisland,http://longisland.craigslist.org/rid/3368423549.html,"driver available (from suffolk to anywhere) 
i'm a reliable, mature, calm woman available for long distance work. 
will drive, deliver or escort you, your family or your products in my clean smoke free vehicle equipped with gps and cell. 
or, if you  [...]",2012-11-16T21:08:43-05:00,emailnotfound
ride share (hempstead-farmingdale),longisland,http://longisland.craigslist.org/rid/3396701432.html,"any one wants to ride share from hempstead/uniondale/garden city to farmingdale ny 
leave at 7:45 am and have to be at work before 8:30 am and leave work at 5 pm. 
one week u drive and one week i do so. 
5 days a week 
male 28 
516 503 7782",2012-11-16T20:36:26-05:00,emailnotfound
ride offered - new york metro area to buffalo on fri 11/23 (new york),longisland,http://longisland.craigslist.org/rid/3414435851.html,i'm offering a ride from new york to buffalo. i need to be in the buffalo area by 7pm on 11/23. i have a chevy malibu with xm satellite radio that is very comfy. i'm 31 years old and have a clean driving record. looking for people to split cost of ga [...],2012-11-16T14:57:56-05:00,emailnotfound
offering roundtrip ride to pittsburgh (11/20 and 11/25) (hempstead),longisland,http://longisland.craigslist.org/rid/3412088359.html,"pretty self explanatory. 
i'll be leaving hempstead for pittsburgh around 5pm on tuesday 11/20 
i'll be returning to hempstead from pittsburgh sunday afternoon 11/25 
i drive a basic sedan with a pretty spacious trunk, good gas milage 
i am willing t [...]",2012-11-15T15:11:15-05:00,emailnotfound
don't have a car and need to run errands? (smithtown),longisland,http://longisland.craigslist.org/rid/3411519737.html,"don't have a car and need to run errands? 
local resident woman will pick you up at your home and drive you around to all your errands in a clean, late model, full size car. 
doctors appts, food shopping etc. and i'll wait! 
3 hour minimum/25. hr 
le [...]",2012-11-15T11:38:24-05:00,emailnotfound
need a long distance ride for thanksgiving? (suffolk),longisland,http://longisland.craigslist.org/rid/3411441252.html,"need a long distance ride for thanksgiving to visit family or friends? 
i'll take you safely in my immaculate non-smoking mercury grand marquis. 
let me know: 
*when you want to leave - day and time 
*where you need to be picked up from 
*where youre [...]",2012-11-15T11:07:05-05:00,emailnotfound
"mature gentleman driver available for rides to jfk, lga and isp (home based in farmingdale)",longisland,http://longisland.craigslist.org/rid/3409015692.html,"driving a spotless 2010 honda pilot suv. seating 1-7 passangers. prompt, respectful and inexpensive. please call richie for more information and rates. ",2012-11-14T10:31:56-05:00,emailnotfound
cheap deliveries! - man with a van - in town/out of state - no limits (long island),longisland,http://longisland.craigslist.org/rid/3408370942.html,"cheap deliveries! - man with a van - in town/out of state - no limits 
nothing is impossible 
if u need it moved from here to there im your guy 
no upfront cost, i pay for gas, i provide my time you just pay a flat cost of 
$1 per mile round trip - t [...]",2012-11-13T23:08:22-05:00,emailnotfound
"ride to boston, sunday 11/25, $20 (nassau north shore)",longisland,http://longisland.craigslist.org/rid/3407184113.html,"i'm leaving from long island sunday 11/25, headed to the boston area. 
$20 for share of gas and tolls. 
lemme know if you want a ride. 
jon ",2012-11-13T14:03:55-05:00,emailnotfound
longisland to nyc ,longisland,http://longisland.craigslist.org/rid/3405250244.html,i am a 40s year old male driver .looking for someone to rideshare with to manhattan tuesday thru friday 530am leave longisland and return back from nyc at 5pm. which means get back to long island around 630 with hov lane . i drive a 2011 sonata 4 doo [...],2012-11-12T17:19:32-05:00,emailnotfound
i need a ride anytime tonight (mastic to patchogue),longisland,http://longisland.craigslist.org/rid/3403448384.html,i need a ride preferabllly soon its 11:30 p.m. on sunday night i need to pick up a dresser.,2012-11-11T23:20:43-05:00,emailnotfound
need i person for ride to fla,longisland,http://longisland.craigslist.org/rid/3403014790.html,"looking for mature one person male or female between 40 & 50 to share expenses and driving 
to tampa florida the day before thanksgiving 
jimmy 917-560-8507",2012-11-11T18:48:47-05:00,emailnotfound
2 adult mature couple needs to share a ride to central florida end nov,longisland,http://longisland.craigslist.org/rid/3366739981.html,"we are a older male and female, that is trying to move to central fl, we have no car or van and are looking to see if anyone is heading that way and also has some extra room for a few things that we are taking with us, we will share gas, tolls etc..  [...]",2012-11-11T17:01:02-05:00,emailnotfound
"~need ride to central fl,adult couple",longisland,http://longisland.craigslist.org/rid/3345982243.html,"we are a mature adult couple looking to share a ride to or near central fl, looking to leave at end of november! i live on l.i. in old bethpage 
please email me for pics and more info..i'd like to have a pic of the person as well..so i know who im ri [...]",2012-11-11T16:58:10-05:00,emailnotfound
"rideshare: long island 2 dc (baldwin, ny)",longisland,http://longisland.craigslist.org/rid/3402433596.html,"looking to split tolls, gas 
driving to dc/no. md monday (11/12) evening 
call today: 516-728-4716",2012-11-11T14:08:29-05:00,emailnotfound
east end long island to nyc (suffolk/nassau),longisland,http://longisland.craigslist.org/rid/3396573657.html,"can leave eastern suffolk between 3 and 5am would like to be in nyc before 7. returning back to eastern suffolk aprox. 3 hours later. willing to pick you up and drop you off door to door. 
no profit. contribute to gas. $25 round trip or any part of.  [...]",2012-11-08T20:25:31-05:00,emailnotfound
needed: riverhead to nyc tonight (riverhead),longisland,http://longisland.craigslist.org/rid/3393655344.html,"24 year old farm intern -- need a ride to nyc tonight so i can pick up my bf at the nyc greyhound stop (in herald square) early in the morning. 
he gets in at 7am and i want to be meet him there &lt;3 and then bring him back up to riverhead, so if yo [...]",2012-11-07T16:08:12-05:00,emailnotfound
leaving for florida /november (long island),longisland,http://longisland.craigslist.org/rid/3322892934.html,"florida bound in november. please leave # , thanks",2012-11-06T08:03:48-05:00,emailnotfound
morning carpool wanted - islip terrace to planet fitness bay shore (islip terrace to planet fitness bay shore),longisland,http://longisland.craigslist.org/rid/3389719974.html,"islip terrace to planet fitness bay shore 
to help through this gas misery. 
thanks!",2012-11-05T22:29:14-05:00,emailnotfound
any one going to toronto this week?,longisland,http://longisland.craigslist.org/rid/3381647167.html,"any one going to toronto from, or through rochester this week? 
i would like to buy a metal detector from rochester, but need it delivered to toronto. 
i will pay $25 for delivery. ",2012-11-02T12:26:22-04:00,emailnotfound
patchouge ny to charlotte nc (patchouge),longisland,http://longisland.craigslist.org/rid/3380787904.html,im leaving patchouge ny heading to charlotte nc 11/5 at 6pm if anyone needs a ride im charging $80,2012-11-01T23:43:53-04:00,emailnotfound
"islip to atlantic terminal brooklyn  (islip, ny)",longisland,http://longisland.craigslist.org/rid/3379936904.html,"i will be driving from islip long island to atlantic terminal brooklyn, until the lirr is back up. $15 a day round trip. call 607-342-4056 if interested. 
thanks, 
rob",2012-11-01T16:16:24-04:00,emailnotfound
"offering reasonably priced rides in and around nassau county (nassau county, fp, nhp, gc, elmont...)",longisland,http://longisland.craigslist.org/rid/3379008229.html,"young male, friendly and perfectly sane, not able to work because of blackout, trying to use my vehicle as transportation to make some cash...feel free to call/text...thanks! 
505-818-8895",2012-11-01T10:03:46-04:00,emailnotfound
driving to florida (east coast),longisland,http://longisland.craigslist.org/rid/3377501942.html,i'm driving a 05 trail blazer looking for someone who is willing to get the gass! i'm 37 male dog trainer,2012-10-31T14:28:52-04:00,emailnotfound
"~~2 great,honest,loyal couple needs a ride to fl~",longisland,http://longisland.craigslist.org/rid/3316348306.html,"we are a older male and female, that is trying to move to central fl, we have no car or van and are looking to see if anyone is heading that way and also has some extra room for a few things that we are taking with us, we will share gas, tolls etc..  [...]",2012-10-29T15:49:14-04:00,emailnotfound
florida bound early jan. (stuart),longisland,http://longisland.craigslist.org/rid/3339869257.html,senior will pay gas & tolls. looking to leave from massapequa first week in jan using my car. will share the driving.,2012-10-27T13:17:56-04:00,emailnotfound
port jeff to islip airport or ronkonkoma rail (daily 7:00am return 5:00pm),longisland,http://longisland.craigslist.org/rid/3361718955.html,"daily commuter ride monday thru friday from port jefferson rail to ronkonkoma rail and or islip mcarther airport 30.00 weekly 
in large luxury suv",2012-10-24T12:32:10-04:00,emailnotfound
"do you need a ride to pennsylvania? (long island to lewisburg, pa.)",longisland,http://longisland.craigslist.org/rid/3328635255.html,"i am heading to lewisburg pennsylvania on saturday october 20th. i plan on leaving huntington area about 4:00am heading through new jersey, route 80 and ending up in lewisburg, pennsylvania. i can pick you up and drop you off anywhere along the way.  [...]",2012-10-23T19:33:52-04:00,emailnotfound
"do you need a ride to pennsylvania? (long island to lewisburg, pa.)",longisland,http://longisland.craigslist.org/rid/3351281222.html,"i am heading to lewisburg pennsylvania on saturday october 27th. i plan on leaving huntington area about 4:00am heading through new jersey, route 80 and ending up in lewisburg, pennsylvania. i can pick you up and drop you off anywhere along the way.  [...]",2012-10-23T19:33:18-04:00,emailnotfound
ride to manhattan monday 10/29 - e53 st. (huntington),longisland,http://longisland.craigslist.org/rid/3357870431.html,"ride available to. manhattan monday, 10/29 to e53 street and 3rd ave. pick-up at 10am near huntington. village. $30 one way. leave manhattan by 2pm - round trip $50. 
call 631-793-1804 or contact by email reply for more information",2012-10-22T19:34:04-04:00,emailnotfound
ride to florida - fwb  and no cost (long island),longisland,http://longisland.craigslist.org/rid/3295246949.html,"i am driving to florida in about a month. i am a senior (61) and am going alone, but would enjoy female companionship for chat, dining, sleepmate/lovemaking, etc . if you are an older female and would enjoy such a trip (expense free) from long island [...]",2012-10-21T09:53:47-04:00,emailnotfound
im looking to share a ride with someone going from li to queens  (suffolk),longisland,http://longisland.craigslist.org/rid/3351616902.html,"im in a jam, my car broke down and i have no way to get to work come mon morning. i live in bay shore and travel to queens leaving around 5:30-6 each morning. im asking anyone who travels this route ( im located right on sunrise and can jump in witho [...]",2012-10-20T00:33:15-04:00,emailnotfound
local driver available (mid-eastern long island),longisland,http://longisland.craigslist.org/rid/3277125059.html,"need a local pick up and drop off. 
lirr, mcarthur airport? 
going to the east end for the weekend? 
i have a 2008 jeep commnader 
safe*reliable*secure 
(licensed security) 
available week nights and weekends 
$ negotiable",2012-10-15T09:45:10-04:00,emailnotfound
fifth wheel (stroudsburg pa),longisland,http://longisland.craigslist.org/rid/3336759412.html,"hi,we need a 38 ft fifth wheel jayco legacy moved from stroudsburg pa zip code 18360 to jensen beach florida october 22-686end of month flexible.the weight of the trailer is 11,686 pounds.if interested please call lydia or bryan 772-621-0904.",2012-10-13T15:45:42-04:00,emailnotfound
local driver available (mid-eastern long island),longisland,http://longisland.craigslist.org/rid/3279476190.html,"need a local pick up and drop off. 
lirr, mcarthur airport? 
going to the east end for the weekend? 
i have a 2008 jeep commnader 
safe*reliable*secure 
(licensed security) 
available ""weeknights and weekends"" 
$ negotiable",2012-10-11T08:56:48-04:00,emailnotfound
*professional car transport* (ny ny),longisland,http://longisland.craigslist.org/rid/3330857404.html,reliable car transport in the usa. we treat your car like our own.,2012-10-11T01:14:51-04:00,emailnotfound
car ride needed/carpool/driver (amityville/babylon area),longisland,http://longisland.craigslist.org/rid/3330123275.html,"driver/carpool needed for 6:00am/6:15am, five days a week. i need to be driven from amityville railroad to central islip. 
you can earn some extra cash before starting your work day. 
please give me a call if you are seriously able to commit. 
thank  [...]",2012-10-10T18:00:52-04:00,emailnotfound
personal touch-airport svc (li),longisland,http://longisland.craigslist.org/rid/3326511377.html,"i will take you to jfk, laguardia and macarthur airport in my private late model very clean car 
i am a mature professional man with outstanding driving record 
very reasonable rates 
can also pick you up on your return trip 
i am dependable and punc [...]",2012-10-09T08:20:28-04:00,emailnotfound
carpool/rideshare app (ios/android),longisland,http://longisland.craigslist.org/rid/3254876056.html,"hello ride-sharers/carpoolers, 
app name is rideshare4less a.k.a rs4l. 
used by people across 35 countries and 480 cities. 
you just put your start and destination on system and leave the match/sort on to the system intelligence. filter results by ra [...]",2012-10-05T22:16:56-04:00,emailnotfound
las vegas oct 8 (nassau),longisland,http://longisland.craigslist.org/rid/3314966627.html,need driving companion to drive to vegas and back. not much room for luggage ,2012-10-03T22:33:55-04:00,emailnotfound
ride available - new york to big pine key on fri 10/5 (new york),longisland,http://longisland.craigslist.org/rid/3312903293.html,"i'm looking forriders from new york to big pine keyflorisa keysleaving october 5th returning october 19th. i will drive my car and charge anyone $80.00 to go along, hope that person can drive a toyota stick shift..............i do this often to visit [...]",2012-10-03T03:33:11-04:00,emailnotfound
transportation (cedarhurst),longisland,http://longisland.craigslist.org/rid/3312537270.html,i am looking for someone to pick up and drop off my six year old son at home in the evenings. he attends the number 5 school,2012-10-02T21:43:53-04:00,emailnotfound
