title,postingFrom,permalink,shortDescription,postingDate,mailToLink
ride needed 11/21 anacortes to yvr (anacortes to yvr),skagit,http://skagit.craigslist.org/rid/3415386272.html,"i need a ride on the afternoon of wednesday november 21 to the vancouver airport.&nbsp; i can meet you anywhere between mt. vernon and bellingham, anacortes preferred.&nbsp; will pay 100% of gas costs. ",2012-11-16T19:46:36-08:00,emailnotfound
sedro to everett m-f,skagit,http://skagit.craigslist.org/rid/3345041102.html,hello. i drive from woolley to everett monday through friday for work. i leavewoolley around 6:30am and i leave everett around 6pm. just looking for someone who can put in $30 a week for gas. i can pick up in my vernon or woolley and same for drop of [...],2012-11-14T07:33:14-08:00,emailnotfound
ferry to deer harbor (orcas island),skagit,http://skagit.craigslist.org/rid/3404692359.html,"hello. i need a lift from the orcas island ferry to deer harbor tomorrow. i'll be taking the 10:35am ferry out of anacortes and arriving on orcas at 11:40, as scheduled. 
if you're headed towards deer harbor and can afford to fit another traveler for [...]",2012-11-12T10:57:31-08:00,emailnotfound
carpool to whistler for opening day (sedro),skagit,http://skagit.craigslist.org/rid/3400827790.html,"trying to get a group together to head up the whistler for opening day, opening day is thursday the 22nd. if you are up for it the more people the lower the cost what you need: 
money lift tickets are 98cad + your share for gas 
passport/ enhanced dr [...]",2012-11-10T14:20:01-08:00,emailnotfound
need a carpool or vanpool daily to everett or seattle (stanwood),skagit,http://skagit.craigslist.org/rid/3400342073.html,i work at uw medical center from 7:00 am to 3:30pm. i can catch the bus home but need a ride in the mornings..either to everett by 5:30-5:45am or seattle by 6:00-6:15am. can pitch in for gas daily. unless there is someone that goes to uw at those tim [...],2012-11-10T10:49:10-08:00,emailnotfound
"ride needed for weekend of 11/18 (anacortes to mountain home, idaho)",skagit,http://skagit.craigslist.org/rid/3398740353.html,"my son and i need a ride a ride from anacortes to mountain home, idaho (50 miles past boise off of i-84) on the weekend of nov. 17/18. can help drive, good driving record. smoker. call bill at 208 371 2967",2012-11-09T15:33:16-08:00,emailnotfound
pullman bound (p-town),skagit,http://skagit.craigslist.org/rid/3394578850.html,"2 alumni need a ride friday for dads weekend and return sunday. anyone going that way for the game? 
nicole and pamela ",2012-11-07T21:43:54-08:00,emailnotfound
need vanpool o.h. to everett (oak harbor),skagit,http://skagit.craigslist.org/rid/3394525226.html,looking for a group that needs an additional rider for vanpool from oak harbor to everett (boeing). working hours are around 5:30am to 2:00pm. also willing to drive to mount vernon to catch a vanpool. ...marshall three six 0- 6 three 2- 3 five 8 four [...],2012-11-07T20:52:24-08:00,emailnotfound
need a ride anacortes to seattle - friday 11/9 (san juan),skagit,http://skagit.craigslist.org/rid/3394161542.html,"i am trying to get to seattle for the weekend, and a ride share would be much easier than bicycling to mount vernon to catch the bus. 
thanks! 
-todd",2012-11-07T16:55:50-08:00,emailnotfound
anyone need anything towed or hauled anywhere? (united states),skagit,http://skagit.craigslist.org/rid/3326043866.html,"im local, have a big truck, big flatbed trailer as well as a large cargo trailer. i just love to drive and go on trips anywhere. willing to tow haul or drive anything you need done. 
e-mail me with details of what, where(to and from) and when and i w [...]",2012-11-05T00:22:26-08:00,emailnotfound
ride needed stanwood to seattle today! (stanwood),skagit,http://skagit.craigslist.org/rid/3386205494.html,need a ride to seattle this afternoon. can help with gas. flexible on timing but would like to be down by the end of the seahawks game. shoot me an email. if you can hep! thanks!,2012-11-04T10:12:58-08:00,emailnotfound
ride needed anacortes- seatac (orcas),skagit,http://skagit.craigslist.org/rid/3382881406.html,i'm looking for a ride from the ferry at anacortes to seatac airport tomorrow (saturday 3rd). im hoping to be on the later ferry getting in to anacortes at 6pm. but if there is a ride going earlier i can make an earlier ferry. will help with gas $$.  [...],2012-11-02T18:14:58-07:00,emailnotfound
ride needed early early bham to anacortes (bellingham to anacortes),skagit,http://skagit.craigslist.org/rid/3382605793.html,"i am looking to make it onto the 9:30 am. boat to friday harbor from anacortes. can throw down five or so on gas. anyone headed out to anacortes from bellingham in the early a.m.: call me!!! 
360* 298* 5644 thanks!",2012-11-02T15:45:51-07:00,emailnotfound
spokane to bellingham (washington),skagit,http://skagit.craigslist.org/rid/3376513295.html,"i will be driving to bellingham on either 11/7 or 11/14 in the morning. if you need a ride to bellingham or anywhere along the way and have gas money to pitch in, hit me up. i'm a super chill guy. thanks 
p.s. i have a bike rack 
-mike",2012-10-31T00:08:08-07:00,emailnotfound
drive a forester to montana? (anacortes),skagit,http://skagit.craigslist.org/rid/3313813566.html,"i have a 99 subaru forester that i would like to have in montana in either missoula or whitefish from anacortes. you pay your own gas. return it as clean as you found it. only persons with valid driver's license, their own insurance, and a clean driv [...]",2012-10-30T20:15:05-07:00,emailnotfound
i need a ride from stanwood to everett or seattle m-f (stanwood),skagit,http://skagit.craigslist.org/rid/3369221170.html,i need to be in everett by 5:30 am or seattle by 6 am monday- friday willing to pitch in for gas ect. thanks!,2012-10-27T13:51:54-07:00,emailnotfound
need a ride-anacortes to seatac (anacortes),skagit,http://skagit.craigslist.org/rid/3366647853.html,"looking for a ride from the anactores to seatac on december 7th. i have a 11:30am flight so i would need to be at the airport around 10:30. $$$ gas provided. 
thanks",2012-10-26T11:04:35-07:00,emailnotfound
"looking to get back home..... (hayward, california)",skagit,http://skagit.craigslist.org/rid/3344317816.html,"i and my 11 month lab are seeking a ride home to hayward,california from marble mount wa moved here sept 15th led to be leave there was a job here waiting for me i spent every last penny i had to move to marble mount with a moving truck and for gas u [...]",2012-10-16T19:10:20-07:00,emailnotfound
