title,postingFrom,permalink,shortDescription,postingDate,mailToLink
catch a ride to myrtle beach (from a-town),allentown,http://allentown.craigslist.org/rid/3415873403.html,heading to myrtle beach area next weekend.traveling via i-95. share in gas money and pernhaps driving a bit and you have a ride.. i can take a few pieces of luggage as well.. email me for complete info.. it's about a 10 hour drive.. radio play most o [...],2012-11-17T08:49:13-05:00,emailnotfound
"driver/ transporter available for hire (nepa, nj, ny to fl.)",allentown,http://allentown.craigslist.org/rid/3387601876.html,"driver with vehicle available for all your transportation needs, 24/ 7 local to nepa or east coast to florida. i can transport your vehicle or pets to or from florida or anywhere in between. mature and reliable with references. reasonable rates.",2012-11-16T22:39:11-05:00,emailnotfound
"empty truck going back to buffalo,ny,,room for your cargo! (philly to allentown to buffalo)",allentown,http://allentown.craigslist.org/rid/3371437640.html,"piano mover heading back home,has room on truck for your cargo,reasonable! call tom miller at 716-625-8577. leaving nov.17,. miller piano service.com",2012-11-15T17:02:05-05:00,emailnotfound
we will drive you any where any time (abe area),allentown,http://allentown.craigslist.org/rid/3361195435.html,"we have hightop van that can seat up to 5 people. take you to sporting events, parties, doctors, shopping.any reason!!! we can dress formal or casual!! fee neg.",2012-11-15T16:30:34-05:00,emailnotfound
driver/transporter (anytime/anywhere),allentown,http://allentown.craigslist.org/rid/3352102147.html,call jeff at 610-984-5590.great references and very reliable.,2012-11-14T18:45:39-05:00,emailnotfound
"7 numbers to remember for transport (e. allentown,pa)",allentown,http://allentown.craigslist.org/rid/3388098788.html,"504-6566(610) is all you need to know if you need safe, dependable transportation to wherever you need to go in the lehigh valley. i can also drive l o n g distance to reading, philadelphia, scranton for example with prior notice.one thing i will ask [...]",2012-11-13T15:20:25-05:00,emailnotfound
snowbirds! let me drive your car to you!,allentown,http://allentown.craigslist.org/rid/3405666717.html,"winter is on its way! if you are heading south and would like to have your vehicle driven to you, i am the man for the job. i am 43, with no tickets or accidents in the past 20 years. i can provide references, and i am a non-smoker and non-drinker. i [...]",2012-11-12T20:30:11-05:00,emailnotfound
"$25/wk - drive child to/from school 1 mi away (east allentown, pa)",allentown,http://allentown.craigslist.org/rid/3403896660.html,"i need someone who can drive my son to & from school. we are on a limited budget, but looking at gas prices for anyone that lives up to 5mi away, with school trip added in, at 19mpg, it would cost no more than $3.50/day, so i think $5/day is a fair p [...]",2012-11-12T08:52:57-05:00,emailnotfound
*going south then west* (ft meyers and beyond),allentown,http://allentown.craigslist.org/rid/3403717219.html,"have room for a passenger 
heading for warmer territory this coming week..specifically to ft. meyers, then taking the very slow route westward to southern california..will 
stop many, many times, to take in the sites and small towns on the way,so you [...]",2012-11-12T05:40:43-05:00,emailnotfound
need a ride to take daughter to school wens and thurs (fountain hill),allentown,http://allentown.craigslist.org/rid/3403199174.html,need a ride to school and back then to pick her up we live in fountain hill she goes to james bucauon ,2012-11-11T20:32:48-05:00,emailnotfound
rides unlimited (south whitehall),allentown,http://allentown.craigslist.org/rid/3400637963.html,i have a full sized van and a honda accord ready to be put to use i am a retired school district employee looking to supplement my income i have time on my hands to help out wiil run errands for you drive you somewhere or pick things up for you just  [...],2012-11-10T15:51:21-05:00,emailnotfound
"personal driver (allentown,pa)",allentown,http://allentown.craigslist.org/rid/3400238715.html,"if you need a driver look no further,i'm the one. i'm available to drive long or short trips run errands for you or with you. parent's i'm also available to drop and pick your children up from school just contact me at 484-340-6597,ask for sonia",2012-11-10T13:09:13-05:00,emailnotfound
"rideshare offered... (e. allentown, pa.)",allentown,http://allentown.craigslist.org/rid/3388102108.html,"to and from lsi and any other trips, stops inbetween. maybe a personal driver? mature and undeniably reliable. 610 504 6566. if no answer, leave a message.",2012-11-10T12:17:07-05:00,emailnotfound
"daily transportation needed to and from work, m-f",allentown,http://allentown.craigslist.org/rid/3397657423.html,"i just got a new job and i need someone reliable but inexpensive to take me to and from work each day, from coopersburg to allentown. possibly could even just be one way, either take me to work each day or pick me up and take me home, depending on ce [...]",2012-11-09T11:30:03-05:00,emailnotfound
2nd shift mack worker in need of ride,allentown,http://allentown.craigslist.org/rid/3395256918.html,"hi. i live in northampton and work at mack in macungie. my hours are 3 to 11 mon. thru fri. stupidly refused to give blood after going through a checkpoint so i will soon be losing my license for an entire year. i will pay ""all"" gas money for every f [...]",2012-11-08T11:22:24-05:00,emailnotfound
have n e w car will travel! ! ! (allentown pa 18109),allentown,http://allentown.craigslist.org/rid/3328070151.html,i am a physically disabled man with a new car who has been driving 35+ years. i can help you in your situation if you can't or are unable to drive. this is my speciality. i am dependable and reliable and have references. i can drive you to your short [...],2012-11-05T11:09:08-05:00,emailnotfound
clearwater fl mid nov (allentown),allentown,http://allentown.craigslist.org/rid/3386052851.html,leaving for clearwater fl in toyota corolla mid nov looking to share drive and save on expenses. retired gent who would like to travel straight thru .,2012-11-04T12:03:40-05:00,emailnotfound
i can drive you far distance  (anywhere),allentown,http://allentown.craigslist.org/rid/3380952534.html,"i can drive you to new jersey, ny and delaware, a ride to new jersey is 25 a person, rides to ny will be 38 pp because of toll and flooding, ride to delaware will be 70 pp. email for info, infants are at no cost. ride comfortable.",2012-11-02T02:49:32-04:00,emailnotfound
ny-easton pa (brooklyn),allentown,http://allentown.craigslist.org/rid/3379706634.html,"hi hi 
i need a ride to the lehigh valley from brooklyn, ideally, or somewhere new yorky. i'll pay for gas, and i'm a nice gal. i got sandyed.",2012-11-01T14:45:43-04:00,emailnotfound
shared ride from allentown to arizona (leaving on november 03 2012),allentown,http://allentown.craigslist.org/rid/3368683440.html,going to arizona and coming back to pennsylvania 6104400979,2012-10-31T18:16:05-04:00,emailnotfound
going to annap maryland,allentown,http://allentown.craigslist.org/rid/3377693993.html,w can leave any day my cell 443 370 1823 ,2012-10-31T15:46:25-04:00,emailnotfound
limousine service,allentown,http://allentown.craigslist.org/rid/3310733011.html,"make your special event more special. we provide limousine service at great prices! we do weddings, anniversaries, sweet sixteen, proms, and airport runs. why drink and drive when you can hire a limo for your bachelor party, eagles game, or night on  [...]",2012-10-28T16:20:31-04:00,emailnotfound
ride to nyc and back (palmerton/nearby),allentown,http://allentown.craigslist.org/rid/3347982837.html,"need a ride to nyc from palmerton ( or nearby) to east 67th street, and back. could be more days than just in that week..going to the cancer hospital at sloan-kettering starting 11/5/2012",2012-10-26T12:29:53-04:00,emailnotfound
"silver caravan type vehicle with ""everyday drives"" logo...seen one??",allentown,http://allentown.craigslist.org/rid/3363744256.html,"there's a silver caravan type vehicle with a logo on the side that says ""everyday drives"" in big red letters. i've seen them twice in the past couple months, this time they drove right by my place and i saw them from my kitchen window. 
does anyone k [...]",2012-10-25T10:09:44-04:00,emailnotfound
ride needed - bethlehem to mountainside on sat 11/24 (bethlehem),allentown,http://allentown.craigslist.org/rid/3361412203.html,"i'm looking for a ride from bethlehem to mountainside. 
leaving november 24th returning november 24th. non-smoker please contact me on zimride: http://www.zimride.com/ride/share?ride=504630 ",2012-10-24T10:37:08-04:00,emailnotfound
bethlehem to atlanta (thanksgiving wk),allentown,http://allentown.craigslist.org/rid/3355327349.html,"hey there, i'm headed to atlanta, ga either tues nov 20 or wed nov 21. curious if anyone's interested in riding along and splitting gas. let me know! ",2012-10-21T18:51:49-04:00,emailnotfound
need ride (allentown regular),allentown,http://allentown.craigslist.org/rid/3353417812.html,"i need a ride to and home from the ymca in allentown 4 to5 times a week. i only live less than half a mile away from the y but due to circumstances, i need the motivation of an established ride. i can explain later if you want. i can be flexible with [...]",2012-10-20T19:42:29-04:00,emailnotfound
local ride's offered (perkasie pa),allentown,http://allentown.craigslist.org/rid/3343412916.html,"i drive a nice 96 ford mustang v6 auto not to luxury but it is comfy & reliable & has a/c & heat i live in perkasie pa & will go locally. 
215 954 5184 
thanks brian call or text cash only & payment is due when you get in my car not when we reach the [...]",2012-10-19T07:22:17-04:00,emailnotfound
ride the photogs limo coach to pdn photo+expo 10/25 (lehigh valley park &amp; ride),allentown,http://allentown.craigslist.org/rid/3346865679.html,help us fill the photogs limo coach to pdn photo+expo.ride out to pdn in nyc with your fellow photogs and talk shop in your private limo coach.we'll have photo videos playing on the dvd player (bring some of your own favorites). we'll have a private  [...],2012-10-18T00:06:16-04:00,emailnotfound
tampa end of oct (lehigh valley phila),allentown,http://allentown.craigslist.org/rid/3346344294.html,heading down to tampa the end of month in toyota corrolla drivers and gas help wouls be nice. 60 year old male with facebook. ex gov worker with references.,2012-10-17T18:57:24-04:00,emailnotfound
need a ride?  (lehigh valley),allentown,http://allentown.craigslist.org/rid/3342045146.html,"i have a car that can fit 4 people and great luggage space, i can drive you to new jersey, philly or to new york. if you just need a daily driver, my rates depends on miles, if 0-10miles 5 times a week then 1 a week rate of 175, 10-20miles 225 a week [...]",2012-10-16T00:28:00-04:00,emailnotfound
"re:give me a $5, i'll give you a ride (e. allentown, pa.)",allentown,http://allentown.craigslist.org/rid/3340522329.html,"due to financial constraints, i have ended this program for this month. thanks to everyone who called! i rec'd 17 calls on the first day! also thanks to the 3 new riders who called upon me to drive for them. i plan to renew this venture at the begini [...]",2012-10-15T12:53:26-04:00,emailnotfound
northampton to lvip1  by 7 am (near the high school),allentown,http://allentown.craigslist.org/rid/3281169871.html,"i am looking to commute with someone from northampton to lvip 1 accross from the airport near rexroth. i must be there by 7 am. i end work at 3: 30 , also need a ride home, but that is not important now. i will reimburse you $5 a ride, $50 a week for [...]",2012-10-13T09:24:40-04:00,emailnotfound
