title,postingFrom,permalink,shortDescription,postingDate,mailToLink
offer delivery or ride,bakersfield,http://bakersfield.craigslist.org/rid/3417772210.html,"using only half of my 16 ft. truck, from little rock, ar to santa rosa, ca 11/26-12/1. open to sharing options and/or riders for companionship and to offset moving costs. ",2012-11-17T22:32:18-08:00,emailnotfound
need ride from lake isabellato hemetin riverside county have gas money (lake isabella),bakersfield,http://bakersfield.craigslist.org/rid/3416899195.html,got stuck here truck broke down looking for a rideanytime no schedulejustneedto get home thanks ill check emails often can help with gas,2012-11-17T13:07:17-08:00,emailnotfound
eagle mtn casino,bakersfield,http://bakersfield.craigslist.org/rid/3415702749.html,looking for a ride tonight some time to redbank rd. and fairfax ave from oildale. anyone headed that way? bekkalynnb4@gmail.com or call 661 865 6787,2012-11-17T02:19:05-08:00,emailnotfound
need ride from bakersfield to los angeles (bakers/ la),bakersfield,http://bakersfield.craigslist.org/rid/3415221258.html,i need a ride to la it will be me and my boyfriend and my dog. i found someone to take care of her because i cant keep her here cause i live in an appartment. i found some1 but in la. my numbr is 323 671 057nine. if any one is heading south and can l [...],2012-11-16T17:55:58-08:00,emailnotfound
bako to san jose 11/17 (socal),bakersfield,http://bakersfield.craigslist.org/rid/3414995427.html,"im passing through bakersfield around 10 on sat morning heading to the bay area and coming back south on the 21st if anyone is intrested on a ride either way pls hit me up 951 265 0773,,,my name is charles",2012-11-16T15:54:56-08:00,emailnotfound
offered: bako to san diego in one hour (bakersfield),bakersfield,http://bakersfield.craigslist.org/rid/3414348876.html,"if anyone is traveling to san diego i'm leaving in about an hour or two. 
call me if you need a ride,661-281-5777.",2012-11-16T11:25:05-08:00,emailnotfound
cheap travel to any city or state in the country,bakersfield,http://bakersfield.craigslist.org/rid/3384920345.html,"**this is a limited time offer** 
we are a wholesale travel agency that specializes in providing the best price for travel on amtrak as well as greyhound bus lines. since we are an online only travel booker, we are able to further discount travel tic [...]",2012-11-15T15:07:13-08:00,emailnotfound
discount travel to any state or city,bakersfield,http://bakersfield.craigslist.org/rid/3400895503.html,"**this is a limited time offer** 
we are a wholesale travel agency that specializes in providing the best price for travel on amtrak as well as greyhound bus lines. since we are an online only travel booker, we are able to further discount travel tic [...]",2012-11-15T15:02:18-08:00,emailnotfound
"rides offered from bakersfield north on i-5 or hwy 99 11-21-2012 (bakersfield to eugene, oregon)",bakersfield,http://bakersfield.craigslist.org/rid/3412339902.html,"i'm leaving bakersfield area on 11-21-2012 to go to albany, oregon (65 miles south of portland) area. so i can take a couple of people with if they each chip in for fuel. i will only be making minimal stops on the way (fuel, bathroom, coffee) to make [...]",2012-11-15T13:55:54-08:00,emailnotfound
vegas to norcal and back,bakersfield,http://bakersfield.craigslist.org/rid/3412249045.html,i'm driving from vegas to norcal and am looking for rideshare(s) that can chip in for gas (equal shares). i'm willing to drop off in bakersfield or anywhere between pismo beach and burlingame/san francisco. small cargo is ok. i'm looking to leave tod [...],2012-11-15T13:17:25-08:00,emailnotfound
